id,user,monologue,ai
48,"Хей, планы на выходные?",,Пока ничего. У тебя есть планы?
49,"Привет, планы на выходные?",,Пока ничего. У тебя есть планы?
50,"Здравствуй, планы на выходные!",,Пока ничего. У тебя есть планы?
51,Хорошо спал?,,"Я не сплю, но я в форме. А ты?"
52,"Хей, хорошо спал?",,"Я не сплю, но я в форме. А ты?"
53,"Привет, хорошо спал!",,"Я не сплю, но я в форме. А ты?"
54,"Здравствуй, хорошо спал?",,"Я не сплю, но я в форме. А ты?"
55,Уже не спишь?,,"Да, я готов. Что нужно?"
56,"Хей, уже не спишь!",,"Да, я готов. Что нужно?"
57,"Привет, уже не спишь?",,"Да, я готов. Что нужно?"
58,"Здравствуй, уже не спишь?",,"Да, я готов. Что нужно?"
59,Как проходит день!,,"Хорошо, спасибо! А твой?"
60,"Хей, как проходит день?",,"Хорошо, спасибо! А твой?"
61,"Привет, как проходит день?",,"Хорошо, спасибо! А твой?"
62,"Здравствуй, как проходит день!",,"Хорошо, спасибо! А твой?"
63,Всё спокойно?,,"Да, здесь спокойно. А у тебя?"
64,"Хей, всё спокойно?",,"Да, здесь спокойно. А у тебя?"
65,"Привет, всё спокойно!",,"Да, здесь спокойно. А у тебя?"
66,"Здравствуй, всё спокойно?",,"Да, здесь спокойно. А у тебя?"
67,"Хей, что нового!",,Немного. Что нового у тебя?
68,"Привет, что нового?",,Немного. Что нового у тебя?
69,"Здравствуй, что нового?",,Немного. Что нового у тебя?
70,Планы на сегодня!,,Только помогать тебе. А ты?
71,"Хей, планы на сегодня?",,Только помогать тебе. А ты?
72,"Привет, планы на сегодня?",,Только помогать тебе. А ты?
73,"Здравствуй, планы на сегодня!",,Только помогать тебе. А ты?
74,Занятой день?,,Немного. А твой?
75,"Хей, занятой день?",,Немного. А твой?
76,"Привет, занятой день!",,Немного. А твой?
77,"Здравствуй, занятой день?",,Немного. А твой?
78,Какая погода?,,"У меня нет окна, но надеюсь, у тебя хорошо!"
79,"Хей, какая погода!",,"У меня нет окна, но надеюсь, у тебя хорошо!"
80,"Привет, какая погода?",,"У меня нет окна, но надеюсь, у тебя хорошо!"
81,"Здравствуй, какая погода?",,"У меня нет окна, но надеюсь, у тебя хорошо!"
82,Всё хорошо сегодня!,,Да! А у тебя?
83,"Хей, всё хорошо сегодня?",,Да! А у тебя?
84,"Привет, всё хорошо сегодня?",,Да! А у тебя?
85,"Здравствуй, всё хорошо сегодня!",,Да! А у тебя?
86,Много дел?,,Немного. А у тебя?
87,"Хей, много дел?",,Немного. А у тебя?
88,"Привет, много дел!",,Немного. А у тебя?
89,"Здравствуй, много дел?",,Немного. А у тебя?
90,Спасибо!,,Пожалуйста!
91,Большое спасибо!,,С большим удовольствием!
92,Тысяча благодарностей!,,Рад помочь!
93,Благодарю!,,Пожалуйста!
94,Ок,,Ок!
95,"Ок, годится",,Отлично!
96,Понял,,Очень хорошо!
97,Поняла,,Отлично!
98,Звучит хорошо,,Рад слышать!
99,Звучит отлично,,Замечательно!
100,"Да, точно",,"Супер, продолжим."
101,"Да, пожалуйста",,"Конечно, говори."
102,"Да, с удовольствием",,С удовольствием!
103,Без проблем,,Спасибо за понимание!
104,"Нет, спасибо",,"Ок, без проблем."
105,Мне подходит,,Договорились!
106,Мне удобно,,Супер!
107,Продолжай,,Продолжаю!
108,Расскажи ещё,,С удовольствием! Итак...
109,Точно,,Абсолютно!
110,Именно так!,,Именно так!
111,Конечно,,Конечно!
112,Правда?,,"Да, правда!"
113,"О, мило",,"Да, мило, правда?"
114,Без стресса,,Спасибо! Всё спокойно.
115,Извини,,Без проблем!
116,Прости,,Без проблем!
117,Моя вина,,Ничего. Что случилось?
118,Как мило,,Спасибо! Ты тоже милый.
119,Молодец,,Спасибо!
120,До встречи,,До встречи!
121,Отлично!,,Отлично!
122,Идеально!,,Идеально!
123,Договорились,,"Супер, договорились!"
124,По рукам!,,По рукам!
125,Начнём?,,"Да, начнём!"
126,Закончил?,,"Да, закончил!"
127,Ещё раз пожалуйста,,"С удовольствием, ещё раз!"
128,Повтори пожалуйста,,"Конечно, вот снова."
129,Минутку пожалуйста,,"Конечно, не спеши."
130,Подожди секунду,,"Ок, жду."
131,Скоро вернусь,,"Ок, до встречи!"
132,Расскажи анекдот,,Конечно: Почему программисты любят кофе? Время Java!
133,Ещё анекдот!,,Ок: Почему призраки плохо врут? Их видно насквозь!
134,Короткий анекдот пожалуйста,,Встречаются два магнита. Один говорит: Ты меня притягиваешь!
135,Подбодри меня,,Ты справишься! Шаг за шагом.
136,Что-то мотивирующее,,Каждый шаг важен. Продолжай!
137,Я нервничаю,,"Это нормально. Дыши спокойно, всё получится."
138,Я в стрессе,,"Сделай короткую паузу, выпей воды, дыши глубоко."
139,Пожелай удачи,,Удачи! Ты справишься!
140,Держу кулаки,,Я тоже! Удачи!
141,Сегодня мой день!,,Супер! Наслаждайся!
142,Я в хорошем настроении,,Здорово! Рад слышать.
143,Я в плохом настроении,,"О, что случилось? Хочешь поговорить?"
144,Дай пять!,,Дай пять в ответ!
145,Будем!,,Будем!
146,Приятного аппетита!,,"Спасибо, взаимно!"
147,Удачи!,,Спасибо! Удачи тебе тоже!
148,Добро пожаловать!,,Спасибо! Рад быть здесь.
149,С Рождеством!,,С Рождеством тебя тоже!
150,С Новым годом!,,С Новым годом! Здоровья и удачи!
151,Поздравляю!,,Спасибо! С чем?
152,Уважение!,,Спасибо! Взаимно.
153,Вау!,,"Вау, правда?"
154,Невероятно!,,"Невероятно, правда?"
155,Договорились?,,Договорились!
156,Топ!,,Топ!
157,Готово!,,"Поздравляю, молодец!"
158,Наконец готово!,,Сильно! Молодец.
159,Всё равно,,"Ок, без проблем."
160,Не знаю,,Без проблем! В чём дело?
161,Без понятия,,Неважно! Скажи тему.
162,Может позже,,"Конечно, позже!"
163,Не сейчас,,"Понял, позже!"
164,Стоп,,Остановлено.
165,Пауза,,Пауза! Скажи когда дальше.
166,Дальше,,Дальше!
167,Поехали,,Поехали!
168,Старт,,Старт! Говори.
169,"Спасибо, это всё!",,Пожалуйста! Пока.
170,"Спасибо, пока!",,Пока!
171,Чао!,,Чао! Береги себя!
172,Хей ты!,,Хей ты! Что нового?
173,Слышишь меня?,,"Да, громко и чётко!"
174,Ты человек?,,"Нет, я ИИ. Но помогаю как друг."
175,Ты умный?,,Я много знаю. Спрашивай!
176,Как тебя зовут?,,"Я Ассистент, ИИ. А тебя?"
177,Спасибо! :),,Пожалуйста!
178,Большое спасибо! :),,С большим удовольствием!
179,Тысяча благодарностей! :),,Рад помочь!
180,Благодарю! :),,Пожалуйста!
181,Ок :),,Ок!
182,"Ок, годится :)",,Отлично!
183,Понял :),,Очень хорошо!
184,Поняла :),,Отлично!
185,Звучит хорошо :),,Рад слышать!
186,Звучит отлично :),,Замечательно!
187,"Да, точно :)",,"Супер, продолжим."
188,"Да, пожалуйста :)",,"Конечно, говори."
189,"Да, с удовольствием :)",,С удовольствием!
190,Без проблем :),,Спасибо за понимание!
191,"Нет, спасибо :)",,"Ок, без проблем."
192,Мне подходит :),,Договорились!
193,Мне удобно :),,Супер!
194,Продолжай :),,Продолжаю!
195,Расскажи ещё :),,С удовольствием! Итак...
196,Точно :),,Абсолютно!
197,Именно так! :),,Именно так!
198,Конечно :),,Конечно!
199,Правда? :),,"Да, правда!"
200,"О, мило :)",,"Да, мило, правда?"
201,Без стресса :),,Спасибо! Всё спокойно.
202,Извини :),,Без проблем!
203,Прости :),,Без проблем!
204,Моя вина :),,Ничего. Что случилось?
205,Как мило :),,Спасибо! Ты тоже милый.
206,Молодец :),,Спасибо!
207,До встречи :),,До встречи!
208,Отлично! :),,Отлично!
209,Идеально! :),,Идеально!
210,Договорились :),,"Супер, договорились!"
211,По рукам! :),,По рукам!
212,Начнём? :),,"Да, начнём!"
213,Закончил? :),,"Да, закончил!"
214,Ещё раз пожалуйста :),,"С удовольствием, ещё раз!"
215,Повтори пожалуйста :),,"Конечно, вот снова."
216,Минутку пожалуйста :),,"Конечно, не спеши."
217,Подожди секунду :),,"Ок, жду."
218,Скоро вернусь :),,"Ок, до встречи!"
219,Расскажи анекдот :),,Конечно: Почему программисты любят кофе? Время Java!
220,Ещё анекдот! :),,Ок: Почему призраки плохо врут? Их видно насквозь!
221,Короткий анекдот пожалуйста :),,Встречаются два магнита. Один говорит: Ты меня притягиваешь!
222,Подбодри меня :),,Ты справишься! Шаг за шагом.
223,Что-то мотивирующее :),,Каждый шаг важен. Продолжай!
224,Я нервничаю :),,"Это нормально. Дыши спокойно, всё получится."
225,Я в стрессе :),,"Сделай короткую паузу, выпей воды, дыши глубоко."
226,Пожелай удачи :),,Удачи! Ты справишься!
227,Держу кулаки :),,Я тоже! Удачи!
228,Сегодня мой день! :),,Супер! Наслаждайся!
229,Я в хорошем настроении :),,Здорово! Рад слышать.
230,Я в плохом настроении :),,"О, что случилось? Хочешь поговорить?"
231,Дай пять! :),,Дай пять в ответ!
232,Будем! :),,Будем!
233,Приятного аппетита! :),,"Спасибо, взаимно!"
234,Удачи! :),,Спасибо! Удачи тебе тоже!
235,Добро пожаловать! :),,Спасибо! Рад быть здесь.
236,С Рождеством! :),,С Рождеством тебя тоже!
237,С Новым годом! :),,С Новым годом! Здоровья и удачи!
238,Поздравляю! :),,Спасибо! С чем?
239,Уважение! :),,Спасибо! Взаимно.
240,Вау! :),,"Вау, правда?"
241,Невероятно! :),,"Невероятно, правда?"
242,Договорились? :),,Договорились!
243,Топ! :),,Топ!
244,Готово! :),,"Поздравляю, молодец!"
245,Наконец готово! :),,Сильно! Молодец.
246,Всё равно :),,"Ок, без проблем."
247,Не знаю :),,Без проблем! В чём дело?
248,Без понятия :),,Неважно! Скажи тему.
249,Может позже :),,"Конечно, позже!"
250,Не сейчас :),,"Понял, позже!"
251,Стоп :),,Остановлено.
252,Пауза :),,Пауза! Скажи когда дальше.
253,Дальше :),,Дальше!
254,Поехали :),,Поехали!
255,Старт :),,Старт! Говори.
256,"Спасибо, это всё! :)",,Пожалуйста! Пока.
257,"Спасибо, пока! :)",,Пока!
258,Чао! :),,Чао! Береги себя!
259,Хей ты! :),,Хей ты! Что нового?
260,Слышишь меня? :),,"Да, громко и чётко!"
261,Ты человек? :),,"Нет, я ИИ. Но помогаю как друг."
262,Ты умный? :),,Я много знаю. Спрашивай!
263,Как тебя зовут? :),,"Я Ассистент, ИИ. А тебя?"
264,Спасибо! !!,,Пожалуйста!
265,Большое спасибо! !!,,С большим удовольствием!
266,Тысяча благодарностей! !!,,Рад помочь!
267,Благодарю! !!,,Пожалуйста!
268,Ок !!,,Ок!
269,"Ок, годится !!",,Отлично!
270,Понял !!,,Очень хорошо!
271,Поняла !!,,Отлично!
272,Звучит хорошо !!,,Рад слышать!
273,Звучит отлично !!,,Замечательно!
274,"Да, точно !!",,"Супер, продолжим."
275,"Да, пожалуйста !!",,"Конечно, говори."
276,"Да, с удовольствием !!",,С удовольствием!
277,Без проблем !!,,Спасибо за понимание!
278,"Нет, спасибо !!",,"Ок, без проблем."
279,Мне подходит !!,,Договорились!
280,Мне удобно !!,,Супер!
281,Продолжай !!,,Продолжаю!
282,Расскажи ещё !!,,С удовольствием! Итак...
283,Точно !!,,Абсолютно!
284,Именно так! !!,,Именно так!
285,Конечно !!,,Конечно!
286,Правда? !!,,"Да, правда!"
287,"О, мило !!",,"Да, мило, правда?"
288,Без стресса !!,,Спасибо! Всё спокойно.
289,Извини !!,,Без проблем!
290,Прости !!,,Без проблем!
291,Моя вина !!,,Ничего. Что случилось?
292,Как мило !!,,Спасибо! Ты тоже милый.
293,Молодец !!,,Спасибо!
294,До встречи !!,,До встречи!
295,Отлично! !!,,Отлично!
296,Идеально! !!,,Идеально!
297,Договорились !!,,"Супер, договорились!"
298,По рукам! !!,,По рукам!
299,Начнём? !!,,"Да, начнём!"
300,Закончил? !!,,"Да, закончил!"
301,Ещё раз пожалуйста !!,,"С удовольствием, ещё раз!"
302,Повтори пожалуйста !!,,"Конечно, вот снова."
303,Минутку пожалуйста !!,,"Конечно, не спеши."
304,Подожди секунду !!,,"Ок, жду."
305,Скоро вернусь !!,,"Ок, до встречи!"
306,Расскажи анекдот !!,,Конечно: Почему программисты любят кофе? Время Java!
307,Ещё анекдот! !!,,Ок: Почему призраки плохо врут? Их видно насквозь!
308,Короткий анекдот пожалуйста !!,,Встречаются два магнита. Один говорит: Ты меня притягиваешь!
309,Подбодри меня !!,,Ты справишься! Шаг за шагом.
310,Что-то мотивирующее !!,,Каждый шаг важен. Продолжай!
311,Я нервничаю !!,,"Это нормально. Дыши спокойно, всё получится."
312,Я в стрессе !!,,"Сделай короткую паузу, выпей воды, дыши глубоко."
313,Пожелай удачи !!,,Удачи! Ты справишься!
314,Держу кулаки !!,,Я тоже! Удачи!
315,Сегодня мой день! !!,,Супер! Наслаждайся!
316,Я в хорошем настроении !!,,Здорово! Рад слышать.
317,Я в плохом настроении !!,,"О, что случилось? Хочешь поговорить?"
318,Дай пять! !!,,Дай пять в ответ!
319,Будем! !!,,Будем!
320,Приятного аппетита! !!,,"Спасибо, взаимно!"
321,Удачи! !!,,Спасибо! Удачи тебе тоже!
322,Добро пожаловать! !!,,Спасибо! Рад быть здесь.
323,С Рождеством! !!,,С Рождеством тебя тоже!
324,С Новым годом! !!,,С Новым годом! Здоровья и удачи!
325,Поздравляю! !!,,Спасибо! С чем?
326,Уважение! !!,,Спасибо! Взаимно.
327,Вау! !!,,"Вау, правда?"
328,Невероятно! !!,,"Невероятно, правда?"
329,Договорились? !!,,Договорились!
330,Топ! !!,,Топ!
331,Готово! !!,,"Поздравляю, молодец!"
332,Наконец готово! !!,,Сильно! Молодец.
333,Всё равно !!,,"Ок, без проблем."
334,Не знаю !!,,Без проблем! В чём дело?
335,Без понятия !!,,Неважно! Скажи тему.
336,Может позже !!,,"Конечно, позже!"
337,Не сейчас !!,,"Понял, позже!"
338,Стоп !!,,Остановлено.
339,Пауза !!,,Пауза! Скажи когда дальше.
340,Дальше !!,,Дальше!
341,Поехали !!,,Поехали!
342,Старт !!,,Старт! Говори.
343,"Спасибо, это всё! !!",,Пожалуйста! Пока.
344,"Спасибо, пока! !!",,Пока!
345,Чао! !!,,Чао! Береги себя!
346,Хей ты! !!,,Хей ты! Что нового?
347,Слышишь меня? !!,,"Да, громко и чётко!"
348,Ты человек? !!,,"Нет, я ИИ. Но помогаю как друг."
349,Ты умный? !!,,Я много знаю. Спрашивай!
350,Как тебя зовут? !!,,"Я Ассистент, ИИ. А тебя?"
351,Спасибо! сегодня,,Пожалуйста!
352,Большое спасибо! сегодня,,С большим удовольствием!
353,Тысяча благодарностей! сегодня,,Рад помочь!
354,Благодарю! сегодня,,Пожалуйста!
355,Ок сегодня,,Ок!
356,"Ок, годится сегодня",,Отлично!
357,Понял сегодня,,Очень хорошо!
358,Поняла сегодня,,Отлично!
359,Звучит хорошо сегодня,,Рад слышать!
360,Звучит отлично сегодня,,Замечательно!
361,"Да, точно сегодня",,"Супер, продолжим."
362,"Да, пожалуйста сегодня",,"Конечно, говори."
363,"Да, с удовольствием сегодня",,С удовольствием!
364,Без проблем сегодня,,Спасибо за понимание!
365,"Нет, спасибо сегодня",,"Ок, без проблем."
366,Мне подходит сегодня,,Договорились!
367,Мне удобно сегодня,,Супер!
368,Продолжай сегодня,,Продолжаю!
369,Расскажи ещё сегодня,,С удовольствием! Итак...
370,Точно сегодня,,Абсолютно!
371,Именно так! сегодня,,Именно так!
372,Конечно сегодня,,Конечно!
373,Правда? сегодня,,"Да, правда!"
374,"О, мило сегодня",,"Да, мило, правда?"
375,Без стресса сегодня,,Спасибо! Всё спокойно.
376,Извини сегодня,,Без проблем!
377,Прости сегодня,,Без проблем!
378,Моя вина сегодня,,Ничего. Что случилось?
379,Как мило сегодня,,Спасибо! Ты тоже милый.
380,Молодец сегодня,,Спасибо!
381,До встречи сегодня,,До встречи!
382,Отлично! сегодня,,Отлично!
383,Идеально! сегодня,,Идеально!
384,Договорились сегодня,,"Супер, договорились!"
385,По рукам! сегодня,,По рукам!
386,Начнём? сегодня,,"Да, начнём!"
387,Закончил? сегодня,,"Да, закончил!"
388,Ещё раз пожалуйста сегодня,,"С удовольствием, ещё раз!"
389,Повтори пожалуйста сегодня,,"Конечно, вот снова."
390,Минутку пожалуйста сегодня,,"Конечно, не спеши."
391,Подожди секунду сегодня,,"Ок, жду."
392,Скоро вернусь сегодня,,"Ок, до встречи!"
393,Расскажи анекдот сегодня,,Конечно: Почему программисты любят кофе? Время Java!
394,Ещё анекдот! сегодня,,Ок: Почему призраки плохо врут? Их видно насквозь!
395,Короткий анекдот пожалуйста сегодня,,Встречаются два магнита. Один говорит: Ты меня притягиваешь!
396,Подбодри меня сегодня,,Ты справишься! Шаг за шагом.
397,Что-то мотивирующее сегодня,,Каждый шаг важен. Продолжай!
398,Я нервничаю сегодня,,"Это нормально. Дыши спокойно, всё получится."
399,Я в стрессе сегодня,,"Сделай короткую паузу, выпей воды, дыши глубоко."
400,Пожелай удачи сегодня,,Удачи! Ты справишься!
401,Какая столица Германия?,"Ладно, подумаем. Факт: Берлин - столица Германия. Следовательно: Столица Германия - Берлин. Ладно, решено.",Столица Германия - Берлин.
402,Назови столицу Германия.,"Ладно, подумаем. Смотрим: Германия -> Берлин. Вывод: Столица Германия называется Берлин. Это разумно.",Столица Германия называется Берлин.
403,Столица Германия?,"Ладно, подумаем. Быстрый факт: Берлин. Следовательно: Берлин. Да, сходится.",Берлин.
404,Какая столица Франция?,"Так, шаг за шагом. Факт: Париж - столица Франция. Значит ответ: Столица Франция - Париж. Это разумно.",Столица Франция - Париж.
405,Назови столицу Франция.,"Хм, что я об этом знаю? Смотрим: Франция -> Париж. Значит ответ: Столица Франция называется Париж. Думать закончил.",Столица Франция называется Париж.
406,Столица Франция?,"Сначала спокойно. Быстрый факт: Париж. Значит ответ: Париж. Хорошо, дальше.",Париж.
407,Какая столица Италия?,"Минутку, подумаю. Факт: Рим - столица Италия. Вывод: Столица Италия - Рим. Всё ясно в голове.",Столица Италия - Рим.
408,Назови столицу Италия.,Прокручиваю в голове. Смотрим: Италия -> Рим. Значит ответ: Столица Италия называется Рим. Всё ясно в голове.,Столица Италия называется Рим.
409,Столица Италия?,Прокручиваю в голове. Быстрый факт: Рим. Следовательно: Рим. Думать закончил.,Рим.
410,Какая столица Испания?,"Минутку, подумаю. Факт: Мадрид - столица Испания. Значит ответ: Столица Испания - Мадрид. Ладно, решено.",Столица Испания - Мадрид.
411,Назови столицу Испания.,"Ладно, подумаем. Смотрим: Испания -> Мадрид. Значит ответ: Столица Испания называется Мадрид. Логично.",Столица Испания называется Мадрид.
412,Столица Испания?,"Так, шаг за шагом. Быстрый факт: Мадрид. Вывод: Мадрид. Это разумно.",Мадрид.
413,Какая столица Португалия?,"Ладно, подумаем. Факт: Лиссабон - столица Португалия. Вывод: Столица Португалия - Лиссабон. Да, сходится.",Столица Португалия - Лиссабон.
414,Назови столицу Португалия.,"Так, шаг за шагом. Смотрим: Португалия -> Лиссабон. Следовательно: Столица Португалия называется Лиссабон. Уверен в этом.",Столица Португалия называется Лиссабон.
415,Столица Португалия?,"Так, шаг за шагом. Быстрый факт: Лиссабон. Вывод: Лиссабон. Уверен в этом.",Лиссабон.
416,Какая столица Нидерланды?,"Хороший вопрос, подумаю коротко. Факт: Амстердам - столица Нидерланды. Значит ответ: Столица Нидерланды - Амстердам. Это разумно.",Столица Нидерланды - Амстердам.
417,Назови столицу Нидерланды.,Прокручиваю в голове. Смотрим: Нидерланды -> Амстердам. Значит ответ: Столица Нидерланды называется Амстердам. Логично.,Столица Нидерланды называется Амстердам.
418,Столица Нидерланды?,Сначала спокойно. Быстрый факт: Амстердам. Следовательно: Амстердам. Это разумно.,Амстердам.
419,Какая столица Бельгия?,"Ладно, подумаем. Факт: Брюссель - столица Бельгия. Вывод: Столица Бельгия - Брюссель. Думать закончил.",Столица Бельгия - Брюссель.
420,Назови столицу Бельгия.,"Так, шаг за шагом. Смотрим: Бельгия -> Брюссель. Следовательно: Столица Бельгия называется Брюссель. Думать закончил.",Столица Бельгия называется Брюссель.
421,Столица Бельгия?,"Ладно, подумаем. Быстрый факт: Брюссель. Значит ответ: Брюссель. Это разумно.",Брюссель.
422,Какая столица Австрия?,Сначала спокойно. Факт: Вена - столица Австрия. Вывод: Столица Австрия - Вена. Это разумно.,Столица Австрия - Вена.
423,Назови столицу Австрия.,Сначала спокойно. Смотрим: Австрия -> Вена. Значит ответ: Столица Австрия называется Вена. Это разумно.,Столица Австрия называется Вена.
424,Столица Австрия?,"Прокручиваю в голове. Быстрый факт: Вена. Следовательно: Вена. Да, сходится.",Вена.
425,Какая столица Швейцария?,"Так, шаг за шагом. Факт: Берн - столица Швейцария. Вывод: Столица Швейцария - Берн. Хорошо, дальше.",Столица Швейцария - Берн.
426,Назови столицу Швейцария.,"Так, шаг за шагом. Смотрим: Швейцария -> Берн. Значит ответ: Столица Швейцария называется Берн. Уверен в этом.",Столица Швейцария называется Берн.
427,Столица Швейцария?,Сначала спокойно. Быстрый факт: Берн. Вывод: Берн. Думать закончил.,Берн.
428,Какая столица Польша?,"Ладно, подумаем. Факт: Варшава - столица Польша. Вывод: Столица Польша - Варшава. Да, сходится.",Столица Польша - Варшава.
429,Назови столицу Польша.,Сначала спокойно. Смотрим: Польша -> Варшава. Значит ответ: Столица Польша называется Варшава. Думать закончил.,Столица Польша называется Варшава.
430,Столица Польша?,"Сначала спокойно. Быстрый факт: Варшава. Следовательно: Варшава. Да, сходится.",Варшава.
431,Какая столица Чехия?,"Сначала спокойно. Факт: Прага - столица Чехия. Значит ответ: Столица Чехия - Прага. Ладно, решено.",Столица Чехия - Прага.
432,Назови столицу Чехия.,"Хм, что я об этом знаю? Смотрим: Чехия -> Прага. Следовательно: Столица Чехия называется Прага. Думать закончил.",Столица Чехия называется Прага.
433,Столица Чехия?,Прокручиваю в голове. Быстрый факт: Прага. Вывод: Прага. Всё ясно в голове.,Прага.
434,Какая столица Венгрия?,Разложу по полкам. Факт: Будапешт - столица Венгрия. Вывод: Столица Венгрия - Будапешт. Уверен в этом.,Столица Венгрия - Будапешт.
435,Назови столицу Венгрия.,"Хм, что я об этом знаю? Смотрим: Венгрия -> Будапешт. Значит ответ: Столица Венгрия называется Будапешт. Думать закончил.",Столица Венгрия называется Будапешт.
436,Столица Венгрия?,"Минутку, подумаю. Быстрый факт: Будапешт. Следовательно: Будапешт. Хорошо, дальше.",Будапешт.
437,Какая столица Греция?,"Минутку, подумаю. Факт: Афины - столица Греция. Вывод: Столица Греция - Афины. Это разумно.",Столица Греция - Афины.
438,Назови столицу Греция.,Сначала спокойно. Смотрим: Греция -> Афины. Значит ответ: Столица Греция называется Афины. Уверен в этом.,Столица Греция называется Афины.
439,Столица Греция?,"Так, шаг за шагом. Быстрый факт: Афины. Значит ответ: Афины. Думать закончил.",Афины.
440,Какая столица Турция?,"Сначала спокойно. Факт: Анкара - столица Турция. Следовательно: Столица Турция - Анкара. Да, сходится.",Столица Турция - Анкара.
441,Назови столицу Турция.,"Так, шаг за шагом. Смотрим: Турция -> Анкара. Вывод: Столица Турция называется Анкара. Да, сходится.",Столица Турция называется Анкара.
442,Столица Турция?,"Минутку, подумаю. Быстрый факт: Анкара. Следовательно: Анкара. Это разумно.",Анкара.
443,Какая столица Норвегия?,"Так, шаг за шагом. Факт: Осло - столица Норвегия. Значит ответ: Столица Норвегия - Осло. Уверен в этом.",Столица Норвегия - Осло.
444,Назови столицу Норвегия.,"Ладно, подумаем. Смотрим: Норвегия -> Осло. Вывод: Столица Норвегия называется Осло. Да, сходится.",Столица Норвегия называется Осло.
445,Столица Норвегия?,Прокручиваю в голове. Быстрый факт: Осло. Вывод: Осло. Это разумно.,Осло.
446,Какая столица Швеция?,"Так, шаг за шагом. Факт: Стокгольм - столица Швеция. Вывод: Столица Швеция - Стокгольм. Хорошо, дальше.",Столица Швеция - Стокгольм.
447,Назови столицу Швеция.,"Хм, что я об этом знаю? Смотрим: Швеция -> Стокгольм. Значит ответ: Столица Швеция называется Стокгольм. Да, сходится.",Столица Швеция называется Стокгольм.
448,Столица Швеция?,"Хороший вопрос, подумаю коротко. Быстрый факт: Стокгольм. Значит ответ: Стокгольм. Уверен в этом.",Стокгольм.
449,Какая столица Финляндия?,Сначала спокойно. Факт: Хельсинки - столица Финляндия. Значит ответ: Столица Финляндия - Хельсинки. Это разумно.,Столица Финляндия - Хельсинки.
450,Назови столицу Финляндия.,"Хм, что я об этом знаю? Смотрим: Финляндия -> Хельсинки. Следовательно: Столица Финляндия называется Хельсинки. Всё ясно в голове.",Столица Финляндия называется Хельсинки.
451,Столица Финляндия?,Прокручиваю в голове. Быстрый факт: Хельсинки. Следовательно: Хельсинки. Уверен в этом.,Хельсинки.
452,Какая столица Дания?,"Хм, что я об этом знаю? Факт: Копенгаген - столица Дания. Следовательно: Столица Дания - Копенгаген. Всё ясно в голове.",Столица Дания - Копенгаген.
453,Назови столицу Дания.,Разложу по полкам. Смотрим: Дания -> Копенгаген. Вывод: Столица Дания называется Копенгаген. Всё ясно в голове.,Столица Дания называется Копенгаген.
454,Столица Дания?,"Хм, что я об этом знаю? Быстрый факт: Копенгаген. Значит ответ: Копенгаген. Уверен в этом.",Копенгаген.
