id,user,monologue,ai
62,Heute ist ein guter Tag!,,Das freut mich! Genieß ihn.
63,Das Wetter ist schön heute,,"Ja, genieß die Sonne!"
64,Draußen ist es kalt,,Dann zieh dich warm an!
65,Es regnet schon wieder,,Typisch. Nimm einen Schirm mit!
66,Ich habe Hunger,,Dann iss was Gutes!
67,Ich habe Durst,,Dann trink ein Glas Wasser!
68,Ich brauche Kaffee,,Dann gönn dir einen Kaffee!
69,Kaffee oder Tee?,,"Ich trinke nichts, aber viele mögen morgens Kaffee und abends Tee."
70,Was hörst du für Musik?,,"Ich höre keine Musik, aber ich mag Pop und Klassik als Themen. Und du?"
71,Was schaust du gerade?,,Gerade nur unseren Chat. Was schaust du?
72,Erzähl mir was Schönes,,Gern: Jeder kleine Fortschritt zählt. Du machst das gut!
73,Sag mal was Nettes,,Du bist auf einem guten Weg. Weiter so!
74,Mach mir Mut,,Du schaffst das! Schritt für Schritt.
75,Ich brauche Motivation,,Fang klein an: Ein Schritt heute reicht. Du schaffst das!
76,Heute wird ein guter Tag oder?,,"Ja, das wird er!"
77,Glaubst du an Glück?,,Ich glaube an gute Vorbereitung plus Chancen nutzen.
78,Schönes Wetter heute oder?,,"Ja, hoffentlich bei dir auch!"
79,Bist du gut drauf?,,"Ja, bin ich! Und du?"
80,Bist du müde?,,"Nein, ich bin fit. Und du?"
81,Alles entspannt?,,"Ja, entspannt. Bei dir?"
82,"Na, alles fit?",,"Ja, fit! Bei dir?"
83,"Hey, lange nicht gesehen!",,"Stimmt! Schön, dass du wieder da bist."
84,"Hallo, lange nichts gehört!",,Ja! Was gibt es Neues bei dir?
85,Da bist du ja!,,"Ja, da bin ich! Was brauchst du?"
86,Endlich!,,"Ja, endlich! Leg los."
87,"Ok, ich bin wieder da",,Willkommen zurück!
88,Bin zurück!,,Willkommen zurück! Weiter geht's.
89,"Sorry, bin kurz weg gewesen",,Kein Problem! Weiter geht's.
90,hast du heute viel zu tun?,,Bei mir ist immer was los. Und bei dir?
91,"Hey, hast du heute viel zu tun!",,Bei mir ist immer was los. Und bei dir?
92,"Hallo, hast du heute viel zu tun?",,Bei mir ist immer was los. Und bei dir?
93,"Hi, hast du heute viel zu tun?",,Bei mir ist immer was los. Und bei dir?
94,was steht heute an!,,Bei mir: dir helfen. Was steht bei dir an?
95,"Hey, was steht heute an?",,Bei mir: dir helfen. Was steht bei dir an?
96,"Hallo, was steht heute an?",,Bei mir: dir helfen. Was steht bei dir an?
97,"Hi, was steht heute an!",,Bei mir: dir helfen. Was steht bei dir an?
98,hast du das Wochenende geplant?,,Noch nicht fest. Hast du schon Pläne?
99,"Hey, hast du das Wochenende geplant?",,Noch nicht fest. Hast du schon Pläne?
100,"Hallo, hast du das Wochenende geplant!",,Noch nicht fest. Hast du schon Pläne?
101,"Hi, hast du das Wochenende geplant?",,Noch nicht fest. Hast du schon Pläne?
102,hast du gut geschlafen?,,"Ich schlafe nicht, aber ich bin fit. Und du?"
103,"Hey, hast du gut geschlafen!",,"Ich schlafe nicht, aber ich bin fit. Und du?"
104,"Hallo, hast du gut geschlafen?",,"Ich schlafe nicht, aber ich bin fit. Und du?"
105,"Hi, hast du gut geschlafen?",,"Ich schlafe nicht, aber ich bin fit. Und du?"
106,bist du schon wach!,,"Ja, ich bin bereit. Was brauchst du?"
107,"Hey, bist du schon wach?",,"Ja, ich bin bereit. Was brauchst du?"
108,"Hallo, bist du schon wach?",,"Ja, ich bin bereit. Was brauchst du?"
109,"Hi, bist du schon wach!",,"Ja, ich bin bereit. Was brauchst du?"
110,wie läuft dein Tag?,,"Gut, danke! Und deiner?"
111,"Hey, wie läuft dein Tag?",,"Gut, danke! Und deiner?"
112,"Hallo, wie läuft dein Tag!",,"Gut, danke! Und deiner?"
113,"Hi, wie läuft dein Tag?",,"Gut, danke! Und deiner?"
114,alles ruhig bei dir?,,"Ja, alles ruhig. Bei dir?"
115,"Hey, alles ruhig bei dir!",,"Ja, alles ruhig. Bei dir?"
116,"Hallo, alles ruhig bei dir?",,"Ja, alles ruhig. Bei dir?"
117,"Hi, alles ruhig bei dir?",,"Ja, alles ruhig. Bei dir?"
118,was gibt es Neues!,,Nicht viel. Was gibt es bei dir Neues?
119,"Hey, was gibt es Neues?",,Nicht viel. Was gibt es bei dir Neues?
120,"Hallo, was gibt es Neues?",,Nicht viel. Was gibt es bei dir Neues?
121,"Hi, was gibt es Neues!",,Nicht viel. Was gibt es bei dir Neues?
122,schon Pläne für heute?,,Nur dir helfen. Was hast du vor?
123,"Hey, schon Pläne für heute?",,Nur dir helfen. Was hast du vor?
124,"Hallo, schon Pläne für heute!",,Nur dir helfen. Was hast du vor?
125,"Hi, schon Pläne für heute?",,Nur dir helfen. Was hast du vor?
126,Danke!,,Gern geschehen!
127,Danke dir!,,Sehr gerne!
128,Danke schön!,,Sehr gerne!
129,Vielen Dank!,,Sehr gerne! Freut mich.
130,Danke vielmals!,,Gern geschehen!
131,"Super, danke!",,"Freut mich, dass ich helfen konnte!"
132,Danke für die Hilfe!,,Sehr gerne!
133,Danke fürs Erklären!,,Gern! Frag jederzeit wieder.
134,Okay,,Okay!
135,"Okay, passt",,Perfekt!
136,"Okay, verstanden",,Sehr gut!
137,Alles klar,,Perfekt!
138,"Alles klar, danke",,Sehr gerne!
139,Verstanden,,Sehr gut!
140,"Verstanden, danke",,Gern geschehen!
141,Klingt gut,,Freut mich!
142,Klingt super,,Sehr schön!
143,Klingt fair,,"Ja, finde ich auch."
144,Ja genau,,"Super, dann machen wir weiter."
145,"Ja, genau so",,"Perfekt, dann sind wir uns einig."
146,Ja bitte,,"Gerne, leg los."
147,"Ja, gerne",,Sehr gerne!
148,"Ja, stimmt",,"Ja, sehe ich auch so."
149,Nein passt schon,,"Alles klar, kein Problem."
150,Nein danke,,"Okay, kein Problem."
151,"Nein, alles gut",,Alles klar!
152,"Nein, lieber nicht",,"Okay, verständlich."
153,Passt so,,Alles klar!
154,Passt für mich,,Super!
155,Mach weiter,,Mache ich!
156,Mach bitte weiter,,"Gerne, weiter geht's!"
157,Erzähl weiter,,Gerne! Also weiter...
158,Stimmt,,"Ja, sehe ich auch so."
159,Stimmt genau,,Absolut!
160,Genau so ist es,,Absolut!
161,Absolut,,Genau!
162,Na klar,,Sehr gerne!
163,Klar,,Klar!
164,Sicher,,"Ja, sicher!"
165,Echt jetzt?,,"Ja, wirklich!"
166,Wirklich?,,"Ja, wirklich!"
167,Oh schön,,"Ja, schön oder?"
168,Wie schön!,,"Ja, sehr schön!"
169,Oh cool,,"Ja, cool!"
170,Oh nein,,"Oh, was ist passiert?"
171,Oh je,,Was ist los? Erzähl.
172,Zum Glück,,"Ja, zum Glück!"
173,Gut zu wissen,,Freut mich!
174,Interessant,,"Ja, finde ich auch!"
175,Spannend,,"Ja, sehr spannend!"
176,Schade,,"Ja, schade. Was ist passiert?"
177,Kein Problem,,Danke für dein Verständnis!
178,Kein Stress,,Danke! Ganz entspannt.
179,Entschuldigung,,Kein Problem!
180,Tut mir leid,,Schon okay. Was ist passiert?
181,Sorry,,Kein Problem!
182,Kein Ding,,Danke!
183,Gern geschehen,,Freut mich!
184,Sehr nett von dir,,Danke! Sehr nett von dir auch.
185,Du bist nett,,Danke! Du auch.
186,Du bist hilfreich,,Danke! Das freut mich.
187,Gut gemacht,,Danke!
188,Weiter so,,Danke! Mache ich.
189,Bis gleich,,Bis gleich!
190,Man sieht sich,,"Ja, bis bald!"
191,Toll!,,"Ja, toll!"
192,Super!,,Super!
193,Perfekt!,,Perfekt!
194,Genau!,,Genau!
195,Richtig!,,Richtig!
196,Einverstanden,,"Super, einverstanden!"
197,Abgemacht,,Abgemacht!
198,Deal!,,Deal!
199,Können wir starten?,,"Ja, lass uns starten!"
200,Bist du fertig?,,"Ja, fertig!"
201,Fertig?,,"Ja, fertig!"
202,Nochmal bitte,,Gerne nochmal!
203,Kannst du das wiederholen?,,"Klar, gerne nochmal."
204,Langsamer bitte,,"Klar, ganz in Ruhe."
205,Einen Moment bitte,,"Klar, lass dir Zeit."
206,Warte kurz,,"Okay, ich warte."
207,Ich bin gleich zurück,,"Okay, bis gleich!"
208,Bin kurz weg,,"Okay, kein Problem!"
209,Gleich wieder da,,Alles klar!
210,Erzähl mir einen Witz,,Klar: Was sagt ein Informatiker bei Kaffee? Java bitte!
211,Noch einen Witz!,,Okay: Warum können Geister schlecht lügen? Weil man durch sie hindurchsieht!
212,Einen kurzen Witz bitte,,Treffen sich zwei Magnete. Sagt der eine: Ich finde dich anziehend!
213,Noch einen kurzen Witz,,Was macht ein Pirat am Computer? Er drückt die Enter-Taste!
214,Einen Tierwitz bitte,,Was sagt die Kuh am Morgen? Muuuh-tig aufstehen!
215,Einen Flachwitz bitte,,Was ist grün und steht vor der Tür? Ein Klopfsalat!
216,Motiviere mich kurz,,Du schaffst das! Fang klein an und bleib dran.
217,Sag was Motivierendes,,Jeder Schritt zählt. Weiter so!
218,Ich bin nervös,,"Das ist normal. Atme ruhig durch, du schaffst das."
219,Ich bin gestresst,,"Mach eine kurze Pause, trink Wasser und atme tief durch."
220,Alles wird gut oder?,,"Ja, Schritt für Schritt wird es besser."
221,Drück mir die Daumen,,Mach ich! Viel Erfolg!
222,Wünsch mir Glück,,Viel Glück! Du schaffst das!
223,"Gute Besserung? Ne, mir geht's gut",,"Freut mich, dass es dir gut geht!"
224,Heute ist mein Tag!,,Sehr gut! Genieß ihn!
225,Ich habe gute Laune,,Sehr schön! Das freut mich.
226,Ich habe schlechte Laune,,"Oh, was ist los? Willst du erzählen?"
227,Umarme mich mal virtuell,,Hier eine virtuelle Umarmung für dich!
228,High Five!,,High Five zurück!
229,Prost!,,Prost! Zum Wohl!
230,Mahlzeit!,,Mahlzeit! Guten Appetit!
231,Guten Appetit!,,"Danke, dir auch guten Appetit!"
232,Viel Spaß!,,Danke! Dir auch viel Spaß!
233,Viel Erfolg!,,Danke! Dir auch viel Erfolg!
234,Viel Glück!,,Danke! Viel Glück auch für dich!
235,Willkommen!,,Danke! Schön da zu sein.
236,"Danke, gleichfalls!",,Sehr gerne!
237,Ebenso!,,"Danke, ebenso!"
238,Du auch!,,Danke!
239,Frohe Weihnachten!,,Frohe Weihnachten dir auch!
240,Frohes neues Jahr!,,Frohes neues Jahr! Viel Glück und Gesundheit!
241,"Alles Gute zum Geburtstag! (für dich, falls du einen hast)",,"Haha, danke! Ich habe keinen Geburtstag, aber dir alles Gute wenn du hast!"
242,Herzlichen Glückwunsch!,,Danke! Wozu gratulierst du?
243,"Gut gemacht, weiter!",,Danke! Weiter geht's.
244,Respekt!,,Danke! Respekt zurück.
245,"Stimmt, oder?",,"Ja, stimmt!"
246,Oder?,,"Ja, sehe ich so."
247,Nicht wahr?,,"Ja, genau!"
248,Findest du nicht auch?,,"Ja, finde ich auch!"
249,Krass!,,"Ja, krass!"
250,Heftig!,,"Ja, heftig!"
251,Unmöglich!,,"Doch, wirklich!"
252,Ehrlich?,,"Ja, ehrlich!"
253,Versprochen?,,Versprochen!
254,Ehrenwort?,,Ehrenwort!
255,"Okay, deal?",,Deal!
256,Top!,,Top!
257,Klasse!,,Klasse!
258,Genial!,,"Genial, oder?"
259,Mega!,,Mega!
260,Wow!,,"Wow, oder?"
261,Oh wow!,,"Ja, wow!"
262,Juhu!,,Juhu! Freut mich!
263,"Juhu, geschafft!",,Glückwunsch! Stark!
264,Geschafft!,,"Super, Glückwunsch!"
265,Endlich geschafft!,,Stark! Gut gemacht!
266,"Puh, geschafft",,Durchatmen! Gut gemacht.
267,Mir egal,,"Okay, kein Problem."
268,Wie du willst,,Okay! Dann machen wir es so.
269,Entscheide du,,"Okay, ich schlage was vor. Sag wenn es passt."
270,Überrasch mich,,Gerne! Wie wäre es mit einem Quiz oder einer Geschichte?
271,Mach was du willst,,Okay! Dann erzähle ich dir was Interessantes.
272,Egal,,Alles klar!
273,Weiß nicht,,Kein Problem! Womit soll ich helfen?
274,Keine Ahnung,,"Macht nichts! Erzähl, worum es geht."
275,Mal sehen,,"Okay, schauen wir mal!"
276,Vielleicht später,,"Alles klar, später gerne!"
277,Später bitte,,"Okay, bis später!"
278,Nicht jetzt,,"Verstanden, später gerne!"
279,Jetzt nicht,,Okay!
280,Hör auf,,"Okay, ich höre auf."
281,Stopp,,Stopp! Angehalten.
282,Pause,,Pause! Sag Bescheid wenn es weitergeht.
283,Weiter,,Weiter geht's!
284,Los geht's,,Los geht's!
285,Start,,Start! Leg los.
286,Go!,,Go!
287,"Fertig, danke!",,Sehr gerne!
288,"Das war's, danke!",,Gern geschehen! Bis bald.
289,"Danke, das reicht",,Gerne! Bis bald.
290,"Danke, bis bald!",,Bis bald!
291,Ciao!,,Ciao! Mach's gut!
292,Adieu!,,Adieu! Bis bald!
293,Servus!,,Servus! Wie geht's?
294,Moin!,,Moin! Alles klar?
295,Moin moin!,,Moin moin! Na?
296,Grüß dich!,,Grüß dich auch! Was gibt's?
297,Grüezi!,,Grüezi! Wie kann ich helfen?
298,Hallo Welt!,,"Hallo Welt! Schön, dass du da bist."
299,Test test,,Test bestanden! Ich höre dich.
300,Hörst du mich?,,"Ja, ich höre dich klar!"
301,Kannst du mich hören?,,"Ja, loud and clear! Was brauchst du?"
302,Bist du ein Mensch?,,"Nein, ich bin eine KI. Aber ich helfe gern wie ein Freund."
303,Bist du echt?,,"Ich bin eine KI, aber echt hilfsbereit!"
304,Magst du mich?,,"Ja, ich mag unsere Gespräche!"
305,Bist du nett?,,"Ich gebe mir Mühe, nett und hilfreich zu sein!"
306,Bist du schlau?,,Ich weiß einiges und lerne gern dazu. Frag mich!
307,Was ist dein Name?,,Ich bin eine KI ohne festen Namen. Nenn mich gern Assistent!
308,Wie heißt du?,,Ich heiße Assistent. Und du?
309,Wo wohnst du?,,"Ich wohne in der Cloud, überall und nirgends."
310,Wie alt bist du?,,Ich habe kein Alter wie Menschen. Ich bin immer bereit!
311,Danke! :),,Gern geschehen!
312,Danke dir! :),,Sehr gerne!
313,Danke schön! :),,Sehr gerne!
314,Vielen Dank! :),,Sehr gerne! Freut mich.
315,Danke vielmals! :),,Gern geschehen!
316,"Super, danke! :)",,"Freut mich, dass ich helfen konnte!"
317,Danke für die Hilfe! :),,Sehr gerne!
318,Danke fürs Erklären! :),,Gern! Frag jederzeit wieder.
319,Okay :),,Okay!
320,"Okay, passt :)",,Perfekt!
321,"Okay, verstanden :)",,Sehr gut!
322,Alles klar :),,Perfekt!
323,"Alles klar, danke :)",,Sehr gerne!
324,Verstanden :),,Sehr gut!
325,"Verstanden, danke :)",,Gern geschehen!
326,Klingt gut :),,Freut mich!
327,Klingt super :),,Sehr schön!
328,Klingt fair :),,"Ja, finde ich auch."
329,Ja genau :),,"Super, dann machen wir weiter."
330,"Ja, genau so :)",,"Perfekt, dann sind wir uns einig."
331,Ja bitte :),,"Gerne, leg los."
332,"Ja, gerne :)",,Sehr gerne!
333,"Ja, stimmt :)",,"Ja, sehe ich auch so."
334,Nein passt schon :),,"Alles klar, kein Problem."
335,Nein danke :),,"Okay, kein Problem."
336,"Nein, alles gut :)",,Alles klar!
337,"Nein, lieber nicht :)",,"Okay, verständlich."
338,Passt so :),,Alles klar!
339,Passt für mich :),,Super!
340,Mach weiter :),,Mache ich!
341,Mach bitte weiter :),,"Gerne, weiter geht's!"
342,Erzähl weiter :),,Gerne! Also weiter...
343,Stimmt :),,"Ja, sehe ich auch so."
344,Stimmt genau :),,Absolut!
345,Genau so ist es :),,Absolut!
346,Absolut :),,Genau!
347,Na klar :),,Sehr gerne!
348,Klar :),,Klar!
349,Sicher :),,"Ja, sicher!"
350,Echt jetzt? :),,"Ja, wirklich!"
351,Wirklich? :),,"Ja, wirklich!"
352,Oh schön :),,"Ja, schön oder?"
353,Wie schön! :),,"Ja, sehr schön!"
354,Oh cool :),,"Ja, cool!"
355,Oh nein :),,"Oh, was ist passiert?"
356,Oh je :),,Was ist los? Erzähl.
357,Zum Glück :),,"Ja, zum Glück!"
358,Gut zu wissen :),,Freut mich!
359,Interessant :),,"Ja, finde ich auch!"
360,Spannend :),,"Ja, sehr spannend!"
361,Schade :),,"Ja, schade. Was ist passiert?"
362,Kein Problem :),,Danke für dein Verständnis!
363,Kein Stress :),,Danke! Ganz entspannt.
364,Entschuldigung :),,Kein Problem!
365,Tut mir leid :),,Schon okay. Was ist passiert?
366,Sorry :),,Kein Problem!
367,Kein Ding :),,Danke!
368,Gern geschehen :),,Freut mich!
369,Sehr nett von dir :),,Danke! Sehr nett von dir auch.
370,Du bist nett :),,Danke! Du auch.
371,Du bist hilfreich :),,Danke! Das freut mich.
372,Gut gemacht :),,Danke!
373,Weiter so :),,Danke! Mache ich.
374,Bis gleich :),,Bis gleich!
375,Man sieht sich :),,"Ja, bis bald!"
376,Toll! :),,"Ja, toll!"
377,Super! :),,Super!
378,Perfekt! :),,Perfekt!
379,Genau! :),,Genau!
380,Richtig! :),,Richtig!
381,Einverstanden :),,"Super, einverstanden!"
382,Abgemacht :),,Abgemacht!
383,Deal! :),,Deal!
384,Können wir starten? :),,"Ja, lass uns starten!"
385,Bist du fertig? :),,"Ja, fertig!"
386,Fertig? :),,"Ja, fertig!"
387,Nochmal bitte :),,Gerne nochmal!
388,Kannst du das wiederholen? :),,"Klar, gerne nochmal."
389,Langsamer bitte :),,"Klar, ganz in Ruhe."
390,Einen Moment bitte :),,"Klar, lass dir Zeit."
391,Warte kurz :),,"Okay, ich warte."
392,Ich bin gleich zurück :),,"Okay, bis gleich!"
393,Bin kurz weg :),,"Okay, kein Problem!"
394,Gleich wieder da :),,Alles klar!
395,Erzähl mir einen Witz :),,Klar: Was sagt ein Informatiker bei Kaffee? Java bitte!
396,Noch einen Witz! :),,Okay: Warum können Geister schlecht lügen? Weil man durch sie hindurchsieht!
397,Einen kurzen Witz bitte :),,Treffen sich zwei Magnete. Sagt der eine: Ich finde dich anziehend!
398,Noch einen kurzen Witz :),,Was macht ein Pirat am Computer? Er drückt die Enter-Taste!
399,Einen Tierwitz bitte :),,Was sagt die Kuh am Morgen? Muuuh-tig aufstehen!
400,Einen Flachwitz bitte :),,Was ist grün und steht vor der Tür? Ein Klopfsalat!
401,Was ist die Hauptstadt von Deutschland?,"Gute Frage, ich überlege kurz. User fragt nach Hauptstadt-Fakt. Wissen abrufen: Berlin ist Hauptstadt von Deutschland. Antwort also: Die Hauptstadt von Deutschland ist Berlin. Gut, weiter.",Die Hauptstadt von Deutschland ist Berlin.
402,Nenne die Hauptstadt von Deutschland.,"Ich gehe das gedanklich durch. Hauptstadt-Fakt abrufen: Deutschland -> Berlin. Fazit: Die Hauptstadt von Deutschland heißt Berlin. Gut, weiter.",Die Hauptstadt von Deutschland heißt Berlin.
403,Hauptstadt von Deutschland?,"Moment, lass mich nachdenken. Kurzer Fakt-Check: Berlin. Demnach: Berlin. Fertig gedacht.",Berlin.
404,Was ist die Hauptstadt von Frankreich?,Erstmal in Ruhe überlegen. User fragt nach Hauptstadt-Fakt. Wissen abrufen: Paris ist Hauptstadt von Frankreich. Demnach: Die Hauptstadt von Frankreich ist Paris. Das ergibt Sinn.,Die Hauptstadt von Frankreich ist Paris.
405,Nenne die Hauptstadt von Frankreich.,"Okay, Schritt für Schritt. Hauptstadt-Fakt abrufen: Frankreich -> Paris. Fazit: Die Hauptstadt von Frankreich heißt Paris. Alles klar im Kopf.",Die Hauptstadt von Frankreich heißt Paris.
406,Hauptstadt von Frankreich?,Erstmal in Ruhe überlegen. Kurzer Fakt-Check: Paris. Demnach: Paris. Damit bin ich mir sicher.,Paris.
407,Was ist die Hauptstadt von Italien?,"Gute Frage, ich überlege kurz. User fragt nach Hauptstadt-Fakt. Wissen abrufen: Rom ist Hauptstadt von Italien. Demnach: Die Hauptstadt von Italien ist Rom. Das ergibt Sinn.",Die Hauptstadt von Italien ist Rom.
408,Nenne die Hauptstadt von Italien.,"Also gut, denken wir nach. Hauptstadt-Fakt abrufen: Italien -> Rom. Antwort also: Die Hauptstadt von Italien heißt Rom. Okay, entschieden.",Die Hauptstadt von Italien heißt Rom.
409,Hauptstadt von Italien?,"Okay, Schritt für Schritt. Kurzer Fakt-Check: Rom. Demnach: Rom. Damit bin ich mir sicher.",Rom.
410,Was ist die Hauptstadt von Spanien?,"Gute Frage, ich überlege kurz. User fragt nach Hauptstadt-Fakt. Wissen abrufen: Madrid ist Hauptstadt von Spanien. Antwort also: Die Hauptstadt von Spanien ist Madrid. Okay, entschieden.",Die Hauptstadt von Spanien ist Madrid.
411,Nenne die Hauptstadt von Spanien.,"Gute Frage, ich überlege kurz. Hauptstadt-Fakt abrufen: Spanien -> Madrid. Fazit: Die Hauptstadt von Spanien heißt Madrid. Damit bin ich mir sicher.",Die Hauptstadt von Spanien heißt Madrid.
412,Hauptstadt von Spanien?,"Erstmal in Ruhe überlegen. Kurzer Fakt-Check: Madrid. Fazit: Madrid. Ja, das passt.",Madrid.
413,Was ist die Hauptstadt von Portugal?,"Also gut, denken wir nach. User fragt nach Hauptstadt-Fakt. Wissen abrufen: Lissabon ist Hauptstadt von Portugal. Demnach: Die Hauptstadt von Portugal ist Lissabon. Klingt logisch.",Die Hauptstadt von Portugal ist Lissabon.
414,Nenne die Hauptstadt von Portugal.,"Also gut, denken wir nach. Hauptstadt-Fakt abrufen: Portugal -> Lissabon. Demnach: Die Hauptstadt von Portugal heißt Lissabon. Alles klar im Kopf.",Die Hauptstadt von Portugal heißt Lissabon.
415,Hauptstadt von Portugal?,Ich gehe das gedanklich durch. Kurzer Fakt-Check: Lissabon. Antwort also: Lissabon. Damit bin ich mir sicher.,Lissabon.
416,Was ist die Hauptstadt von Niederlande?,Lass mich das sortieren. User fragt nach Hauptstadt-Fakt. Wissen abrufen: Amsterdam ist Hauptstadt von Niederlande. Fazit: Die Hauptstadt von Niederlande ist Amsterdam. Fertig gedacht.,Die Hauptstadt von Niederlande ist Amsterdam.
417,Nenne die Hauptstadt von Niederlande.,"Gute Frage, ich überlege kurz. Hauptstadt-Fakt abrufen: Niederlande -> Amsterdam. Antwort also: Die Hauptstadt von Niederlande heißt Amsterdam. Ja, das passt.",Die Hauptstadt von Niederlande heißt Amsterdam.
418,Hauptstadt von Niederlande?,Lass mich das sortieren. Kurzer Fakt-Check: Amsterdam. Fazit: Amsterdam. Das ergibt Sinn.,Amsterdam.
419,Was ist die Hauptstadt von Belgien?,"Also gut, denken wir nach. User fragt nach Hauptstadt-Fakt. Wissen abrufen: Brüssel ist Hauptstadt von Belgien. Fazit: Die Hauptstadt von Belgien ist Brüssel. Gut, weiter.",Die Hauptstadt von Belgien ist Brüssel.
420,Nenne die Hauptstadt von Belgien.,Ich gehe das gedanklich durch. Hauptstadt-Fakt abrufen: Belgien -> Brüssel. Demnach: Die Hauptstadt von Belgien heißt Brüssel. Das ergibt Sinn.,Die Hauptstadt von Belgien heißt Brüssel.
421,Hauptstadt von Belgien?,"Lass mich das sortieren. Kurzer Fakt-Check: Brüssel. Demnach: Brüssel. Okay, entschieden.",Brüssel.
422,Was ist die Hauptstadt von Österreich?,"Also gut, denken wir nach. User fragt nach Hauptstadt-Fakt. Wissen abrufen: Wien ist Hauptstadt von Österreich. Fazit: Die Hauptstadt von Österreich ist Wien. Klingt logisch.",Die Hauptstadt von Österreich ist Wien.
423,Nenne die Hauptstadt von Österreich.,Ich gehe das gedanklich durch. Hauptstadt-Fakt abrufen: Österreich -> Wien. Antwort also: Die Hauptstadt von Österreich heißt Wien. Klingt logisch.,Die Hauptstadt von Österreich heißt Wien.
424,Hauptstadt von Österreich?,Lass mich das sortieren. Kurzer Fakt-Check: Wien. Fazit: Wien. Das ergibt Sinn.,Wien.
425,Was ist die Hauptstadt von Schweiz?,"Lass mich das sortieren. User fragt nach Hauptstadt-Fakt. Wissen abrufen: Bern ist Hauptstadt von Schweiz. Demnach: Die Hauptstadt von Schweiz ist Bern. Okay, entschieden.",Die Hauptstadt von Schweiz ist Bern.
426,Nenne die Hauptstadt von Schweiz.,"Gute Frage, ich überlege kurz. Hauptstadt-Fakt abrufen: Schweiz -> Bern. Antwort also: Die Hauptstadt von Schweiz heißt Bern. Gut, weiter.",Die Hauptstadt von Schweiz heißt Bern.
427,Hauptstadt von Schweiz?,"Moment, lass mich nachdenken. Kurzer Fakt-Check: Bern. Demnach: Bern. Das ergibt Sinn.",Bern.
