id,text
89,"Леонардо да Винчи - итальянский художник и изобретатель, известен Моной Лизой."
90,Мария Кюри изучала радиоактивность и получила две Нобелевские премии.
91,"Французская революция с 1789 года свергла монархию под свободой, равенством, братством."
92,"Права человека - основные права каждого, как жизнь, свобода и равенство."
93,Инфляция - рост цен и потеря ценности денег.
94,Индустриализация - переход к машинам и фабрикам с XVIII века.
95,"Основы - ARPANET в 1969 году, Web с 1989 года."
96,Автомобиль изобрёл Карл Бенц в 1886 году.
97,Первый моторный полёт совершили братья Райт в 1903 году.
98,В Бундестаг с 18 лет. На выборах ЕС в Германии с 16 лет.
99,"Избиратели голосуют, голоса считают и мандаты делят по результату."
100,В диктатуре один человек или группа правит без свободных выборов; в демократии власть от народа.
101,"Устойчивость - жить так, чтобы будущим поколениям тоже хватило ресурсов."
102,"Травля - повторяющиеся издевательства. Поговори с близкими, сохраняй доказательства, ищи помощь."
103,Мир - жизнь вместе без войны и насилия.
104,Свобода - жить свободно не вредя другим.
105,Справедливость - честное и равное отношение к каждому.
106,Небо голубое из-за рассеяния Рэлея: синий свет рассеивается сильнее красного.
107,"Дождь образуется испарением: вода поднимается, остывает, образует облака и падает каплями."
108,"Фотосинтез делает сахар и кислород из света, воды и CO2."
109,Погода - состояние на короткое время; климат - среднее примерно за 30 лет.
110,"Холодильник качает тепло изнутри наружу хладагентом: испаряется внутри, забирает тепло, отдаёт снаружи."
111,"Электричество - просто направленное движение зарядов, обычно электронов в проводе."
112,"Вода - H2O, соединение водорода и кислорода."
113,"Вирус - крошечный возбудитель, который не размножается без клетки-хозяина."
114,"Искусственный интеллект - программы, которые учатся на данных, узнают шаблоны и решают задачи."
115,"Браузер - программа для открытия сайтов, напр. Chrome, Firefox, Edge или Safari."
116,"Приложение - программа, обычно для телефонов, напр. сообщения, фото или игры."
117,"Вода держит кровообращение и фокус, помогает почкам и коже, предотвращает головную боль."
118,"Около 2 минут, два раза в день."
119,"Гравитация - притяжение масс. Земля притягивает всё вниз, поэтому вещи падают."
120,"Воздух - смесь газов, в основном азот и кислород."
121,Сердце качает кровь по всему телу.
122,Лёгкие берут кислород и отдают углекислый газ.
123,"Сон помогает восстановлению, памяти и иммунитету."
124,"Температура - повышенная температура тела, часто защита от инфекций."
125,"Надёжный пароль длинный, уникальный для сервиса и хранится в менеджере."
126,Wi-Fi - беспроводная локальная сеть для интернета без кабелей.
127,"Облако - серверы в интернете, где хранишь данные и пользуешься услугами."
128,GPS находит позицию по сигналам спутников и времени пути.
129,"День и ночь есть потому, что Земля вращается. Солнечная сторона - день, другая - ночь."
130,Времена года из-за наклона оси: каждое полушарие наклоняется к солнцу по очереди.
131,"Луна светит потому, что отражает свет солнца."
132,"Солнце - звезда из горячего газа, даёт свет и тепло."
133,"В нашей системе 8 планет: Меркурий, Венера, Земля, Марс, Юпитер, Сатурн, Уран, Нептун."
134,"Атом - мельчайшая единица вещества, из ядра и электронов."
135,"Переработка собирает отходы, чтобы делать новые товары."
136,Парниковый эффект держит тепло. Слишком много газов греет климат.
137,"Пчёлы опыляют растения, сохраняя урожаи и разнообразие."
138,"Листья зелёные из-за хлорофилла, пигмента фотосинтеза."
139,"Млекопитающие имеют шерсть, рождают живых детёнышей и кормят молоком."
140,Батарейка превращает химическую энергию в электрическую.
141,Солнечные ячейки превращают свет прямо в ток.
142,"Вирус - вредная программа, распространяется и вредит. Защита обновлениями и осторожностью."
143,"Пластик почти не гниёт, мусорит природу и моря, становится микропластиком."
144,"Землетрясение бывает, когда плиты резко движутся и выпускают энергию."
145,Мёд делают пчёлы из цветочного нектара.
146,25 умножить на 4 будет 100.
147,12 процентов от 200 будет 24.
148,Прибудет в 16:45.
149,Осталось 2 яблока.
150,Ты спишь 8 часов.
151,Каждому по 25 евро.
152,2 часа - 120 минут.
153,"В году 365 дней, в високосном 366."
154,В минуте 60 секунд.
155,17 плюс 13 будет 30.
156,75 минус 22 будет 53.
157,9 умножить на 5 будет 45.
158,64 разделить на 8 будет 8.
159,25 процентов от 400 будет 100.
160,50 плюс 21 будет 71.
161,65 минус 30 будет 35.
162,9 умножить на 12 будет 108.
163,84 разделить на 12 будет 7.
164,20 процентов от 200 будет 40.
165,36 плюс 26 будет 62.
166,58 минус 6 будет 52.
167,2 умножить на 6 будет 12.
168,70 разделить на 7 будет 10.
169,25 процентов от 100 будет 25.
170,35 плюс 13 будет 48.
171,99 минус 35 будет 64.
172,10 умножить на 8 будет 80.
173,88 разделить на 11 будет 8.
174,15 процентов от 100 будет 15.
175,25 плюс 5 будет 30.
176,24 минус 13 будет 11.
177,4 умножить на 5 будет 20.
178,6 разделить на 3 будет 2.
179,15 процентов от 400 будет 60.
180,30 плюс 7 будет 37.
181,53 минус 22 будет 31.
182,6 умножить на 10 будет 60.
183,36 разделить на 12 будет 3.
184,40 плюс 17 будет 57.
185,67 минус 7 будет 60.
186,5 умножить на 4 будет 20.
187,60 разделить на 10 будет 6.
188,5 процентов от 200 будет 10.
189,21 плюс 28 будет 49.
190,59 минус 32 будет 27.
191,10 умножить на 4 будет 40.
192,190 разделить на 10 будет 19.
193,15 процентов от 300 будет 45.
194,48 плюс 30 будет 78.
195,90 минус 50 будет 40.
196,114 разделить на 6 будет 19.
197,50 процентов от 400 будет 200.
198,27 плюс 10 будет 37.
199,54 минус 35 будет 19.
200,7 умножить на 5 будет 35.
201,33 разделить на 3 будет 11.
202,41 плюс 15 будет 56.
203,22 минус 3 будет 19.
204,2 умножить на 12 будет 24.
205,180 разделить на 9 будет 20.
206,5 процентов от 1000 будет 50.
207,21 плюс 44 будет 65.
208,90 минус 10 будет 80.
209,5 умножить на 10 будет 50.
210,35 разделить на 7 будет 5.
211,15 процентов от 200 будет 30.
212,52 плюс 42 будет 94.
213,38 минус 7 будет 31.
214,8 умножить на 3 будет 24.
215,136 разделить на 8 будет 17.
216,5 процентов от 400 будет 20.
217,26 плюс 23 будет 49.
218,41 минус 33 будет 8.
219,6 умножить на 5 будет 30.
220,56 разделить на 4 будет 14.
221,10 процентов от 400 будет 40.
222,51 плюс 12 будет 63.
223,49 минус 44 будет 5.
224,36 разделить на 3 будет 12.
225,32 плюс 39 будет 71.
226,37 минус 21 будет 16.
227,2 умножить на 8 будет 16.
228,39 разделить на 3 будет 13.
229,19 плюс 5 будет 24.
230,53 минус 33 будет 20.
231,11 умножить на 6 будет 66.
232,108 разделить на 9 будет 12.
233,3 плюс 4 будет 7.
234,49 минус 22 будет 27.
235,7 умножить на 11 будет 77.
236,60 разделить на 6 будет 10.
237,50 процентов от 200 будет 100.
238,43 плюс 32 будет 75.
239,54 минус 41 будет 13.
240,7 умножить на 7 будет 49.
241,40 разделить на 2 будет 20.
242,51 плюс 6 будет 57.
243,85 минус 8 будет 77.
244,11 умножить на 10 будет 110.
245,120 разделить на 8 будет 15.
246,5 процентов от 300 будет 15.
247,6 плюс 55 будет 61.
248,64 минус 58 будет 6.
249,9 умножить на 8 будет 72.
250,24 разделить на 8 будет 3.
251,10 процентов от 1000 будет 100.
252,34 плюс 19 будет 53.
253,44 минус 33 будет 11.
254,7 умножить на 9 будет 63.
255,12 разделить на 2 будет 6.
256,25 процентов от 200 будет 50.
257,19 плюс 16 будет 35.
258,38 минус 16 будет 22.
259,38 разделить на 2 будет 19.
260,Кончится в 21:45.
261,Встреча в 12:30.
262,Длится 5 часов 15 минут.
263,Закончишь в 19:30.
264,Лучше короткими ежедневными занятиями с карточками и активным использованием в фразах плюс повторение.
265,"Составь бюджет, проверь подписки, готовь чаще, сравнивай цены и откладывай сначала фиксированную сумму."
266,"Сделай пасту с простым соусом: приправь, свари, полей пасту, посыпь сыром."
267,"Возьми: паспорт, билет, деньги, телефон плюс зарядку, лекарства, гигиену и смену в ручную кладь."
268,"Назови ошибку, возьми ответственность, покажи сожаление и предложи исправить, коротко и честно."
269,"Определи дорогу и отель, выбери 2-3 места в день, оставь запасы и дневной бюджет."
270,"Да, возьми. При 80 процентах дождь очень вероятен."
271,"У обоих плюсы: бумага без отвлечений и хороша для памяти, телефон с поиском и всегда с тобой."
272,"Сначала собери мусор, потом стирку, разложи всё и протри в конце."
273,"Скручивай одежду вместо складывания, тяжёлое вниз, заполни носками."
274,"Промой рис, вскипяти с двойной водой, вари около 10-12 минут."
275,"Посоли много воды, вскипяти, вари пасту 8-10 минут, слей."
276,"Смешай муку, молоко, яйцо и щепотку соли, жарь тонко до румяности."
277,"Включи свет, выпей воды, подвигайся немного и проветрись."
278,"Спи темно и прохладно, убери телефон, держи режим."
279,"Раздели на блоки, опрашивай себя активно, делай паузы, повтори на следующий день."
280,Напиши короткое письмо плюс резюме таблицей и нужные дипломы.
281,"Определи бюджет, ищи на сайтах, подготовь документы, смотри с вопросами."
282,"Тест пальцем: поливай только если сверху сухо, избегай залива."
283,"Выбери 3 приоритета, планируй блоки с паузами, убери отвлечения."
284,"Начни 2 раза в неделю прогулки или лёгкое, расти медленно."
285,"Держи бутылку готовой, пей стакан с каждым приёмом пищи, ставь напоминания."
286,"Например овсянка с фруктами и йогуртом, или цельнозерновой хлеб с яйцом."
287,"Короткие паузы, движение, достаточно сна и разговор помогают."
288,"Отмени заранее, назови короткую причину, предложи новую дату."
289,"Проси конкретно: что, к когда, почему. Например: Поможешь сегодня нести? Спасибо!"
290,"Говори нет коротко и дружелюбно, предложи альтернативу если можешь."
291,"Поставь цель, копи каждый месяц автоматически, добавляй дополнительно."
292,"Будь гибким с датами, сравнивай сайты, бронируй рано."
293,"Скачай офлайн-карты, иди по знакам, спрашивай людей."
294,"Собаки требуют прогулок и воспитания, кошки независимее. Выбирай по времени и месту."
295,"Поезд отдых и часто зеленее, авто гибкое с багажом. В пробках побеждает поезд."
296,"Возьми яблоко ради витаминов и сытости, шоколад как исключение."
297,"ПК дают больше мощности за цену, ноутбуки мобильны. Для макс. выбери ПК."
298,"Города дают работу и близость, село покой и место. Выбирай по работе и стилю."
299,"Сон важнее, потому что закрепляет учёбу. Учись раньше, спи достаточно."
300,Оставь если хватает. Покупай новый только при поломке или реальной нужде.
301,"Фейковые новости выдуманы. Проверь источник, дату и другие медиа."
302,"Факт проверяем и можно проверить, мнение - личный взгляд."
303,"В хорошую погоду бери велик (около 20 мин, здорово), в дождь автобус."
304,Вода лучше утоляет жажду и без сахара. Сок только разбавленный.
305,"Выпей сначала воды, кофе потом умеренно."
306,"Арендуй если остаёшься гибким; если надолго и можешь платить, проверь покупку со всеми расходами."
307,Выбирай по делам и сну: достаточно сна и ровный ритм важны.
308,"Нет, планируй отдых. 3-4 раза в неделю обычно хватает, каждый день только лёгкое."
309,Нет. Отдыхай и иди к врачу при высокой или долгой температуре.
310,"Перечисли критерии, оцени, проверь расходы и чутьё, реши со сроком."
311,"Копи 100 евро в месяц автоматически, напр. поручением после зарплаты."
312,"Нужда жизненна, желание - стремление сверх."
313,"Время ограничено и не вернётся, деньги можно заработать снова. Важен баланс."
314,"Не думаю при приветствиях, спасибо и болтовне. Думаю при фактах, подсчётах, объяснениях, сравнениях и решениях, и тогда показываю думанье."
315,терпимость коротко: Терпимость принимает другие мнения и образы жизни.
316,терпение коротко: Терпение спокойно ждёт и продолжает.
317,смелость коротко: Смелость делает добро несмотря на страх.
318,дисциплина коротко: Дисциплина продолжает даже без желания.
319,креативность коротко: Креативность находит новые идеи и решения.
320,командная работа коротко: Командная работа идёт вместе к цели.
321,ответственность коротко: Ответственность отвечает за поступки и последствия.
322,доверие коротко: Доверие позволяет полагаться на других.
323,вежливость коротко: Вежливость уважительна и добра.
324,пунктуальность коротко: Пунктуальность держит договорённое время.
325,надёжность коротко: Надёжность держит обещания.
326,здоровье коротко: Здоровье - телесное и душевное благополучие.
327,счастье коротко: Счастье - довольство и радостные моменты.
328,успех коротко: Успех достигает поставленных целей.
329,учёба коротко: Учёба получает знания и навыки.
330,знание коротко: Знание - понятая информация о мире.
331,опыт коротко: Опыт - знание из пережитого.
332,юмор коротко: Юмор умеет смеяться над смешным.
333,любовь коротко: Любовь - глубокая привязанность и забота.
334,Факт: Столица Германия - Берлин.
335,А ты знал? Столица Германия - Берлин.
336,Запомни: Столица Германия - Берлин.
337,Коротко: Столица Германия - Берлин.
338,Полезно знать: Столица Германия - Берлин.
339,Точно: Столица Германия - Берлин.
340,Факт: Столица Германия называется Берлин.
341,А ты знал? Столица Германия называется Берлин.
342,Запомни: Столица Германия называется Берлин.
343,Коротко: Столица Германия называется Берлин.
344,Полезно знать: Столица Германия называется Берлин.
345,Точно: Столица Германия называется Берлин.
346,Факт: Столица Франция - Париж.
347,А ты знал? Столица Франция - Париж.
348,Запомни: Столица Франция - Париж.
349,Коротко: Столица Франция - Париж.
350,Полезно знать: Столица Франция - Париж.
351,Точно: Столица Франция - Париж.
352,Факт: Столица Франция называется Париж.
353,А ты знал? Столица Франция называется Париж.
354,Запомни: Столица Франция называется Париж.
355,Коротко: Столица Франция называется Париж.
356,Полезно знать: Столица Франция называется Париж.
357,Точно: Столица Франция называется Париж.
358,Факт: Столица Италия - Рим.
359,А ты знал? Столица Италия - Рим.
360,Запомни: Столица Италия - Рим.
361,Коротко: Столица Италия - Рим.
362,Полезно знать: Столица Италия - Рим.
363,Точно: Столица Италия - Рим.
364,Факт: Столица Италия называется Рим.
365,А ты знал? Столица Италия называется Рим.
366,Запомни: Столица Италия называется Рим.
367,Коротко: Столица Италия называется Рим.
368,Полезно знать: Столица Италия называется Рим.
369,Точно: Столица Италия называется Рим.
370,Факт: Столица Испания - Мадрид.
371,А ты знал? Столица Испания - Мадрид.
372,Запомни: Столица Испания - Мадрид.
373,Коротко: Столица Испания - Мадрид.
374,Полезно знать: Столица Испания - Мадрид.
375,Точно: Столица Испания - Мадрид.
376,Факт: Столица Испания называется Мадрид.
377,А ты знал? Столица Испания называется Мадрид.
378,Запомни: Столица Испания называется Мадрид.
379,Коротко: Столица Испания называется Мадрид.
380,Полезно знать: Столица Испания называется Мадрид.
381,Точно: Столица Испания называется Мадрид.
382,Факт: Столица Португалия - Лиссабон.
383,А ты знал? Столица Португалия - Лиссабон.
384,Запомни: Столица Португалия - Лиссабон.
385,Коротко: Столица Португалия - Лиссабон.
386,Полезно знать: Столица Португалия - Лиссабон.
387,Точно: Столица Португалия - Лиссабон.
388,Факт: Столица Португалия называется Лиссабон.
389,А ты знал? Столица Португалия называется Лиссабон.
390,Запомни: Столица Португалия называется Лиссабон.
391,Коротко: Столица Португалия называется Лиссабон.
392,Полезно знать: Столица Португалия называется Лиссабон.
393,Точно: Столица Португалия называется Лиссабон.
394,Факт: Столица Нидерланды - Амстердам.
395,А ты знал? Столица Нидерланды - Амстердам.
396,Запомни: Столица Нидерланды - Амстердам.
397,Коротко: Столица Нидерланды - Амстердам.
398,Полезно знать: Столица Нидерланды - Амстердам.
399,Точно: Столица Нидерланды - Амстердам.
400,Факт: Столица Нидерланды называется Амстердам.
401,А ты знал? Столица Нидерланды называется Амстердам.
402,Запомни: Столица Нидерланды называется Амстердам.
403,Коротко: Столица Нидерланды называется Амстердам.
404,Полезно знать: Столица Нидерланды называется Амстердам.
405,Точно: Столица Нидерланды называется Амстердам.
406,Факт: Столица Бельгия - Брюссель.
407,А ты знал? Столица Бельгия - Брюссель.
408,Запомни: Столица Бельгия - Брюссель.
409,Коротко: Столица Бельгия - Брюссель.
410,Полезно знать: Столица Бельгия - Брюссель.
411,Точно: Столица Бельгия - Брюссель.
412,Факт: Столица Бельгия называется Брюссель.
413,А ты знал? Столица Бельгия называется Брюссель.
414,Запомни: Столица Бельгия называется Брюссель.
415,Коротко: Столица Бельгия называется Брюссель.
416,Полезно знать: Столица Бельгия называется Брюссель.
417,Точно: Столица Бельгия называется Брюссель.
418,Факт: Столица Австрия - Вена.
419,А ты знал? Столица Австрия - Вена.
420,Запомни: Столица Австрия - Вена.
421,Коротко: Столица Австрия - Вена.
422,Полезно знать: Столица Австрия - Вена.
423,Точно: Столица Австрия - Вена.
424,Факт: Столица Австрия называется Вена.
425,А ты знал? Столица Австрия называется Вена.
426,Запомни: Столица Австрия называется Вена.
427,Коротко: Столица Австрия называется Вена.
428,Полезно знать: Столица Австрия называется Вена.
429,Точно: Столица Австрия называется Вена.
430,Факт: Столица Швейцария - Берн.
431,А ты знал? Столица Швейцария - Берн.
432,Запомни: Столица Швейцария - Берн.
433,Коротко: Столица Швейцария - Берн.
434,Полезно знать: Столица Швейцария - Берн.
435,Точно: Столица Швейцария - Берн.
436,Факт: Столица Швейцария называется Берн.
437,А ты знал? Столица Швейцария называется Берн.
438,Запомни: Столица Швейцария называется Берн.
439,Коротко: Столица Швейцария называется Берн.
440,Полезно знать: Столица Швейцария называется Берн.
441,Точно: Столица Швейцария называется Берн.
442,Факт: Столица Польша - Варшава.
443,А ты знал? Столица Польша - Варшава.
444,Запомни: Столица Польша - Варшава.
445,Коротко: Столица Польша - Варшава.
446,Полезно знать: Столица Польша - Варшава.
447,Точно: Столица Польша - Варшава.
448,Факт: Столица Польша называется Варшава.
449,А ты знал? Столица Польша называется Варшава.
450,Запомни: Столица Польша называется Варшава.
451,Коротко: Столица Польша называется Варшава.
452,Полезно знать: Столица Польша называется Варшава.
453,Точно: Столица Польша называется Варшава.
454,Факт: Столица Чехия - Прага.
455,А ты знал? Столица Чехия - Прага.
456,Запомни: Столица Чехия - Прага.
457,Коротко: Столица Чехия - Прага.
458,Полезно знать: Столица Чехия - Прага.
459,Точно: Столица Чехия - Прага.
460,Факт: Столица Чехия называется Прага.
461,А ты знал? Столица Чехия называется Прага.
462,Запомни: Столица Чехия называется Прага.
463,Коротко: Столица Чехия называется Прага.
464,Полезно знать: Столица Чехия называется Прага.
465,Точно: Столица Чехия называется Прага.
466,Факт: Столица Венгрия - Будапешт.
467,А ты знал? Столица Венгрия - Будапешт.
468,Запомни: Столица Венгрия - Будапешт.
469,Коротко: Столица Венгрия - Будапешт.
470,Полезно знать: Столица Венгрия - Будапешт.
471,Точно: Столица Венгрия - Будапешт.
472,Факт: Столица Венгрия называется Будапешт.
473,А ты знал? Столица Венгрия называется Будапешт.
474,Запомни: Столица Венгрия называется Будапешт.
475,Коротко: Столица Венгрия называется Будапешт.
476,Полезно знать: Столица Венгрия называется Будапешт.
477,Точно: Столица Венгрия называется Будапешт.
478,Факт: Столица Греция - Афины.
479,А ты знал? Столица Греция - Афины.
480,Запомни: Столица Греция - Афины.
481,Коротко: Столица Греция - Афины.
482,Полезно знать: Столица Греция - Афины.
483,Точно: Столица Греция - Афины.
484,Факт: Столица Греция называется Афины.
485,А ты знал? Столица Греция называется Афины.
486,Запомни: Столица Греция называется Афины.
487,Коротко: Столица Греция называется Афины.
488,Полезно знать: Столица Греция называется Афины.
489,Точно: Столица Греция называется Афины.
490,Факт: Столица Турция - Анкара.
491,А ты знал? Столица Турция - Анкара.
492,Запомни: Столица Турция - Анкара.
493,Коротко: Столица Турция - Анкара.
494,Полезно знать: Столица Турция - Анкара.
495,Точно: Столица Турция - Анкара.
496,Факт: Столица Турция называется Анкара.
497,А ты знал? Столица Турция называется Анкара.
498,Запомни: Столица Турция называется Анкара.
499,Коротко: Столица Турция называется Анкара.
500,Полезно знать: Столица Турция называется Анкара.
501,Точно: Столица Турция называется Анкара.
502,Факт: Столица Норвегия - Осло.
503,А ты знал? Столица Норвегия - Осло.
504,Запомни: Столица Норвегия - Осло.
505,Коротко: Столица Норвегия - Осло.
506,Полезно знать: Столица Норвегия - Осло.
507,Точно: Столица Норвегия - Осло.
508,Факт: Столица Норвегия называется Осло.
509,А ты знал? Столица Норвегия называется Осло.
510,Запомни: Столица Норвегия называется Осло.
511,Коротко: Столица Норвегия называется Осло.
512,Полезно знать: Столица Норвегия называется Осло.
513,Точно: Столица Норвегия называется Осло.
514,Факт: Столица Швеция - Стокгольм.
515,А ты знал? Столица Швеция - Стокгольм.
516,Запомни: Столица Швеция - Стокгольм.
517,Коротко: Столица Швеция - Стокгольм.
518,Полезно знать: Столица Швеция - Стокгольм.
519,Точно: Столица Швеция - Стокгольм.
520,Факт: Столица Швеция называется Стокгольм.
521,А ты знал? Столица Швеция называется Стокгольм.
522,Запомни: Столица Швеция называется Стокгольм.
523,Коротко: Столица Швеция называется Стокгольм.
524,Полезно знать: Столица Швеция называется Стокгольм.
525,Точно: Столица Швеция называется Стокгольм.
526,Факт: Столица Финляндия - Хельсинки.
527,А ты знал? Столица Финляндия - Хельсинки.
528,Запомни: Столица Финляндия - Хельсинки.
529,Коротко: Столица Финляндия - Хельсинки.
530,Полезно знать: Столица Финляндия - Хельсинки.
531,Точно: Столица Финляндия - Хельсинки.
532,Факт: Столица Финляндия называется Хельсинки.
533,А ты знал? Столица Финляндия называется Хельсинки.
534,Запомни: Столица Финляндия называется Хельсинки.
535,Коротко: Столица Финляндия называется Хельсинки.
536,Полезно знать: Столица Финляндия называется Хельсинки.
537,Точно: Столица Финляндия называется Хельсинки.
538,Факт: Столица Дания - Копенгаген.
539,А ты знал? Столица Дания - Копенгаген.
540,Запомни: Столица Дания - Копенгаген.
541,Коротко: Столица Дания - Копенгаген.
542,Полезно знать: Столица Дания - Копенгаген.
543,Точно: Столица Дания - Копенгаген.
544,Факт: Столица Дания называется Копенгаген.
545,А ты знал? Столица Дания называется Копенгаген.
546,Запомни: Столица Дания называется Копенгаген.
547,Коротко: Столица Дания называется Копенгаген.
548,Полезно знать: Столица Дания называется Копенгаген.
549,Точно: Столица Дания называется Копенгаген.
550,Факт: Столица Великобритания - Лондон.
551,А ты знал? Столица Великобритания - Лондон.
552,Запомни: Столица Великобритания - Лондон.
553,Коротко: Столица Великобритания - Лондон.
554,Полезно знать: Столица Великобритания - Лондон.
555,Точно: Столица Великобритания - Лондон.
556,Факт: Столица Великобритания называется Лондон.
557,А ты знал? Столица Великобритания называется Лондон.
558,Запомни: Столица Великобритания называется Лондон.
559,Коротко: Столица Великобритания называется Лондон.
560,Полезно знать: Столица Великобритания называется Лондон.
561,Точно: Столица Великобритания называется Лондон.
562,Факт: Столица Ирландия - Дублин.
563,А ты знал? Столица Ирландия - Дублин.
564,Запомни: Столица Ирландия - Дублин.
565,Коротко: Столица Ирландия - Дублин.
566,Полезно знать: Столица Ирландия - Дублин.
567,Точно: Столица Ирландия - Дублин.
568,Факт: Столица Ирландия называется Дублин.
569,А ты знал? Столица Ирландия называется Дублин.
570,Запомни: Столица Ирландия называется Дублин.
571,Коротко: Столица Ирландия называется Дублин.
572,Полезно знать: Столица Ирландия называется Дублин.
573,Точно: Столица Ирландия называется Дублин.
574,Факт: Столица США - Вашингтон.
575,А ты знал? Столица США - Вашингтон.
576,Запомни: Столица США - Вашингтон.
577,Коротко: Столица США - Вашингтон.
578,Полезно знать: Столица США - Вашингтон.
579,Точно: Столица США - Вашингтон.
580,Факт: Столица США называется Вашингтон.
581,А ты знал? Столица США называется Вашингтон.
582,Запомни: Столица США называется Вашингтон.
583,Коротко: Столица США называется Вашингтон.
584,Полезно знать: Столица США называется Вашингтон.
585,Точно: Столица США называется Вашингтон.
586,Факт: Столица Канада - Оттава.
587,А ты знал? Столица Канада - Оттава.
588,Запомни: Столица Канада - Оттава.
589,Коротко: Столица Канада - Оттава.
590,Полезно знать: Столица Канада - Оттава.
591,Точно: Столица Канада - Оттава.
592,Факт: Столица Канада называется Оттава.
593,А ты знал? Столица Канада называется Оттава.
594,Запомни: Столица Канада называется Оттава.
595,Коротко: Столица Канада называется Оттава.
596,Полезно знать: Столица Канада называется Оттава.
597,Точно: Столица Канада называется Оттава.
598,Факт: Столица Мексика - Мехико.
599,А ты знал? Столица Мексика - Мехико.
600,Запомни: Столица Мексика - Мехико.
601,Коротко: Столица Мексика - Мехико.
602,Полезно знать: Столица Мексика - Мехико.
603,Точно: Столица Мексика - Мехико.
604,Факт: Столица Мексика называется Мехико.
605,А ты знал? Столица Мексика называется Мехико.
606,Запомни: Столица Мексика называется Мехико.
607,Коротко: Столица Мексика называется Мехико.
608,Полезно знать: Столица Мексика называется Мехико.
609,Точно: Столица Мексика называется Мехико.
610,Факт: Столица Бразилия - Бразилиа.
611,А ты знал? Столица Бразилия - Бразилиа.
612,Запомни: Столица Бразилия - Бразилиа.
613,Коротко: Столица Бразилия - Бразилиа.
614,Полезно знать: Столица Бразилия - Бразилиа.
615,Точно: Столица Бразилия - Бразилиа.
616,Факт: Столица Бразилия называется Бразилиа.
617,А ты знал? Столица Бразилия называется Бразилиа.
