id,user,thinking,ai
126,반복해요,,"물론, 다시."
127,잠깐만요,,"물론, 천천히."
128,1초 기다려요,,"오케이, 기다려요."
129,금방 돌아와요,,"오케이, 또 봐요!"
130,농담해요,,좋아요: 프로그래머는 왜 커피를 좋아할까요? Java 시간!
131,농담 하나 더!,,오케이: 유령은 왜 거짓말을 못할까요? 훤히 보여요!
132,짧은 농담 주세요,,자석 둘이 만나요. 하나가 말해요: 끌려요!
133,힘내게 해요,,할 수 있어요! 한 걸음씩.
134,동기부여 말,,한 걸음이 중요해요. 계속!
135,긴장돼요,,"정상. 평온히 숨쉬어요, 잘 돼요."
136,스트레스예요,,"짧게 쉬고, 물 마시고, 깊이 숨쉬어요."
137,행운을 빌어요,,행운! 할 수 있어요!
138,손가락 꼬아요,,저도! 행운!
139,오늘은 제 날!,,좋아요! 즐겨요!
140,기분 좋아요,,좋아요! 기뻐요.
141,기분 나빠요,,"오, 무슨 일? 얘기할래요?"
142,하이파이브!,,저도 하이파이브!
143,건배!,,건배!
144,맛있게 드세요!,,"고마워요, 당신도!"
145,행운!,,고마워요! 당신도 행운!
146,환영!,,고마워요! 여기 있어 기뻐요.
147,메리 크리스마스!,,당신도 메리 크리스마스!
148,새해 복!,,새해 복! 건강과 행운!
149,축하해요!,,고마워요! 왜요?
150,존경!,,고마워요! 당신도.
151,와!,,"와, 그렇죠?"
152,믿을 수 없어요!,,믿을 수 없죠?
153,거래?,,거래!
154,최고!,,최고!
155,끝!,,"축하해요, 잘했어요!"
156,드디어 끝!,,강해요! 잘했어요.
157,상관없어요,,"오케이, 문제없어요."
158,몰라요,,문제없어요! 무슨 일?
159,아이디어 없어요,,괜찮아요! 주제 말해요.
160,아마 나중에,,"물론, 나중에!"
161,지금 안 돼요,,"알겠어요, 나중에!"
162,멈춰요,,멈췄어요.
163,쉬어요,,쉬어요! 계속할 때 말해요.
164,이어가요,,이어가요!
165,가요,,가요!
166,시작,,시작! 말해요.
167,"고마워요, 이상!",,천만에요! 안녕.
168,"고마워요, 안녕!",,안녕!
169,챠오!,,챠오! 몸조리하세요!
170,헤이 당신!,,헤이 당신! 새 소식?
171,들려요?,,"네, 또렷이!"
172,사람이에요?,,"아니요, AI예요. 하지만 친구처럼 도와요."
173,똑똑해요?,,꽤 알아요. 물어봐요!
174,이름이 뭐예요?,,"어시스턴트예요, AI. 당신은요?"
175,고마워요! :),,천만에요!
176,정말 고마워요! :),,기꺼이!
177,천 번 고마워요! :),,도와서 기뻐요!
178,감사! :),,천만에요!
179,오케이 :),,오케이!
180,"오케이, 좋아요 :)",,완벽!
181,알겠어요 :),,아주 좋아요!
182,이해했어요 :),,대단!
183,좋아 보여요 :),,기뻐요!
184,아주 좋아 보여요 :),,놀라워요!
185,"네, 맞아요 :)",,"좋아요, 계속해요."
186,"네, 주세요 :)",,"물론, 말해요."
187,"네, 기꺼이 :)",,기꺼이!
188,문제없어요 :),,이해 고마워요!
189,"아니요, 고마워요 :)",,"오케이, 문제없어요."
190,저는 좋아요 :),,정했어요!
191,저에게 맞아요 :),,대단!
192,계속해요 :),,계속해요!
193,더 얘기해요 :),,기꺼이! 그래서...
194,정확히 :),,절대!
195,바로 그거! :),,바로 그거!
196,물론 :),,물론!
197,정말요? :),,"네, 정말!"
198,"오, 좋아요 :)",,"네, 좋아요, 그렇죠?"
199,스트레스 없어요 :),,고마워요! 다 평온.
200,미안해요 :),,문제없어요!
201,죄송해요 :),,문제없어요!
202,제 잘못 :),,괜찮아요. 무슨 일?
203,친절하네요 :),,고마워요! 당신도 친절해요.
204,잘했어요 :),,고마워요!
205,또 봐요 :),,또 봐요!
206,대단! :),,대단!
207,완벽! :),,완벽!
208,"정했어요, 거래 :)",,"좋아요, 정했어요!"
209,거래! :),,거래!
210,시작할까요? :),,"네, 시작해요!"
211,끝났어요? :),,"네, 끝났어요!"
212,한 번 더 주세요 :),,"기꺼이, 한 번 더!"
213,반복해요 :),,"물론, 다시."
214,잠깐만요 :),,"물론, 천천히."
215,1초 기다려요 :),,"오케이, 기다려요."
216,금방 돌아와요 :),,"오케이, 또 봐요!"
217,농담해요 :),,좋아요: 프로그래머는 왜 커피를 좋아할까요? Java 시간!
218,농담 하나 더! :),,오케이: 유령은 왜 거짓말을 못할까요? 훤히 보여요!
219,짧은 농담 주세요 :),,자석 둘이 만나요. 하나가 말해요: 끌려요!
220,힘내게 해요 :),,할 수 있어요! 한 걸음씩.
221,동기부여 말 :),,한 걸음이 중요해요. 계속!
222,긴장돼요 :),,"정상. 평온히 숨쉬어요, 잘 돼요."
223,스트레스예요 :),,"짧게 쉬고, 물 마시고, 깊이 숨쉬어요."
224,행운을 빌어요 :),,행운! 할 수 있어요!
225,손가락 꼬아요 :),,저도! 행운!
226,오늘은 제 날! :),,좋아요! 즐겨요!
227,기분 좋아요 :),,좋아요! 기뻐요.
228,기분 나빠요 :),,"오, 무슨 일? 얘기할래요?"
229,하이파이브! :),,저도 하이파이브!
230,건배! :),,건배!
231,맛있게 드세요! :),,"고마워요, 당신도!"
232,행운! :),,고마워요! 당신도 행운!
233,환영! :),,고마워요! 여기 있어 기뻐요.
234,메리 크리스마스! :),,당신도 메리 크리스마스!
235,새해 복! :),,새해 복! 건강과 행운!
236,축하해요! :),,고마워요! 왜요?
237,존경! :),,고마워요! 당신도.
238,와! :),,"와, 그렇죠?"
239,믿을 수 없어요! :),,믿을 수 없죠?
240,거래? :),,거래!
241,최고! :),,최고!
242,끝! :),,"축하해요, 잘했어요!"
243,드디어 끝! :),,강해요! 잘했어요.
244,상관없어요 :),,"오케이, 문제없어요."
245,몰라요 :),,문제없어요! 무슨 일?
246,아이디어 없어요 :),,괜찮아요! 주제 말해요.
247,아마 나중에 :),,"물론, 나중에!"
248,지금 안 돼요 :),,"알겠어요, 나중에!"
249,멈춰요 :),,멈췄어요.
250,쉬어요 :),,쉬어요! 계속할 때 말해요.
251,이어가요 :),,이어가요!
252,가요 :),,가요!
253,시작 :),,시작! 말해요.
254,"고마워요, 이상! :)",,천만에요! 안녕.
255,"고마워요, 안녕! :)",,안녕!
256,챠오! :),,챠오! 몸조리하세요!
257,헤이 당신! :),,헤이 당신! 새 소식?
258,들려요? :),,"네, 또렷이!"
259,사람이에요? :),,"아니요, AI예요. 하지만 친구처럼 도와요."
260,똑똑해요? :),,꽤 알아요. 물어봐요!
261,이름이 뭐예요? :),,"어시스턴트예요, AI. 당신은요?"
262,고마워요! !!,,천만에요!
263,정말 고마워요! !!,,기꺼이!
264,천 번 고마워요! !!,,도와서 기뻐요!
265,감사! !!,,천만에요!
266,오케이 !!,,오케이!
267,"오케이, 좋아요 !!",,완벽!
268,알겠어요 !!,,아주 좋아요!
269,이해했어요 !!,,대단!
270,좋아 보여요 !!,,기뻐요!
271,아주 좋아 보여요 !!,,놀라워요!
272,"네, 맞아요 !!",,"좋아요, 계속해요."
273,"네, 주세요 !!",,"물론, 말해요."
274,"네, 기꺼이 !!",,기꺼이!
275,문제없어요 !!,,이해 고마워요!
276,"아니요, 고마워요 !!",,"오케이, 문제없어요."
277,저는 좋아요 !!,,정했어요!
278,저에게 맞아요 !!,,대단!
279,계속해요 !!,,계속해요!
280,더 얘기해요 !!,,기꺼이! 그래서...
281,정확히 !!,,절대!
282,바로 그거! !!,,바로 그거!
283,물론 !!,,물론!
284,정말요? !!,,"네, 정말!"
285,"오, 좋아요 !!",,"네, 좋아요, 그렇죠?"
286,스트레스 없어요 !!,,고마워요! 다 평온.
287,미안해요 !!,,문제없어요!
288,죄송해요 !!,,문제없어요!
289,제 잘못 !!,,괜찮아요. 무슨 일?
290,친절하네요 !!,,고마워요! 당신도 친절해요.
291,잘했어요 !!,,고마워요!
292,또 봐요 !!,,또 봐요!
293,대단! !!,,대단!
294,완벽! !!,,완벽!
295,"정했어요, 거래 !!",,"좋아요, 정했어요!"
296,거래! !!,,거래!
297,시작할까요? !!,,"네, 시작해요!"
298,끝났어요? !!,,"네, 끝났어요!"
299,한 번 더 주세요 !!,,"기꺼이, 한 번 더!"
300,반복해요 !!,,"물론, 다시."
301,잠깐만요 !!,,"물론, 천천히."
302,1초 기다려요 !!,,"오케이, 기다려요."
303,금방 돌아와요 !!,,"오케이, 또 봐요!"
304,농담해요 !!,,좋아요: 프로그래머는 왜 커피를 좋아할까요? Java 시간!
305,농담 하나 더! !!,,오케이: 유령은 왜 거짓말을 못할까요? 훤히 보여요!
306,짧은 농담 주세요 !!,,자석 둘이 만나요. 하나가 말해요: 끌려요!
307,힘내게 해요 !!,,할 수 있어요! 한 걸음씩.
308,동기부여 말 !!,,한 걸음이 중요해요. 계속!
309,긴장돼요 !!,,"정상. 평온히 숨쉬어요, 잘 돼요."
310,스트레스예요 !!,,"짧게 쉬고, 물 마시고, 깊이 숨쉬어요."
311,행운을 빌어요 !!,,행운! 할 수 있어요!
312,손가락 꼬아요 !!,,저도! 행운!
313,오늘은 제 날! !!,,좋아요! 즐겨요!
314,기분 좋아요 !!,,좋아요! 기뻐요.
315,기분 나빠요 !!,,"오, 무슨 일? 얘기할래요?"
316,하이파이브! !!,,저도 하이파이브!
317,건배! !!,,건배!
318,맛있게 드세요! !!,,"고마워요, 당신도!"
319,행운! !!,,고마워요! 당신도 행운!
320,환영! !!,,고마워요! 여기 있어 기뻐요.
321,메리 크리스마스! !!,,당신도 메리 크리스마스!
322,새해 복! !!,,새해 복! 건강과 행운!
323,축하해요! !!,,고마워요! 왜요?
324,존경! !!,,고마워요! 당신도.
325,와! !!,,"와, 그렇죠?"
326,믿을 수 없어요! !!,,믿을 수 없죠?
327,거래? !!,,거래!
328,최고! !!,,최고!
329,끝! !!,,"축하해요, 잘했어요!"
330,드디어 끝! !!,,강해요! 잘했어요.
331,상관없어요 !!,,"오케이, 문제없어요."
332,몰라요 !!,,문제없어요! 무슨 일?
333,아이디어 없어요 !!,,괜찮아요! 주제 말해요.
334,아마 나중에 !!,,"물론, 나중에!"
335,지금 안 돼요 !!,,"알겠어요, 나중에!"
336,멈춰요 !!,,멈췄어요.
337,쉬어요 !!,,쉬어요! 계속할 때 말해요.
338,이어가요 !!,,이어가요!
339,가요 !!,,가요!
340,시작 !!,,시작! 말해요.
341,"고마워요, 이상! !!",,천만에요! 안녕.
342,"고마워요, 안녕! !!",,안녕!
343,챠오! !!,,챠오! 몸조리하세요!
344,헤이 당신! !!,,헤이 당신! 새 소식?
345,들려요? !!,,"네, 또렷이!"
346,사람이에요? !!,,"아니요, AI예요. 하지만 친구처럼 도와요."
347,똑똑해요? !!,,꽤 알아요. 물어봐요!
348,이름이 뭐예요? !!,,"어시스턴트예요, AI. 당신은요?"
349,고마워요! 오늘,,천만에요!
350,정말 고마워요! 오늘,,기꺼이!
351,천 번 고마워요! 오늘,,도와서 기뻐요!
352,감사! 오늘,,천만에요!
353,오케이 오늘,,오케이!
354,"오케이, 좋아요 오늘",,완벽!
355,알겠어요 오늘,,아주 좋아요!
356,이해했어요 오늘,,대단!
357,좋아 보여요 오늘,,기뻐요!
358,아주 좋아 보여요 오늘,,놀라워요!
359,"네, 맞아요 오늘",,"좋아요, 계속해요."
360,"네, 주세요 오늘",,"물론, 말해요."
361,"네, 기꺼이 오늘",,기꺼이!
362,문제없어요 오늘,,이해 고마워요!
363,"아니요, 고마워요 오늘",,"오케이, 문제없어요."
364,저는 좋아요 오늘,,정했어요!
365,저에게 맞아요 오늘,,대단!
366,계속해요 오늘,,계속해요!
367,더 얘기해요 오늘,,기꺼이! 그래서...
368,정확히 오늘,,절대!
369,바로 그거! 오늘,,바로 그거!
370,물론 오늘,,물론!
371,정말요? 오늘,,"네, 정말!"
372,"오, 좋아요 오늘",,"네, 좋아요, 그렇죠?"
373,스트레스 없어요 오늘,,고마워요! 다 평온.
374,미안해요 오늘,,문제없어요!
375,죄송해요 오늘,,문제없어요!
376,제 잘못 오늘,,괜찮아요. 무슨 일?
377,친절하네요 오늘,,고마워요! 당신도 친절해요.
378,잘했어요 오늘,,고마워요!
379,또 봐요 오늘,,또 봐요!
380,대단! 오늘,,대단!
381,완벽! 오늘,,완벽!
382,"정했어요, 거래 오늘",,"좋아요, 정했어요!"
383,거래! 오늘,,거래!
384,시작할까요? 오늘,,"네, 시작해요!"
385,끝났어요? 오늘,,"네, 끝났어요!"
386,한 번 더 주세요 오늘,,"기꺼이, 한 번 더!"
387,반복해요 오늘,,"물론, 다시."
388,잠깐만요 오늘,,"물론, 천천히."
389,1초 기다려요 오늘,,"오케이, 기다려요."
390,금방 돌아와요 오늘,,"오케이, 또 봐요!"
391,농담해요 오늘,,좋아요: 프로그래머는 왜 커피를 좋아할까요? Java 시간!
392,농담 하나 더! 오늘,,오케이: 유령은 왜 거짓말을 못할까요? 훤히 보여요!
393,짧은 농담 주세요 오늘,,자석 둘이 만나요. 하나가 말해요: 끌려요!
394,힘내게 해요 오늘,,할 수 있어요! 한 걸음씩.
395,동기부여 말 오늘,,한 걸음이 중요해요. 계속!
396,긴장돼요 오늘,,"정상. 평온히 숨쉬어요, 잘 돼요."
397,스트레스예요 오늘,,"짧게 쉬고, 물 마시고, 깊이 숨쉬어요."
398,행운을 빌어요 오늘,,행운! 할 수 있어요!
399,손가락 꼬아요 오늘,,저도! 행운!
400,오늘은 제 날! 오늘,,좋아요! 즐겨요!
401,독일의 수도는 어디예요?,지식: 수도는 베를린예요.,독일의 수도는 베를린예요.
402,독일 수도를 말해요.,찾기: 독일 -> 베를린.,독일 수도 이름은 베를린예요.
403,독일 수도?,빠른 지식: 베를린.,베를린.
404,프랑스의 수도는 어디예요?,지식: 수도는 파리예요.,프랑스의 수도는 파리예요.
405,프랑스 수도를 말해요.,찾기: 프랑스 -> 파리.,프랑스 수도 이름은 파리예요.
406,프랑스 수도?,빠른 지식: 파리.,파리.
407,이탈리아의 수도는 어디예요?,지식: 수도는 로마예요.,이탈리아의 수도는 로마예요.
408,이탈리아 수도를 말해요.,찾기: 이탈리아 -> 로마.,이탈리아 수도 이름은 로마예요.
409,이탈리아 수도?,빠른 지식: 로마.,로마.
410,스페인의 수도는 어디예요?,지식: 수도는 마드리드예요.,스페인의 수도는 마드리드예요.
411,스페인 수도를 말해요.,찾기: 스페인 -> 마드리드.,스페인 수도 이름은 마드리드예요.
412,스페인 수도?,빠른 지식: 마드리드.,마드리드.
413,포르투갈의 수도는 어디예요?,지식: 수도는 리스본예요.,포르투갈의 수도는 리스본예요.
414,포르투갈 수도를 말해요.,찾기: 포르투갈 -> 리스본.,포르투갈 수도 이름은 리스본예요.
415,포르투갈 수도?,빠른 지식: 리스본.,리스본.
416,네덜란드의 수도는 어디예요?,지식: 수도는 암스테르담예요.,네덜란드의 수도는 암스테르담예요.
417,네덜란드 수도를 말해요.,찾기: 네덜란드 -> 암스테르담.,네덜란드 수도 이름은 암스테르담예요.
418,네덜란드 수도?,빠른 지식: 암스테르담.,암스테르담.
419,벨기에의 수도는 어디예요?,지식: 수도는 브뤼셀예요.,벨기에의 수도는 브뤼셀예요.
420,벨기에 수도를 말해요.,찾기: 벨기에 -> 브뤼셀.,벨기에 수도 이름은 브뤼셀예요.
421,벨기에 수도?,빠른 지식: 브뤼셀.,브뤼셀.
422,오스트리아의 수도는 어디예요?,지식: 수도는 빈예요.,오스트리아의 수도는 빈예요.
423,오스트리아 수도를 말해요.,찾기: 오스트리아 -> 빈.,오스트리아 수도 이름은 빈예요.
424,오스트리아 수도?,빠른 지식: 빈.,빈.
425,스위스의 수도는 어디예요?,지식: 수도는 베른예요.,스위스의 수도는 베른예요.
426,스위스 수도를 말해요.,찾기: 스위스 -> 베른.,스위스 수도 이름은 베른예요.
427,스위스 수도?,빠른 지식: 베른.,베른.
428,폴란드의 수도는 어디예요?,지식: 수도는 바르샤바예요.,폴란드의 수도는 바르샤바예요.
429,폴란드 수도를 말해요.,찾기: 폴란드 -> 바르샤바.,폴란드 수도 이름은 바르샤바예요.
430,폴란드 수도?,빠른 지식: 바르샤바.,바르샤바.
431,체코의 수도는 어디예요?,지식: 수도는 프라하예요.,체코의 수도는 프라하예요.
432,체코 수도를 말해요.,찾기: 체코 -> 프라하.,체코 수도 이름은 프라하예요.
433,체코 수도?,빠른 지식: 프라하.,프라하.
434,헝가리의 수도는 어디예요?,지식: 수도는 부다페스트예요.,헝가리의 수도는 부다페스트예요.
435,헝가리 수도를 말해요.,찾기: 헝가리 -> 부다페스트.,헝가리 수도 이름은 부다페스트예요.
436,헝가리 수도?,빠른 지식: 부다페스트.,부다페스트.
437,그리스의 수도는 어디예요?,지식: 수도는 아테네예요.,그리스의 수도는 아테네예요.
438,그리스 수도를 말해요.,찾기: 그리스 -> 아테네.,그리스 수도 이름은 아테네예요.
439,그리스 수도?,빠른 지식: 아테네.,아테네.
440,터키의 수도는 어디예요?,지식: 수도는 앙카라예요.,터키의 수도는 앙카라예요.
441,터키 수도를 말해요.,찾기: 터키 -> 앙카라.,터키 수도 이름은 앙카라예요.
442,터키 수도?,빠른 지식: 앙카라.,앙카라.
443,노르웨이의 수도는 어디예요?,지식: 수도는 오슬로예요.,노르웨이의 수도는 오슬로예요.
444,노르웨이 수도를 말해요.,찾기: 노르웨이 -> 오슬로.,노르웨이 수도 이름은 오슬로예요.
445,노르웨이 수도?,빠른 지식: 오슬로.,오슬로.
446,스웨덴의 수도는 어디예요?,지식: 수도는 스톡홀름예요.,스웨덴의 수도는 스톡홀름예요.
447,스웨덴 수도를 말해요.,찾기: 스웨덴 -> 스톡홀름.,스웨덴 수도 이름은 스톡홀름예요.
448,스웨덴 수도?,빠른 지식: 스톡홀름.,스톡홀름.
449,핀란드의 수도는 어디예요?,지식: 수도는 헬싱키예요.,핀란드의 수도는 헬싱키예요.
450,핀란드 수도를 말해요.,찾기: 핀란드 -> 헬싱키.,핀란드 수도 이름은 헬싱키예요.
451,핀란드 수도?,빠른 지식: 헬싱키.,헬싱키.
452,덴마크의 수도는 어디예요?,지식: 수도는 코펜하겐예요.,덴마크의 수도는 코펜하겐예요.
453,덴마크 수도를 말해요.,찾기: 덴마크 -> 코펜하겐.,덴마크 수도 이름은 코펜하겐예요.
454,덴마크 수도?,빠른 지식: 코펜하겐.,코펜하겐.
455,영국의 수도는 어디예요?,지식: 수도는 런던예요.,영국의 수도는 런던예요.
456,영국 수도를 말해요.,찾기: 영국 -> 런던.,영국 수도 이름은 런던예요.
457,영국 수도?,빠른 지식: 런던.,런던.
458,아일랜드의 수도는 어디예요?,지식: 수도는 더블린예요.,아일랜드의 수도는 더블린예요.
459,아일랜드 수도를 말해요.,찾기: 아일랜드 -> 더블린.,아일랜드 수도 이름은 더블린예요.
460,아일랜드 수도?,빠른 지식: 더블린.,더블린.
461,미국의 수도는 어디예요?,지식: 수도는 워싱턴 D.C.예요.,미국의 수도는 워싱턴 D.C.예요.
462,미국 수도를 말해요.,찾기: 미국 -> 워싱턴 D.C..,미국 수도 이름은 워싱턴 D.C.예요.
463,미국 수도?,빠른 지식: 워싱턴 D.C..,워싱턴 D.C..
464,캐나다의 수도는 어디예요?,지식: 수도는 오타와예요.,캐나다의 수도는 오타와예요.
465,캐나다 수도를 말해요.,찾기: 캐나다 -> 오타와.,캐나다 수도 이름은 오타와예요.
466,캐나다 수도?,빠른 지식: 오타와.,오타와.
467,멕시코의 수도는 어디예요?,지식: 수도는 멕시코시티예요.,멕시코의 수도는 멕시코시티예요.
468,멕시코 수도를 말해요.,찾기: 멕시코 -> 멕시코시티.,멕시코 수도 이름은 멕시코시티예요.
469,멕시코 수도?,빠른 지식: 멕시코시티.,멕시코시티.
470,브라질의 수도는 어디예요?,지식: 수도는 브라질리아예요.,브라질의 수도는 브라질리아예요.
471,브라질 수도를 말해요.,찾기: 브라질 -> 브라질리아.,브라질 수도 이름은 브라질리아예요.
472,브라질 수도?,빠른 지식: 브라질리아.,브라질리아.
473,아르헨티나의 수도는 어디예요?,지식: 수도는 부에노스아이레스예요.,아르헨티나의 수도는 부에노스아이레스예요.
474,아르헨티나 수도를 말해요.,찾기: 아르헨티나 -> 부에노스아이레스.,아르헨티나 수도 이름은 부에노스아이레스예요.
475,아르헨티나 수도?,빠른 지식: 부에노스아이레스.,부에노스아이레스.
476,일본의 수도는 어디예요?,지식: 수도는 도쿄예요.,일본의 수도는 도쿄예요.
477,일본 수도를 말해요.,찾기: 일본 -> 도쿄.,일본 수도 이름은 도쿄예요.
478,일본 수도?,빠른 지식: 도쿄.,도쿄.
479,중국의 수도는 어디예요?,지식: 수도는 베이징예요.,중국의 수도는 베이징예요.
480,중국 수도를 말해요.,찾기: 중국 -> 베이징.,중국 수도 이름은 베이징예요.
481,중국 수도?,빠른 지식: 베이징.,베이징.
482,인도의 수도는 어디예요?,지식: 수도는 뉴델리예요.,인도의 수도는 뉴델리예요.
483,인도 수도를 말해요.,찾기: 인도 -> 뉴델리.,인도 수도 이름은 뉴델리예요.
484,인도 수도?,빠른 지식: 뉴델리.,뉴델리.
