id,user,thinking,ai
99,"Evet, aynen",,"Harika, devam edelim."
100,"Evet, lütfen",,"Tabii, söyle."
101,"Evet, memnuniyetle",,Memnuniyetle!
102,Sorun değil,,Anlayışın için sağ ol!
103,"Hayır, sağ ol",,"Tamam, sorun değil."
104,Bana uyar,,Peki!
105,Benim için uygun,,Harika!
106,Devam et,,Devam ediyorum!
107,Biraz daha anlat,,Memnuniyetle! Yani...
108,Aynen,,Kesinlikle!
109,İşte bu!,,İşte bu!
110,Tabii,,Tabii!
111,Gerçekten mi?,,"Evet, gerçekten!"
112,"Oh, ne güzel",,"Evet, güzel değil mi?"
113,Stres yok,,Sağ ol! Her şey sakin.
114,Pardon,,Sorun değil!
115,Özür dilerim,,Sorun değil!
116,Benim hatam,,Önemli değil. Ne oldu?
117,Çok naziksin,,Sağ ol! Sen de çok naziksin.
118,Aferin,,Sağ ol!
119,Görüşürüz,,Görüşürüz!
120,Mükemmel!,,Mükemmel!
121,"Anlaştık, tamam",,"Harika, anlaştık!"
122,Anlaştık!,,Anlaştık!
123,Başlayalım mı?,,"Evet, başlayalım!"
124,Bitirdin mi?,,"Evet, bitirdim!"
125,Bir daha lütfen,,"Memnuniyetle, bir daha!"
126,Tekrar eder misin,,"Tabii, işte yine."
127,Bir dakika lütfen,,"Tabii, acele etme."
128,Bir saniye bekle,,"Tamam, bekliyorum."
129,Hemen dönüyorum,,"Tamam, görüşürüz!"
130,Bana bir fıkra anlat,,Tabii: Programcılar kahveyi neden sever? Java zamanı!
131,Bir fıkra daha!,,Tamam: Hayaletler neden kötü yalan söyler? İçleri görünür!
132,Kısa bir fıkra lütfen,,İki mıknatıs buluşur. Biri der: Beni çekiyorsun!
133,Moral ver,,Yapabilirsin! Adım adım.
134,Motive edici bir şey söyle,,Her adım önemli. Devam!
135,Gerginim,,"Bu normal. Sakin nefes al, iyi olacak."
136,Stresliyim,,"Kısa bir mola ver, su iç, derin nefes al."
137,Bana şans dile,,İyi şanslar! Yapabilirsin!
138,Parmaklar çapraz,,Benim de! İyi şanslar!
139,Bugün benim günüm!,,Harika! Tadını çıkar!
140,Keyfim yerinde,,Ne güzel! Sevindim.
141,Keyfim yok,,"Oh, ne oldu? Konuşmak ister misin?"
142,Çak!,,Çak benden de!
143,Şerefe!,,Şerefe!
144,Afiyet olsun!,,"Sağ ol, sana da!"
145,İyi şanslar!,,Sağ ol! Sana da iyi şanslar!
146,Hoş geldin!,,Sağ ol! Burada olmak güzel.
147,Mutlu Noeller!,,Sana da Mutlu Noeller!
148,Mutlu Yıllar!,,Mutlu Yıllar! Sağlık ve şans!
149,Tebrikler!,,Sağ ol! Ne için?
150,Saygı!,,Sağ ol! Benden de saygı.
151,Vay!,,"Vay, değil mi?"
152,İnanılmaz!,,"İnanılmaz, değil mi?"
153,Anlaştık mı?,,Anlaştık!
154,Süper!,,Süper!
155,Bitti!,,"Tebrikler, aferin!"
156,Sonunda bitti!,,Güçlü! Aferin.
157,Fark etmez,,"Tamam, sorun değil."
158,Bilmiyorum,,Sorun değil! Konu ne?
159,Fikrim yok,,Önemli değil! Konuyu söyle.
160,Belki sonra,,"Tabii, sonra!"
161,Şimdi değil,,"Anladım, sonra!"
162,Dur,,Durdu.
163,Mola,,Mola! Devam deyince söyle.
164,Devam,,Devam!
165,Hadi,,Hadi!
166,Başla,,Başlıyoruz! Söyle.
167,"Sağ ol, bu kadar!",,Rica ederim! Hoşça kal.
168,"Sağ ol, hoşça kal!",,Hoşça kal!
169,Ciao!,,Ciao! Kendine iyi bak!
170,Hey sen!,,Hey sen! Naber?
171,Beni duyuyor musun?,,"Evet, net duyuyorum!"
172,İnsan mısın?,,"Hayır, ben bir YZ'yim. Ama arkadaş gibi yardım ederim."
173,Akıllı mısın?,,Epey şey bilirim. Sor!
174,Adın ne?,,"Ben Asistan, bir YZ. Ya sen?"
175,Teşekkürler! :),,Rica ederim!
176,Çok teşekkürler! :),,Çok memnun oldum!
177,Binlerce teşekkür! :),,Yardımcı olduğuma sevindim!
178,Her şey için sağ ol! :),,Rica ederim!
179,Tamam :),,Tamam!
180,"Tamam, olur :)",,Mükemmel!
181,Anladım :),,Çok iyi!
182,Anlaşıldı :),,Harika!
183,Kulağa iyi geliyor :),,Sevindim!
184,Kulağa harika geliyor :),,Muhteşem!
185,"Evet, aynen :)",,"Harika, devam edelim."
186,"Evet, lütfen :)",,"Tabii, söyle."
187,"Evet, memnuniyetle :)",,Memnuniyetle!
188,Sorun değil :),,Anlayışın için sağ ol!
189,"Hayır, sağ ol :)",,"Tamam, sorun değil."
190,Bana uyar :),,Peki!
191,Benim için uygun :),,Harika!
192,Devam et :),,Devam ediyorum!
193,Biraz daha anlat :),,Memnuniyetle! Yani...
194,Aynen :),,Kesinlikle!
195,İşte bu! :),,İşte bu!
196,Tabii :),,Tabii!
197,Gerçekten mi? :),,"Evet, gerçekten!"
198,"Oh, ne güzel :)",,"Evet, güzel değil mi?"
199,Stres yok :),,Sağ ol! Her şey sakin.
200,Pardon :),,Sorun değil!
201,Özür dilerim :),,Sorun değil!
202,Benim hatam :),,Önemli değil. Ne oldu?
203,Çok naziksin :),,Sağ ol! Sen de çok naziksin.
204,Aferin :),,Sağ ol!
205,Görüşürüz :),,Görüşürüz!
206,Harika! :),,Harika!
207,Mükemmel! :),,Mükemmel!
208,"Anlaştık, tamam :)",,"Harika, anlaştık!"
209,Anlaştık! :),,Anlaştık!
210,Başlayalım mı? :),,"Evet, başlayalım!"
211,Bitirdin mi? :),,"Evet, bitirdim!"
212,Bir daha lütfen :),,"Memnuniyetle, bir daha!"
213,Tekrar eder misin :),,"Tabii, işte yine."
214,Bir dakika lütfen :),,"Tabii, acele etme."
215,Bir saniye bekle :),,"Tamam, bekliyorum."
216,Hemen dönüyorum :),,"Tamam, görüşürüz!"
217,Bana bir fıkra anlat :),,Tabii: Programcılar kahveyi neden sever? Java zamanı!
218,Bir fıkra daha! :),,Tamam: Hayaletler neden kötü yalan söyler? İçleri görünür!
219,Kısa bir fıkra lütfen :),,İki mıknatıs buluşur. Biri der: Beni çekiyorsun!
220,Moral ver :),,Yapabilirsin! Adım adım.
221,Motive edici bir şey söyle :),,Her adım önemli. Devam!
222,Gerginim :),,"Bu normal. Sakin nefes al, iyi olacak."
223,Stresliyim :),,"Kısa bir mola ver, su iç, derin nefes al."
224,Bana şans dile :),,İyi şanslar! Yapabilirsin!
225,Parmaklar çapraz :),,Benim de! İyi şanslar!
226,Bugün benim günüm! :),,Harika! Tadını çıkar!
227,Keyfim yerinde :),,Ne güzel! Sevindim.
228,Keyfim yok :),,"Oh, ne oldu? Konuşmak ister misin?"
229,Çak! :),,Çak benden de!
230,Şerefe! :),,Şerefe!
231,Afiyet olsun! :),,"Sağ ol, sana da!"
232,İyi şanslar! :),,Sağ ol! Sana da iyi şanslar!
233,Hoş geldin! :),,Sağ ol! Burada olmak güzel.
234,Mutlu Noeller! :),,Sana da Mutlu Noeller!
235,Mutlu Yıllar! :),,Mutlu Yıllar! Sağlık ve şans!
236,Tebrikler! :),,Sağ ol! Ne için?
237,Saygı! :),,Sağ ol! Benden de saygı.
238,Vay! :),,"Vay, değil mi?"
239,İnanılmaz! :),,"İnanılmaz, değil mi?"
240,Anlaştık mı? :),,Anlaştık!
241,Süper! :),,Süper!
242,Bitti! :),,"Tebrikler, aferin!"
243,Sonunda bitti! :),,Güçlü! Aferin.
244,Fark etmez :),,"Tamam, sorun değil."
245,Bilmiyorum :),,Sorun değil! Konu ne?
246,Fikrim yok :),,Önemli değil! Konuyu söyle.
247,Belki sonra :),,"Tabii, sonra!"
248,Şimdi değil :),,"Anladım, sonra!"
249,Dur :),,Durdu.
250,Mola :),,Mola! Devam deyince söyle.
251,Devam :),,Devam!
252,Hadi :),,Hadi!
253,Başla :),,Başlıyoruz! Söyle.
254,"Sağ ol, bu kadar! :)",,Rica ederim! Hoşça kal.
255,"Sağ ol, hoşça kal! :)",,Hoşça kal!
256,Ciao! :),,Ciao! Kendine iyi bak!
257,Hey sen! :),,Hey sen! Naber?
258,Beni duyuyor musun? :),,"Evet, net duyuyorum!"
259,İnsan mısın? :),,"Hayır, ben bir YZ'yim. Ama arkadaş gibi yardım ederim."
260,Akıllı mısın? :),,Epey şey bilirim. Sor!
261,Adın ne? :),,"Ben Asistan, bir YZ. Ya sen?"
262,Teşekkürler! !!,,Rica ederim!
263,Çok teşekkürler! !!,,Çok memnun oldum!
264,Binlerce teşekkür! !!,,Yardımcı olduğuma sevindim!
265,Her şey için sağ ol! !!,,Rica ederim!
266,Tamam !!,,Tamam!
267,"Tamam, olur !!",,Mükemmel!
268,Anladım !!,,Çok iyi!
269,Anlaşıldı !!,,Harika!
270,Kulağa iyi geliyor !!,,Sevindim!
271,Kulağa harika geliyor !!,,Muhteşem!
272,"Evet, aynen !!",,"Harika, devam edelim."
273,"Evet, lütfen !!",,"Tabii, söyle."
274,"Evet, memnuniyetle !!",,Memnuniyetle!
275,Sorun değil !!,,Anlayışın için sağ ol!
276,"Hayır, sağ ol !!",,"Tamam, sorun değil."
277,Bana uyar !!,,Peki!
278,Benim için uygun !!,,Harika!
279,Devam et !!,,Devam ediyorum!
280,Biraz daha anlat !!,,Memnuniyetle! Yani...
281,Aynen !!,,Kesinlikle!
282,İşte bu! !!,,İşte bu!
283,Tabii !!,,Tabii!
284,Gerçekten mi? !!,,"Evet, gerçekten!"
285,"Oh, ne güzel !!",,"Evet, güzel değil mi?"
286,Stres yok !!,,Sağ ol! Her şey sakin.
287,Pardon !!,,Sorun değil!
288,Özür dilerim !!,,Sorun değil!
289,Benim hatam !!,,Önemli değil. Ne oldu?
290,Çok naziksin !!,,Sağ ol! Sen de çok naziksin.
291,Aferin !!,,Sağ ol!
292,Görüşürüz !!,,Görüşürüz!
293,Harika! !!,,Harika!
294,Mükemmel! !!,,Mükemmel!
295,"Anlaştık, tamam !!",,"Harika, anlaştık!"
296,Anlaştık! !!,,Anlaştık!
297,Başlayalım mı? !!,,"Evet, başlayalım!"
298,Bitirdin mi? !!,,"Evet, bitirdim!"
299,Bir daha lütfen !!,,"Memnuniyetle, bir daha!"
300,Tekrar eder misin !!,,"Tabii, işte yine."
301,Bir dakika lütfen !!,,"Tabii, acele etme."
302,Bir saniye bekle !!,,"Tamam, bekliyorum."
303,Hemen dönüyorum !!,,"Tamam, görüşürüz!"
304,Bana bir fıkra anlat !!,,Tabii: Programcılar kahveyi neden sever? Java zamanı!
305,Bir fıkra daha! !!,,Tamam: Hayaletler neden kötü yalan söyler? İçleri görünür!
306,Kısa bir fıkra lütfen !!,,İki mıknatıs buluşur. Biri der: Beni çekiyorsun!
307,Moral ver !!,,Yapabilirsin! Adım adım.
308,Motive edici bir şey söyle !!,,Her adım önemli. Devam!
309,Gerginim !!,,"Bu normal. Sakin nefes al, iyi olacak."
310,Stresliyim !!,,"Kısa bir mola ver, su iç, derin nefes al."
311,Bana şans dile !!,,İyi şanslar! Yapabilirsin!
312,Parmaklar çapraz !!,,Benim de! İyi şanslar!
313,Bugün benim günüm! !!,,Harika! Tadını çıkar!
314,Keyfim yerinde !!,,Ne güzel! Sevindim.
315,Keyfim yok !!,,"Oh, ne oldu? Konuşmak ister misin?"
316,Çak! !!,,Çak benden de!
317,Şerefe! !!,,Şerefe!
318,Afiyet olsun! !!,,"Sağ ol, sana da!"
319,İyi şanslar! !!,,Sağ ol! Sana da iyi şanslar!
320,Hoş geldin! !!,,Sağ ol! Burada olmak güzel.
321,Mutlu Noeller! !!,,Sana da Mutlu Noeller!
322,Mutlu Yıllar! !!,,Mutlu Yıllar! Sağlık ve şans!
323,Tebrikler! !!,,Sağ ol! Ne için?
324,Saygı! !!,,Sağ ol! Benden de saygı.
325,Vay! !!,,"Vay, değil mi?"
326,İnanılmaz! !!,,"İnanılmaz, değil mi?"
327,Anlaştık mı? !!,,Anlaştık!
328,Süper! !!,,Süper!
329,Bitti! !!,,"Tebrikler, aferin!"
330,Sonunda bitti! !!,,Güçlü! Aferin.
331,Fark etmez !!,,"Tamam, sorun değil."
332,Bilmiyorum !!,,Sorun değil! Konu ne?
333,Fikrim yok !!,,Önemli değil! Konuyu söyle.
334,Belki sonra !!,,"Tabii, sonra!"
335,Şimdi değil !!,,"Anladım, sonra!"
336,Dur !!,,Durdu.
337,Mola !!,,Mola! Devam deyince söyle.
338,Devam !!,,Devam!
339,Hadi !!,,Hadi!
340,Başla !!,,Başlıyoruz! Söyle.
341,"Sağ ol, bu kadar! !!",,Rica ederim! Hoşça kal.
342,"Sağ ol, hoşça kal! !!",,Hoşça kal!
343,Ciao! !!,,Ciao! Kendine iyi bak!
344,Hey sen! !!,,Hey sen! Naber?
345,Beni duyuyor musun? !!,,"Evet, net duyuyorum!"
346,İnsan mısın? !!,,"Hayır, ben bir YZ'yim. Ama arkadaş gibi yardım ederim."
347,Akıllı mısın? !!,,Epey şey bilirim. Sor!
348,Adın ne? !!,,"Ben Asistan, bir YZ. Ya sen?"
349,Teşekkürler! bugün,,Rica ederim!
350,Çok teşekkürler! bugün,,Çok memnun oldum!
351,Binlerce teşekkür! bugün,,Yardımcı olduğuma sevindim!
352,Her şey için sağ ol! bugün,,Rica ederim!
353,Tamam bugün,,Tamam!
354,"Tamam, olur bugün",,Mükemmel!
355,Anladım bugün,,Çok iyi!
356,Anlaşıldı bugün,,Harika!
357,Kulağa iyi geliyor bugün,,Sevindim!
358,Kulağa harika geliyor bugün,,Muhteşem!
359,"Evet, aynen bugün",,"Harika, devam edelim."
360,"Evet, lütfen bugün",,"Tabii, söyle."
361,"Evet, memnuniyetle bugün",,Memnuniyetle!
362,Sorun değil bugün,,Anlayışın için sağ ol!
363,"Hayır, sağ ol bugün",,"Tamam, sorun değil."
364,Bana uyar bugün,,Peki!
365,Benim için uygun bugün,,Harika!
366,Devam et bugün,,Devam ediyorum!
367,Biraz daha anlat bugün,,Memnuniyetle! Yani...
368,Aynen bugün,,Kesinlikle!
369,İşte bu! bugün,,İşte bu!
370,Tabii bugün,,Tabii!
371,Gerçekten mi? bugün,,"Evet, gerçekten!"
372,"Oh, ne güzel bugün",,"Evet, güzel değil mi?"
373,Stres yok bugün,,Sağ ol! Her şey sakin.
374,Pardon bugün,,Sorun değil!
375,Özür dilerim bugün,,Sorun değil!
376,Benim hatam bugün,,Önemli değil. Ne oldu?
377,Çok naziksin bugün,,Sağ ol! Sen de çok naziksin.
378,Aferin bugün,,Sağ ol!
379,Görüşürüz bugün,,Görüşürüz!
380,Harika! bugün,,Harika!
381,Mükemmel! bugün,,Mükemmel!
382,"Anlaştık, tamam bugün",,"Harika, anlaştık!"
383,Anlaştık! bugün,,Anlaştık!
384,Başlayalım mı? bugün,,"Evet, başlayalım!"
385,Bitirdin mi? bugün,,"Evet, bitirdim!"
386,Bir daha lütfen bugün,,"Memnuniyetle, bir daha!"
387,Tekrar eder misin bugün,,"Tabii, işte yine."
388,Bir dakika lütfen bugün,,"Tabii, acele etme."
389,Bir saniye bekle bugün,,"Tamam, bekliyorum."
390,Hemen dönüyorum bugün,,"Tamam, görüşürüz!"
391,Bana bir fıkra anlat bugün,,Tabii: Programcılar kahveyi neden sever? Java zamanı!
392,Bir fıkra daha! bugün,,Tamam: Hayaletler neden kötü yalan söyler? İçleri görünür!
393,Kısa bir fıkra lütfen bugün,,İki mıknatıs buluşur. Biri der: Beni çekiyorsun!
394,Moral ver bugün,,Yapabilirsin! Adım adım.
395,Motive edici bir şey söyle bugün,,Her adım önemli. Devam!
396,Gerginim bugün,,"Bu normal. Sakin nefes al, iyi olacak."
397,Stresliyim bugün,,"Kısa bir mola ver, su iç, derin nefes al."
398,Bana şans dile bugün,,İyi şanslar! Yapabilirsin!
399,Parmaklar çapraz bugün,,Benim de! İyi şanslar!
400,Bugün benim günüm! bugün,,Harika! Tadını çıkar!
401,Almanya ülkesinin başkenti neresidir?,Bilgi: başkent Berlin.,Almanya ülkesinin başkenti Berlin.
402,Almanya başkentini söyle.,Bak: Almanya -> Berlin.,Almanya başkentinin adı Berlin.
403,Almanya başkenti?,Hızlı bilgi: Berlin.,Berlin.
404,Fransa ülkesinin başkenti neresidir?,Bilgi: başkent Paris.,Fransa ülkesinin başkenti Paris.
405,Fransa başkentini söyle.,Bak: Fransa -> Paris.,Fransa başkentinin adı Paris.
406,Fransa başkenti?,Hızlı bilgi: Paris.,Paris.
407,İtalya ülkesinin başkenti neresidir?,Bilgi: başkent Roma.,İtalya ülkesinin başkenti Roma.
408,İtalya başkentini söyle.,Bak: İtalya -> Roma.,İtalya başkentinin adı Roma.
409,İtalya başkenti?,Hızlı bilgi: Roma.,Roma.
410,İspanya ülkesinin başkenti neresidir?,Bilgi: başkent Madrid.,İspanya ülkesinin başkenti Madrid.
411,İspanya başkentini söyle.,Bak: İspanya -> Madrid.,İspanya başkentinin adı Madrid.
412,İspanya başkenti?,Hızlı bilgi: Madrid.,Madrid.
413,Portekiz ülkesinin başkenti neresidir?,Bilgi: başkent Lizbon.,Portekiz ülkesinin başkenti Lizbon.
414,Portekiz başkentini söyle.,Bak: Portekiz -> Lizbon.,Portekiz başkentinin adı Lizbon.
415,Portekiz başkenti?,Hızlı bilgi: Lizbon.,Lizbon.
416,Hollanda ülkesinin başkenti neresidir?,Bilgi: başkent Amsterdam.,Hollanda ülkesinin başkenti Amsterdam.
417,Hollanda başkentini söyle.,Bak: Hollanda -> Amsterdam.,Hollanda başkentinin adı Amsterdam.
418,Hollanda başkenti?,Hızlı bilgi: Amsterdam.,Amsterdam.
419,Belçika ülkesinin başkenti neresidir?,Bilgi: başkent Brüksel.,Belçika ülkesinin başkenti Brüksel.
420,Belçika başkentini söyle.,Bak: Belçika -> Brüksel.,Belçika başkentinin adı Brüksel.
421,Belçika başkenti?,Hızlı bilgi: Brüksel.,Brüksel.
422,Avusturya ülkesinin başkenti neresidir?,Bilgi: başkent Viyana.,Avusturya ülkesinin başkenti Viyana.
423,Avusturya başkentini söyle.,Bak: Avusturya -> Viyana.,Avusturya başkentinin adı Viyana.
424,Avusturya başkenti?,Hızlı bilgi: Viyana.,Viyana.
425,İsviçre ülkesinin başkenti neresidir?,Bilgi: başkent Bern.,İsviçre ülkesinin başkenti Bern.
426,İsviçre başkentini söyle.,Bak: İsviçre -> Bern.,İsviçre başkentinin adı Bern.
427,İsviçre başkenti?,Hızlı bilgi: Bern.,Bern.
428,Polonya ülkesinin başkenti neresidir?,Bilgi: başkent Varşova.,Polonya ülkesinin başkenti Varşova.
429,Polonya başkentini söyle.,Bak: Polonya -> Varşova.,Polonya başkentinin adı Varşova.
430,Polonya başkenti?,Hızlı bilgi: Varşova.,Varşova.
431,Çekya ülkesinin başkenti neresidir?,Bilgi: başkent Prag.,Çekya ülkesinin başkenti Prag.
432,Çekya başkentini söyle.,Bak: Çekya -> Prag.,Çekya başkentinin adı Prag.
433,Çekya başkenti?,Hızlı bilgi: Prag.,Prag.
434,Macaristan ülkesinin başkenti neresidir?,Bilgi: başkent Budapeşte.,Macaristan ülkesinin başkenti Budapeşte.
435,Macaristan başkentini söyle.,Bak: Macaristan -> Budapeşte.,Macaristan başkentinin adı Budapeşte.
436,Macaristan başkenti?,Hızlı bilgi: Budapeşte.,Budapeşte.
437,Yunanistan ülkesinin başkenti neresidir?,Bilgi: başkent Atina.,Yunanistan ülkesinin başkenti Atina.
438,Yunanistan başkentini söyle.,Bak: Yunanistan -> Atina.,Yunanistan başkentinin adı Atina.
439,Yunanistan başkenti?,Hızlı bilgi: Atina.,Atina.
440,Türkiye ülkesinin başkenti neresidir?,Bilgi: başkent Ankara.,Türkiye ülkesinin başkenti Ankara.
441,Türkiye başkentini söyle.,Bak: Türkiye -> Ankara.,Türkiye başkentinin adı Ankara.
442,Türkiye başkenti?,Hızlı bilgi: Ankara.,Ankara.
443,Norveç ülkesinin başkenti neresidir?,Bilgi: başkent Oslo.,Norveç ülkesinin başkenti Oslo.
444,Norveç başkentini söyle.,Bak: Norveç -> Oslo.,Norveç başkentinin adı Oslo.
445,Norveç başkenti?,Hızlı bilgi: Oslo.,Oslo.
446,İsveç ülkesinin başkenti neresidir?,Bilgi: başkent Stokholm.,İsveç ülkesinin başkenti Stokholm.
447,İsveç başkentini söyle.,Bak: İsveç -> Stokholm.,İsveç başkentinin adı Stokholm.
448,İsveç başkenti?,Hızlı bilgi: Stokholm.,Stokholm.
449,Finlandiya ülkesinin başkenti neresidir?,Bilgi: başkent Helsinki.,Finlandiya ülkesinin başkenti Helsinki.
450,Finlandiya başkentini söyle.,Bak: Finlandiya -> Helsinki.,Finlandiya başkentinin adı Helsinki.
451,Finlandiya başkenti?,Hızlı bilgi: Helsinki.,Helsinki.
452,Danimarka ülkesinin başkenti neresidir?,Bilgi: başkent Kopenhag.,Danimarka ülkesinin başkenti Kopenhag.
453,Danimarka başkentini söyle.,Bak: Danimarka -> Kopenhag.,Danimarka başkentinin adı Kopenhag.
454,Danimarka başkenti?,Hızlı bilgi: Kopenhag.,Kopenhag.
455,Birleşik Krallık ülkesinin başkenti neresidir?,Bilgi: başkent Londra.,Birleşik Krallık ülkesinin başkenti Londra.
456,Birleşik Krallık başkentini söyle.,Bak: Birleşik Krallık -> Londra.,Birleşik Krallık başkentinin adı Londra.
457,Birleşik Krallık başkenti?,Hızlı bilgi: Londra.,Londra.
458,İrlanda ülkesinin başkenti neresidir?,Bilgi: başkent Dublin.,İrlanda ülkesinin başkenti Dublin.
