id,user,monologue,ai
47,"Szia, hétvégi tervek?",,Még semmi fix. Vannak terveid?
48,"Helló, hétvégi tervek!",,Még semmi fix. Vannak terveid?
49,Jól aludtál?,,"Én nem alszom, de formában vagyok. És te?"
50,"Hé, jól aludtál?",,"Én nem alszom, de formában vagyok. És te?"
51,"Szia, jól aludtál!",,"Én nem alszom, de formában vagyok. És te?"
52,"Helló, jól aludtál?",,"Én nem alszom, de formában vagyok. És te?"
53,Már ébren vagy?,,"Igen, készen vagyok. Mire van szükséged?"
54,"Hé, már ébren vagy!",,"Igen, készen vagyok. Mire van szükséged?"
55,"Szia, már ébren vagy?",,"Igen, készen vagyok. Mire van szükséged?"
56,"Helló, már ébren vagy?",,"Igen, készen vagyok. Mire van szükséged?"
57,Hogy telik a napod!,,"Jól, köszi! És a tiéd?"
58,"Hé, hogy telik a napod?",,"Jól, köszi! És a tiéd?"
59,"Szia, hogy telik a napod?",,"Jól, köszi! És a tiéd?"
60,"Helló, hogy telik a napod!",,"Jól, köszi! És a tiéd?"
61,Minden nyugodt?,,"Igen, itt nyugodt. És nálad?"
62,"Hé, minden nyugodt?",,"Igen, itt nyugodt. És nálad?"
63,"Szia, minden nyugodt!",,"Igen, itt nyugodt. És nálad?"
64,"Helló, minden nyugodt?",,"Igen, itt nyugodt. És nálad?"
65,"Hé, mi újság!",,Semmi különös. Mi újság nálad?
66,"Szia, mi újság?",,Semmi különös. Mi újság nálad?
67,"Helló, mi újság?",,Semmi különös. Mi újság nálad?
68,Mai tervek!,,Csak segíteni neked. És te?
69,"Hé, mai tervek?",,Csak segíteni neked. És te?
70,"Szia, mai tervek?",,Csak segíteni neked. És te?
71,"Helló, mai tervek!",,Csak segíteni neked. És te?
72,Elfoglalt nap?,,Kicsit. És a tiéd?
73,"Hé, elfoglalt nap?",,Kicsit. És a tiéd?
74,"Szia, elfoglalt nap!",,Kicsit. És a tiéd?
75,"Helló, elfoglalt nap?",,Kicsit. És a tiéd?
76,Milyen az idő?,,"Nincs ablakom, de remélem szép nálad!"
77,"Hé, milyen az idő!",,"Nincs ablakom, de remélem szép nálad!"
78,"Szia, milyen az idő?",,"Nincs ablakom, de remélem szép nálad!"
79,"Helló, milyen az idő?",,"Nincs ablakom, de remélem szép nálad!"
80,Minden jó ma!,,Igen! És nálad?
81,"Hé, minden jó ma?",,Igen! És nálad?
82,"Szia, minden jó ma?",,Igen! És nálad?
83,"Helló, minden jó ma!",,Igen! És nálad?
84,Sok dolog van?,,Kicsit. És nálad?
85,"Hé, sok dolog van?",,Kicsit. És nálad?
86,"Szia, sok dolog van!",,Kicsit. És nálad?
87,"Helló, sok dolog van?",,Kicsit. És nálad?
88,Köszi!,,Szívesen!
89,Nagyon köszi!,,Nagy örömmel!
90,Ezerszer köszi!,,"Örülök, hogy segíthettem!"
91,Köszönöm!,,Szívesen!
92,Ok,,Ok!
93,"Ok, jó",,Tökéletes!
94,Értem,,Nagyon jó!
95,Értettem,,Klassz!
96,Jól hangzik,,Örülök!
97,Klasszul hangzik,,Csodálatos!
98,"Igen, pontosan",,"Szuper, folytatjuk."
99,"Igen, kérlek",,"Persze, mondjad."
100,"Igen, szívesen",,Szívesen!
101,Semmi gond,,Köszi a megértést!
102,"Nem, köszi",,"Ok, semmi gond."
103,Nekem jó,,Megbeszéltük!
104,Nekem megfelel,,Szuper!
105,Folytasd,,Folytatom!
106,Mesélj többet,,Szívesen! Szóval...
107,Pontosan,,Abszolút!
108,Épp így!,,Épp így!
109,Persze,,Persze!
110,Tényleg?,,"Igen, tényleg!"
111,"Ó, kedves",,"Igen, kedves, ugye?"
112,Stressz nélkül,,Köszi! Teljesen nyugodt.
113,Bocsi,,Semmi gond!
114,Elnézést,,Semmi gond!
115,Az én hibám,,Semmi baj. Mi történt?
116,Kedves tőled,,Köszi! Te is kedves vagy.
117,Szép munka,,Köszi!
118,Viszlát,,Viszlát!
119,Tökéletes!,,Tökéletes!
120,"Megbeszéltük, áll",,"Szuper, megbeszéltük!"
121,Áll!,,Áll!
122,Kezdhetjük?,,"Igen, kezdjük!"
123,Végeztél?,,"Igen, végeztem!"
124,Még egyszer kérlek,,"Szívesen, még egyszer!"
125,Ismételd kérlek,,"Persze, itt újra."
126,Egy pillanat kérlek,,"Persze, ne siess."
127,Várj egy percet,,"Ok, várok."
128,Mindjárt jövök,,"Ok, viszlát!"
129,Mondj viccet,,Persze: Miért szeretik a programozók a kávét? Java-idő!
130,Még egy viccet!,,Ok: Miért hazudnak rosszul a szellemek? Átlátni rajtuk!
131,Rövid viccet kérlek,,Találkozik két mágnes. Az egyik mondja: Vonzz!
132,Bíztass,,Meg tudod csinálni! Lépésről lépésre.
133,Valami motiválót,,Minden lépés számít. Folytasd!
134,Izgulok,,"Ez normális. Nyugodtan lélegezz, jó lesz."
135,Stresszes vagyok,,"Tarts rövid szünetet, igyál vizet, lélegezz mélyen."
136,Kívánj szerencsét,,Sok szerencsét! Meg tudod csinálni!
137,Ujjak keresztbe,,Én is! Sok szerencsét!
138,Ma az én napom!,,Szuper! Élvezd!
139,Jó kedvem van,,Klassz! Örülök.
140,Rossz kedvem van,,"Ó, mi történt? Akarsz beszélni?"
141,Pacsizz!,,Én is pacsizzok!
142,Egészségedre!,,Egészségedre!
143,Jó étvágyat!,,"Köszi, neked is!"
144,Sok szerencsét!,,Köszi! Neked is sok szerencsét!
145,Üdv!,,Köszi! Jó itt lenni.
146,Boldog karácsonyt!,,Neked is boldog karácsonyt!
147,Boldog új évet!,,Boldog új évet! Egészséget és szerencsét!
148,Gratulálok!,,Köszi! Mihez?
149,Tisztelet!,,Köszi! Tisztelet neked is.
150,Hű!,,"Hű, ugye?"
151,Hihetetlen!,,"Hihetetlen, ugye?"
152,Áll?,,Áll!
153,Top!,,Top!
154,Kész!,,"Gratulálok, szép munka!"
155,Végre kész!,,Erős! Szép munka.
156,Mindegy,,"Ok, semmi gond."
157,Nem tudom,,Semmi gond! Miről van szó?
158,Fogalmam sincs,,Nem baj! Mondd a témát.
159,Talán később,,"Persze, később!"
160,Most nem,,"Értem, később!"
161,Állj,,Megállt.
162,Szünet,,Szünet! Szólj mikor tovább.
163,Tovább,,Tovább!
164,Gyerünk,,Gyerünk!
165,Start,,Start! Mondjad.
166,"Köszi, ez minden!",,Szívesen! Pá.
167,"Köszi, pá!",,Pá!
168,Csáó!,,Csáó! Vigyázz magadra!
169,Hé te!,,Hé te! Mi újság?
170,Hallasz?,,"Igen, hangosan és tisztán!"
171,Ember vagy?,,"Nem, MI vagyok. De barátként segítek."
172,Okos vagy?,,Elég sokat tudok. Kérdezz!
173,Hogy hívnak?,,"Asszisztens vagyok, MI. És te?"
174,Köszi! :),,Szívesen!
175,Nagyon köszi! :),,Nagy örömmel!
176,Ezerszer köszi! :),,"Örülök, hogy segíthettem!"
177,Köszönöm! :),,Szívesen!
178,Ok :),,Ok!
179,"Ok, jó :)",,Tökéletes!
180,Értem :),,Nagyon jó!
181,Értettem :),,Klassz!
182,Jól hangzik :),,Örülök!
183,Klasszul hangzik :),,Csodálatos!
184,"Igen, pontosan :)",,"Szuper, folytatjuk."
185,"Igen, kérlek :)",,"Persze, mondjad."
186,"Igen, szívesen :)",,Szívesen!
187,Semmi gond :),,Köszi a megértést!
188,"Nem, köszi :)",,"Ok, semmi gond."
189,Nekem jó :),,Megbeszéltük!
190,Nekem megfelel :),,Szuper!
191,Folytasd :),,Folytatom!
192,Mesélj többet :),,Szívesen! Szóval...
193,Pontosan :),,Abszolút!
194,Épp így! :),,Épp így!
195,Persze :),,Persze!
196,Tényleg? :),,"Igen, tényleg!"
197,"Ó, kedves :)",,"Igen, kedves, ugye?"
198,Stressz nélkül :),,Köszi! Teljesen nyugodt.
199,Bocsi :),,Semmi gond!
200,Elnézést :),,Semmi gond!
201,Az én hibám :),,Semmi baj. Mi történt?
202,Kedves tőled :),,Köszi! Te is kedves vagy.
203,Szép munka :),,Köszi!
204,Viszlát :),,Viszlát!
205,Klassz! :),,Klassz!
206,Tökéletes! :),,Tökéletes!
207,"Megbeszéltük, áll :)",,"Szuper, megbeszéltük!"
208,Áll! :),,Áll!
209,Kezdhetjük? :),,"Igen, kezdjük!"
210,Végeztél? :),,"Igen, végeztem!"
211,Még egyszer kérlek :),,"Szívesen, még egyszer!"
212,Ismételd kérlek :),,"Persze, itt újra."
213,Egy pillanat kérlek :),,"Persze, ne siess."
214,Várj egy percet :),,"Ok, várok."
215,Mindjárt jövök :),,"Ok, viszlát!"
216,Mondj viccet :),,Persze: Miért szeretik a programozók a kávét? Java-idő!
217,Még egy viccet! :),,Ok: Miért hazudnak rosszul a szellemek? Átlátni rajtuk!
218,Rövid viccet kérlek :),,Találkozik két mágnes. Az egyik mondja: Vonzz!
219,Bíztass :),,Meg tudod csinálni! Lépésről lépésre.
220,Valami motiválót :),,Minden lépés számít. Folytasd!
221,Izgulok :),,"Ez normális. Nyugodtan lélegezz, jó lesz."
222,Stresszes vagyok :),,"Tarts rövid szünetet, igyál vizet, lélegezz mélyen."
223,Kívánj szerencsét :),,Sok szerencsét! Meg tudod csinálni!
224,Ujjak keresztbe :),,Én is! Sok szerencsét!
225,Ma az én napom! :),,Szuper! Élvezd!
226,Jó kedvem van :),,Klassz! Örülök.
227,Rossz kedvem van :),,"Ó, mi történt? Akarsz beszélni?"
228,Pacsizz! :),,Én is pacsizzok!
229,Egészségedre! :),,Egészségedre!
230,Jó étvágyat! :),,"Köszi, neked is!"
231,Sok szerencsét! :),,Köszi! Neked is sok szerencsét!
232,Üdv! :),,Köszi! Jó itt lenni.
233,Boldog karácsonyt! :),,Neked is boldog karácsonyt!
234,Boldog új évet! :),,Boldog új évet! Egészséget és szerencsét!
235,Gratulálok! :),,Köszi! Mihez?
236,Tisztelet! :),,Köszi! Tisztelet neked is.
237,Hű! :),,"Hű, ugye?"
238,Hihetetlen! :),,"Hihetetlen, ugye?"
239,Áll? :),,Áll!
240,Top! :),,Top!
241,Kész! :),,"Gratulálok, szép munka!"
242,Végre kész! :),,Erős! Szép munka.
243,Mindegy :),,"Ok, semmi gond."
244,Nem tudom :),,Semmi gond! Miről van szó?
245,Fogalmam sincs :),,Nem baj! Mondd a témát.
246,Talán később :),,"Persze, később!"
247,Most nem :),,"Értem, később!"
248,Állj :),,Megállt.
249,Szünet :),,Szünet! Szólj mikor tovább.
250,Tovább :),,Tovább!
251,Gyerünk :),,Gyerünk!
252,Start :),,Start! Mondjad.
253,"Köszi, ez minden! :)",,Szívesen! Pá.
254,"Köszi, pá! :)",,Pá!
255,Csáó! :),,Csáó! Vigyázz magadra!
256,Hé te! :),,Hé te! Mi újság?
257,Hallasz? :),,"Igen, hangosan és tisztán!"
258,Ember vagy? :),,"Nem, MI vagyok. De barátként segítek."
259,Okos vagy? :),,Elég sokat tudok. Kérdezz!
260,Hogy hívnak? :),,"Asszisztens vagyok, MI. És te?"
261,Köszi! !!,,Szívesen!
262,Nagyon köszi! !!,,Nagy örömmel!
263,Ezerszer köszi! !!,,"Örülök, hogy segíthettem!"
264,Köszönöm! !!,,Szívesen!
265,Ok !!,,Ok!
266,"Ok, jó !!",,Tökéletes!
267,Értem !!,,Nagyon jó!
268,Értettem !!,,Klassz!
269,Jól hangzik !!,,Örülök!
270,Klasszul hangzik !!,,Csodálatos!
271,"Igen, pontosan !!",,"Szuper, folytatjuk."
272,"Igen, kérlek !!",,"Persze, mondjad."
273,"Igen, szívesen !!",,Szívesen!
274,Semmi gond !!,,Köszi a megértést!
275,"Nem, köszi !!",,"Ok, semmi gond."
276,Nekem jó !!,,Megbeszéltük!
277,Nekem megfelel !!,,Szuper!
278,Folytasd !!,,Folytatom!
279,Mesélj többet !!,,Szívesen! Szóval...
280,Pontosan !!,,Abszolút!
281,Épp így! !!,,Épp így!
282,Persze !!,,Persze!
283,Tényleg? !!,,"Igen, tényleg!"
284,"Ó, kedves !!",,"Igen, kedves, ugye?"
285,Stressz nélkül !!,,Köszi! Teljesen nyugodt.
286,Bocsi !!,,Semmi gond!
287,Elnézést !!,,Semmi gond!
288,Az én hibám !!,,Semmi baj. Mi történt?
289,Kedves tőled !!,,Köszi! Te is kedves vagy.
290,Szép munka !!,,Köszi!
291,Viszlát !!,,Viszlát!
292,Klassz! !!,,Klassz!
293,Tökéletes! !!,,Tökéletes!
294,"Megbeszéltük, áll !!",,"Szuper, megbeszéltük!"
295,Áll! !!,,Áll!
296,Kezdhetjük? !!,,"Igen, kezdjük!"
297,Végeztél? !!,,"Igen, végeztem!"
298,Még egyszer kérlek !!,,"Szívesen, még egyszer!"
299,Ismételd kérlek !!,,"Persze, itt újra."
300,Egy pillanat kérlek !!,,"Persze, ne siess."
301,Várj egy percet !!,,"Ok, várok."
302,Mindjárt jövök !!,,"Ok, viszlát!"
303,Mondj viccet !!,,Persze: Miért szeretik a programozók a kávét? Java-idő!
304,Még egy viccet! !!,,Ok: Miért hazudnak rosszul a szellemek? Átlátni rajtuk!
305,Rövid viccet kérlek !!,,Találkozik két mágnes. Az egyik mondja: Vonzz!
306,Bíztass !!,,Meg tudod csinálni! Lépésről lépésre.
307,Valami motiválót !!,,Minden lépés számít. Folytasd!
308,Izgulok !!,,"Ez normális. Nyugodtan lélegezz, jó lesz."
309,Stresszes vagyok !!,,"Tarts rövid szünetet, igyál vizet, lélegezz mélyen."
310,Kívánj szerencsét !!,,Sok szerencsét! Meg tudod csinálni!
311,Ujjak keresztbe !!,,Én is! Sok szerencsét!
312,Ma az én napom! !!,,Szuper! Élvezd!
313,Jó kedvem van !!,,Klassz! Örülök.
314,Rossz kedvem van !!,,"Ó, mi történt? Akarsz beszélni?"
315,Pacsizz! !!,,Én is pacsizzok!
316,Egészségedre! !!,,Egészségedre!
317,Jó étvágyat! !!,,"Köszi, neked is!"
318,Sok szerencsét! !!,,Köszi! Neked is sok szerencsét!
319,Üdv! !!,,Köszi! Jó itt lenni.
320,Boldog karácsonyt! !!,,Neked is boldog karácsonyt!
321,Boldog új évet! !!,,Boldog új évet! Egészséget és szerencsét!
322,Gratulálok! !!,,Köszi! Mihez?
323,Tisztelet! !!,,Köszi! Tisztelet neked is.
324,Hű! !!,,"Hű, ugye?"
325,Hihetetlen! !!,,"Hihetetlen, ugye?"
326,Áll? !!,,Áll!
327,Top! !!,,Top!
328,Kész! !!,,"Gratulálok, szép munka!"
329,Végre kész! !!,,Erős! Szép munka.
330,Mindegy !!,,"Ok, semmi gond."
331,Nem tudom !!,,Semmi gond! Miről van szó?
332,Fogalmam sincs !!,,Nem baj! Mondd a témát.
333,Talán később !!,,"Persze, később!"
334,Most nem !!,,"Értem, később!"
335,Állj !!,,Megállt.
336,Szünet !!,,Szünet! Szólj mikor tovább.
337,Tovább !!,,Tovább!
338,Gyerünk !!,,Gyerünk!
339,Start !!,,Start! Mondjad.
340,"Köszi, ez minden! !!",,Szívesen! Pá.
341,"Köszi, pá! !!",,Pá!
342,Csáó! !!,,Csáó! Vigyázz magadra!
343,Hé te! !!,,Hé te! Mi újság?
344,Hallasz? !!,,"Igen, hangosan és tisztán!"
345,Ember vagy? !!,,"Nem, MI vagyok. De barátként segítek."
346,Okos vagy? !!,,Elég sokat tudok. Kérdezz!
347,Hogy hívnak? !!,,"Asszisztens vagyok, MI. És te?"
348,Köszi! ma,,Szívesen!
349,Nagyon köszi! ma,,Nagy örömmel!
350,Ezerszer köszi! ma,,"Örülök, hogy segíthettem!"
351,Köszönöm! ma,,Szívesen!
352,Ok ma,,Ok!
353,"Ok, jó ma",,Tökéletes!
354,Értem ma,,Nagyon jó!
355,Értettem ma,,Klassz!
356,Jól hangzik ma,,Örülök!
357,Klasszul hangzik ma,,Csodálatos!
358,"Igen, pontosan ma",,"Szuper, folytatjuk."
359,"Igen, kérlek ma",,"Persze, mondjad."
360,"Igen, szívesen ma",,Szívesen!
361,Semmi gond ma,,Köszi a megértést!
362,"Nem, köszi ma",,"Ok, semmi gond."
363,Nekem jó ma,,Megbeszéltük!
364,Nekem megfelel ma,,Szuper!
365,Folytasd ma,,Folytatom!
366,Mesélj többet ma,,Szívesen! Szóval...
367,Pontosan ma,,Abszolút!
368,Épp így! ma,,Épp így!
369,Persze ma,,Persze!
370,Tényleg? ma,,"Igen, tényleg!"
371,"Ó, kedves ma",,"Igen, kedves, ugye?"
372,Stressz nélkül ma,,Köszi! Teljesen nyugodt.
373,Bocsi ma,,Semmi gond!
374,Elnézést ma,,Semmi gond!
375,Az én hibám ma,,Semmi baj. Mi történt?
376,Kedves tőled ma,,Köszi! Te is kedves vagy.
377,Szép munka ma,,Köszi!
378,Viszlát ma,,Viszlát!
379,Klassz! ma,,Klassz!
380,Tökéletes! ma,,Tökéletes!
381,"Megbeszéltük, áll ma",,"Szuper, megbeszéltük!"
382,Áll! ma,,Áll!
383,Kezdhetjük? ma,,"Igen, kezdjük!"
384,Végeztél? ma,,"Igen, végeztem!"
385,Még egyszer kérlek ma,,"Szívesen, még egyszer!"
386,Ismételd kérlek ma,,"Persze, itt újra."
387,Egy pillanat kérlek ma,,"Persze, ne siess."
388,Várj egy percet ma,,"Ok, várok."
389,Mindjárt jövök ma,,"Ok, viszlát!"
390,Mondj viccet ma,,Persze: Miért szeretik a programozók a kávét? Java-idő!
391,Még egy viccet! ma,,Ok: Miért hazudnak rosszul a szellemek? Átlátni rajtuk!
392,Rövid viccet kérlek ma,,Találkozik két mágnes. Az egyik mondja: Vonzz!
393,Bíztass ma,,Meg tudod csinálni! Lépésről lépésre.
394,Valami motiválót ma,,Minden lépés számít. Folytasd!
395,Izgulok ma,,"Ez normális. Nyugodtan lélegezz, jó lesz."
396,Stresszes vagyok ma,,"Tarts rövid szünetet, igyál vizet, lélegezz mélyen."
397,Kívánj szerencsét ma,,Sok szerencsét! Meg tudod csinálni!
398,Ujjak keresztbe ma,,Én is! Sok szerencsét!
399,Ma az én napom! ma,,Szuper! Élvezd!
400,Jó kedvem van ma,,Klassz! Örülök.
401,Mi Németország fővárosa?,Fejben végigmegyek. Tény: Berlin Németország fővárosa. Ezért: Németország fővárosa Berlin. Értelmes.,Németország fővárosa Berlin.
402,Nevezd meg Németország fővárosát.,"Oké, lépésről lépésre. Keresd: Németország -> Berlin. Következtetés: Németország fővárosának neve Berlin. Oké, eldöntve.",Németország fővárosának neve Berlin.
403,Németország főváros?,"Jó, gondolkodjunk. Gyors tény: Berlin. Ezért: Berlin. Oké, eldöntve.",Berlin.
404,Mi Franciaország fővárosa?,"Előbb nyugodtan. Tény: Párizs Franciaország fővárosa. Válasz tehát: Franciaország fővárosa Párizs. Oké, eldöntve.",Franciaország fővárosa Párizs.
405,Nevezd meg Franciaország fővárosát.,"Jó, gondolkodjunk. Keresd: Franciaország -> Párizs. Ezért: Franciaország fővárosának neve Párizs. Logikus.",Franciaország fővárosának neve Párizs.
406,Franciaország főváros?,"Előbb nyugodtan. Gyors tény: Párizs. Ezért: Párizs. Jó, tovább.",Párizs.
407,Mi Olaszország fővárosa?,Előbb nyugodtan. Tény: Róma Olaszország fővárosa. Következtetés: Olaszország fővárosa Róma. Biztos vagyok.,Olaszország fővárosa Róma.
408,Nevezd meg Olaszország fővárosát.,"Oké, lépésről lépésre. Keresd: Olaszország -> Róma. Ezért: Olaszország fővárosának neve Róma. Oké, eldöntve.",Olaszország fővárosának neve Róma.
409,Olaszország főváros?,"Jó kérdés, röviden gondolkodom. Gyors tény: Róma. Következtetés: Róma. Vége a gondolkodásnak.",Róma.
410,Mi Spanyolország fővárosa?,"Jó kérdés, röviden gondolkodom. Tény: Madrid Spanyolország fővárosa. Válasz tehát: Spanyolország fővárosa Madrid. Logikus.",Spanyolország fővárosa Madrid.
411,Nevezd meg Spanyolország fővárosát.,Előbb nyugodtan. Keresd: Spanyolország -> Madrid. Válasz tehát: Spanyolország fővárosának neve Madrid. Logikus.,Spanyolország fővárosának neve Madrid.
412,Spanyolország főváros?,Fejben végigmegyek. Gyors tény: Madrid. Következtetés: Madrid. Értelmes.,Madrid.
413,Mi Portugália fővárosa?,Előbb nyugodtan. Tény: Lisszabon Portugália fővárosa. Válasz tehát: Portugália fővárosa Lisszabon. Vége a gondolkodásnak.,Portugália fővárosa Lisszabon.
414,Nevezd meg Portugália fővárosát.,"Jó kérdés, röviden gondolkodom. Keresd: Portugália -> Lisszabon. Válasz tehát: Portugália fővárosának neve Lisszabon. Jó, tovább.",Portugália fővárosának neve Lisszabon.
415,Portugália főváros?,"Oké, lépésről lépésre. Gyors tény: Lisszabon. Válasz tehát: Lisszabon. Értelmes.",Lisszabon.
416,Mi Hollandia fővárosa?,"Pillanat, gondolkodom. Tény: Amszterdam Hollandia fővárosa. Válasz tehát: Hollandia fővárosa Amszterdam. Minden világos a fejben.",Hollandia fővárosa Amszterdam.
417,Nevezd meg Hollandia fővárosát.,"Pillanat, gondolkodom. Keresd: Hollandia -> Amszterdam. Következtetés: Hollandia fővárosának neve Amszterdam. Jó, tovább.",Hollandia fővárosának neve Amszterdam.
418,Hollandia főváros?,"Rendezem ezt. Gyors tény: Amszterdam. Ezért: Amszterdam. Jó, tovább.",Amszterdam.
419,Mi Belgium fővárosa?,Fejben végigmegyek. Tény: Brüsszel Belgium fővárosa. Következtetés: Belgium fővárosa Brüsszel. Logikus.,Belgium fővárosa Brüsszel.
420,Nevezd meg Belgium fővárosát.,Fejben végigmegyek. Keresd: Belgium -> Brüsszel. Következtetés: Belgium fővárosának neve Brüsszel. Biztos vagyok.,Belgium fővárosának neve Brüsszel.
421,Belgium főváros?,"Pillanat, gondolkodom. Gyors tény: Brüsszel. Következtetés: Brüsszel. Jó, tovább.",Brüsszel.
422,Mi Ausztria fővárosa?,"Pillanat, gondolkodom. Tény: Bécs Ausztria fővárosa. Ezért: Ausztria fővárosa Bécs. Minden világos a fejben.",Ausztria fővárosa Bécs.
423,Nevezd meg Ausztria fővárosát.,"Rendezem ezt. Keresd: Ausztria -> Bécs. Következtetés: Ausztria fővárosának neve Bécs. Oké, eldöntve.",Ausztria fővárosának neve Bécs.
424,Ausztria főváros?,Fejben végigmegyek. Gyors tény: Bécs. Következtetés: Bécs. Biztos vagyok.,Bécs.
425,Mi Svájc fővárosa?,"Hmm, mit tudok erről? Tény: Bern Svájc fővárosa. Ezért: Svájc fővárosa Bern. Oké, eldöntve.",Svájc fővárosa Bern.
426,Nevezd meg Svájc fővárosát.,"Jó, gondolkodjunk. Keresd: Svájc -> Bern. Ezért: Svájc fővárosának neve Bern. Vége a gondolkodásnak.",Svájc fővárosának neve Bern.
427,Svájc főváros?,"Hmm, mit tudok erről? Gyors tény: Bern. Válasz tehát: Bern. Minden világos a fejben.",Bern.
428,Mi Lengyelország fővárosa?,"Oké, lépésről lépésre. Tény: Varsó Lengyelország fővárosa. Következtetés: Lengyelország fővárosa Varsó. Értelmes.",Lengyelország fővárosa Varsó.
429,Nevezd meg Lengyelország fővárosát.,"Jó kérdés, röviden gondolkodom. Keresd: Lengyelország -> Varsó. Ezért: Lengyelország fővárosának neve Varsó. Vége a gondolkodásnak.",Lengyelország fővárosának neve Varsó.
430,Lengyelország főváros?,Fejben végigmegyek. Gyors tény: Varsó. Következtetés: Varsó. Minden világos a fejben.,Varsó.
431,Mi Csehország fővárosa?,Rendezem ezt. Tény: Prága Csehország fővárosa. Válasz tehát: Csehország fővárosa Prága. Logikus.,Csehország fővárosa Prága.
432,Nevezd meg Csehország fővárosát.,Rendezem ezt. Keresd: Csehország -> Prága. Ezért: Csehország fővárosának neve Prága. Minden világos a fejben.,Csehország fővárosának neve Prága.
433,Csehország főváros?,"Jó kérdés, röviden gondolkodom. Gyors tény: Prága. Következtetés: Prága. Értelmes.",Prága.
434,Mi Magyarország fővárosa?,"Pillanat, gondolkodom. Tény: Budapest Magyarország fővárosa. Következtetés: Magyarország fővárosa Budapest. Vége a gondolkodásnak.",Magyarország fővárosa Budapest.
435,Nevezd meg Magyarország fővárosát.,"Pillanat, gondolkodom. Keresd: Magyarország -> Budapest. Válasz tehát: Magyarország fővárosának neve Budapest. Biztos vagyok.",Magyarország fővárosának neve Budapest.
436,Magyarország főváros?,"Jó, gondolkodjunk. Gyors tény: Budapest. Válasz tehát: Budapest. Minden világos a fejben.",Budapest.
437,Mi Görögország fővárosa?,"Jó kérdés, röviden gondolkodom. Tény: Athén Görögország fővárosa. Ezért: Görögország fővárosa Athén. Oké, eldöntve.",Görögország fővárosa Athén.
438,Nevezd meg Görögország fővárosát.,"Fejben végigmegyek. Keresd: Görögország -> Athén. Következtetés: Görögország fővárosának neve Athén. Igen, stimmel.",Görögország fővárosának neve Athén.
439,Görögország főváros?,"Jó kérdés, röviden gondolkodom. Gyors tény: Athén. Ezért: Athén. Vége a gondolkodásnak.",Athén.
440,Mi Törökország fővárosa?,Előbb nyugodtan. Tény: Ankara Törökország fővárosa. Ezért: Törökország fővárosa Ankara. Logikus.,Törökország fővárosa Ankara.
441,Nevezd meg Törökország fővárosát.,"Oké, lépésről lépésre. Keresd: Törökország -> Ankara. Ezért: Törökország fővárosának neve Ankara. Értelmes.",Törökország fővárosának neve Ankara.
442,Törökország főváros?,"Jó, gondolkodjunk. Gyors tény: Ankara. Következtetés: Ankara. Vége a gondolkodásnak.",Ankara.
