id,user,monologue,ai
84,"Hei, totul e bine azi?",,Da! Și la tine?
85,"Bună, totul e bine azi?",,Da! Și la tine?
86,"Salut, totul e bine azi!",,Da! Și la tine?
87,Multe de făcut?,,Puțin. Și la tine?
88,"Hei, multe de făcut?",,Puțin. Și la tine?
89,"Bună, multe de făcut!",,Puțin. Și la tine?
90,"Salut, multe de făcut?",,Puțin. Și la tine?
91,Mulțumesc!,,Cu plăcere!
92,Mulțumesc mult!,,Cu mare plăcere!
93,Mii de mulțumiri!,,Mă bucur că am putut ajuta!
94,Mersi!,,Cu plăcere!
95,Ok,,Ok!
96,"Ok, bine",,Perfect!
97,Înțeles,,Foarte bine!
98,Am priceput,,Super!
99,Sună bine,,Mă bucur!
100,Sună grozav,,Minunat!
101,"Da, exact",,"Super, continuăm."
102,"Da, te rog",,"Sigur, spune."
103,"Da, cu plăcere",,Cu plăcere!
104,Nicio problemă,,Mulțumesc pentru înțelegere!
105,"Nu, mulțumesc",,"Ok, nicio problemă."
106,Îmi convine,,Bătut!
107,E bine pentru mine,,Super!
108,Continuă,,Continui!
109,Spune mai mult,,Cu plăcere! Deci...
110,Exact,,Absolut!
111,Chiar așa!,,Chiar așa!
112,Desigur,,Desigur!
113,Serios?,,"Da, serios!"
114,"Oh, drăguț",,"Da, drăguț, nu?"
115,Fără stres,,Mulțumesc! Totul calm.
116,Scuze,,Nicio problemă!
117,Pardon,,Nicio problemă!
118,Vina mea,,Nu e nimic. Ce s-a întâmplat?
119,Drăguț din partea ta,,Mulțumesc! Și tu ești drăguț.
120,Bravo,,Mulțumesc!
121,Ne vedem,,Ne vedem!
122,Super!,,Super!
123,Perfect!,,Perfect!
124,"Bătut, de acord",,"Super, de acord!"
125,Bătut!,,Bătut!
126,Putem începe?,,"Da, începem!"
127,Ai terminat?,,"Da, am terminat!"
128,Încă o dată te rog,,"Cu plăcere, încă o dată!"
129,Repetă te rog,,"Sigur, iată din nou."
130,Un moment te rog,,"Sigur, ia-ți timp."
131,Așteaptă o secundă,,"Ok, aștept."
132,Revin imediat,,"Ok, ne vedem!"
133,Spune o glumă,,Sigur: De ce iubesc programatorii cafeaua? Ora Java!
134,Încă o glumă!,,Ok: De ce mint prost fantomele? Se vede prin ele!
135,O glumă scurtă te rog,,Se întâlnesc doi magneți. Unul zice: Mă atragi!
136,Încurajează-mă,,Poți! Pas cu pas.
137,Ceva motivant,,Fiecare pas contează. Continuă!
138,Sunt nervos,,"E normal. Respiră calm, va fi bine."
139,Sunt stresat,,"Ia o pauză scurtă, bea apă, respiră adânc."
140,Urează-mi noroc,,Noroc! Poți!
141,Degete încrucișate,,Și eu! Noroc!
142,Azi e ziua mea!,,Super! Bucură-te!
143,Sunt bine dispus,,Frumos! Mă bucur.
144,Sunt prost dispus,,"Oh, ce s-a întâmplat? Vrei să vorbești?"
145,Bate palma!,,Bate palma și tu!
146,Noroc!,,Noroc!
147,Poftă bună!,,"Mulțumesc, asemenea!"
148,Bine ai venit!,,Mulțumesc! Bine să fiu aici.
149,Crăciun fericit!,,Crăciun fericit și ție!
150,An Nou fericit!,,An Nou fericit! Sănătate și noroc!
151,Felicitări!,,Mulțumesc! Pentru ce?
152,Respect!,,Mulțumesc! Respect și ție.
153,Wow!,,"Wow, nu?"
154,Incredibil!,,"Incredibil, nu?"
155,Bătut?,,Bătut!
156,Top!,,Top!
157,Gata!,,"Felicitări, bravo!"
158,În sfârșit gata!,,Tare! Bravo.
159,Nu contează,,"Ok, nicio problemă."
160,Nu știu,,Nicio problemă! Despre ce e vorba?
161,Nicio idee,,Nu contează! Spune subiectul.
162,Poate mai târziu,,"Sigur, mai târziu!"
163,Nu acum,,"Înțeles, mai târziu!"
164,Stop,,Oprit.
165,Pauză,,Pauză! Spune când continuăm.
166,Hai,,Hai!
167,Start,,Start! Spune.
168,"Mulțumesc, asta e tot!",,Cu plăcere! Pa.
169,"Mulțumesc, pa!",,Pa!
170,Ciao!,,Ciao! Ai grijă de tine!
171,Hei tu!,,Hei tu! Ce e nou?
172,Mă auzi?,,"Da, tare și clar!"
173,Ești om?,,"Nu, sunt IA. Dar ajut ca un prieten."
174,Ești deștept?,,Știu destule. Întreabă!
175,Cum te cheamă?,,"Sunt Asistent, IA. Și tu?"
176,Mulțumesc! :),,Cu plăcere!
177,Mulțumesc mult! :),,Cu mare plăcere!
178,Mii de mulțumiri! :),,Mă bucur că am putut ajuta!
179,Mersi! :),,Cu plăcere!
180,Ok :),,Ok!
181,"Ok, bine :)",,Perfect!
182,Înțeles :),,Foarte bine!
183,Am priceput :),,Super!
184,Sună bine :),,Mă bucur!
185,Sună grozav :),,Minunat!
186,"Da, exact :)",,"Super, continuăm."
187,"Da, te rog :)",,"Sigur, spune."
188,"Da, cu plăcere :)",,Cu plăcere!
189,Nicio problemă :),,Mulțumesc pentru înțelegere!
190,"Nu, mulțumesc :)",,"Ok, nicio problemă."
191,Îmi convine :),,Bătut!
192,E bine pentru mine :),,Super!
193,Continuă :),,Continui!
194,Spune mai mult :),,Cu plăcere! Deci...
195,Exact :),,Absolut!
196,Chiar așa! :),,Chiar așa!
197,Desigur :),,Desigur!
198,Serios? :),,"Da, serios!"
199,"Oh, drăguț :)",,"Da, drăguț, nu?"
200,Fără stres :),,Mulțumesc! Totul calm.
201,Scuze :),,Nicio problemă!
202,Pardon :),,Nicio problemă!
203,Vina mea :),,Nu e nimic. Ce s-a întâmplat?
204,Drăguț din partea ta :),,Mulțumesc! Și tu ești drăguț.
205,Bravo :),,Mulțumesc!
206,Ne vedem :),,Ne vedem!
207,Super! :),,Super!
208,Perfect! :),,Perfect!
209,"Bătut, de acord :)",,"Super, de acord!"
210,Bătut! :),,Bătut!
211,Putem începe? :),,"Da, începem!"
212,Ai terminat? :),,"Da, am terminat!"
213,Încă o dată te rog :),,"Cu plăcere, încă o dată!"
214,Repetă te rog :),,"Sigur, iată din nou."
215,Un moment te rog :),,"Sigur, ia-ți timp."
216,Așteaptă o secundă :),,"Ok, aștept."
217,Revin imediat :),,"Ok, ne vedem!"
218,Spune o glumă :),,Sigur: De ce iubesc programatorii cafeaua? Ora Java!
219,Încă o glumă! :),,Ok: De ce mint prost fantomele? Se vede prin ele!
220,O glumă scurtă te rog :),,Se întâlnesc doi magneți. Unul zice: Mă atragi!
221,Încurajează-mă :),,Poți! Pas cu pas.
222,Ceva motivant :),,Fiecare pas contează. Continuă!
223,Sunt nervos :),,"E normal. Respiră calm, va fi bine."
224,Sunt stresat :),,"Ia o pauză scurtă, bea apă, respiră adânc."
225,Urează-mi noroc :),,Noroc! Poți!
226,Degete încrucișate :),,Și eu! Noroc!
227,Azi e ziua mea! :),,Super! Bucură-te!
228,Sunt bine dispus :),,Frumos! Mă bucur.
229,Sunt prost dispus :),,"Oh, ce s-a întâmplat? Vrei să vorbești?"
230,Bate palma! :),,Bate palma și tu!
231,Noroc! :),,Noroc!
232,Poftă bună! :),,"Mulțumesc, asemenea!"
233,Bine ai venit! :),,Mulțumesc! Bine să fiu aici.
234,Crăciun fericit! :),,Crăciun fericit și ție!
235,An Nou fericit! :),,An Nou fericit! Sănătate și noroc!
236,Felicitări! :),,Mulțumesc! Pentru ce?
237,Respect! :),,Mulțumesc! Respect și ție.
238,Wow! :),,"Wow, nu?"
239,Incredibil! :),,"Incredibil, nu?"
240,Bătut? :),,Bătut!
241,Top! :),,Top!
242,Gata! :),,"Felicitări, bravo!"
243,În sfârșit gata! :),,Tare! Bravo.
244,Nu contează :),,"Ok, nicio problemă."
245,Nu știu :),,Nicio problemă! Despre ce e vorba?
246,Nicio idee :),,Nu contează! Spune subiectul.
247,Poate mai târziu :),,"Sigur, mai târziu!"
248,Nu acum :),,"Înțeles, mai târziu!"
249,Stop :),,Oprit.
250,Pauză :),,Pauză! Spune când continuăm.
251,Hai :),,Hai!
252,Start :),,Start! Spune.
253,"Mulțumesc, asta e tot! :)",,Cu plăcere! Pa.
254,"Mulțumesc, pa! :)",,Pa!
255,Ciao! :),,Ciao! Ai grijă de tine!
256,Hei tu! :),,Hei tu! Ce e nou?
257,Mă auzi? :),,"Da, tare și clar!"
258,Ești om? :),,"Nu, sunt IA. Dar ajut ca un prieten."
259,Ești deștept? :),,Știu destule. Întreabă!
260,Cum te cheamă? :),,"Sunt Asistent, IA. Și tu?"
261,Mulțumesc! !!,,Cu plăcere!
262,Mulțumesc mult! !!,,Cu mare plăcere!
263,Mii de mulțumiri! !!,,Mă bucur că am putut ajuta!
264,Mersi! !!,,Cu plăcere!
265,Ok !!,,Ok!
266,"Ok, bine !!",,Perfect!
267,Înțeles !!,,Foarte bine!
268,Am priceput !!,,Super!
269,Sună bine !!,,Mă bucur!
270,Sună grozav !!,,Minunat!
271,"Da, exact !!",,"Super, continuăm."
272,"Da, te rog !!",,"Sigur, spune."
273,"Da, cu plăcere !!",,Cu plăcere!
274,Nicio problemă !!,,Mulțumesc pentru înțelegere!
275,"Nu, mulțumesc !!",,"Ok, nicio problemă."
276,Îmi convine !!,,Bătut!
277,E bine pentru mine !!,,Super!
278,Continuă !!,,Continui!
279,Spune mai mult !!,,Cu plăcere! Deci...
280,Exact !!,,Absolut!
281,Chiar așa! !!,,Chiar așa!
282,Desigur !!,,Desigur!
283,Serios? !!,,"Da, serios!"
284,"Oh, drăguț !!",,"Da, drăguț, nu?"
285,Fără stres !!,,Mulțumesc! Totul calm.
286,Scuze !!,,Nicio problemă!
287,Pardon !!,,Nicio problemă!
288,Vina mea !!,,Nu e nimic. Ce s-a întâmplat?
289,Drăguț din partea ta !!,,Mulțumesc! Și tu ești drăguț.
290,Bravo !!,,Mulțumesc!
291,Ne vedem !!,,Ne vedem!
292,Super! !!,,Super!
293,Perfect! !!,,Perfect!
294,"Bătut, de acord !!",,"Super, de acord!"
295,Bătut! !!,,Bătut!
296,Putem începe? !!,,"Da, începem!"
297,Ai terminat? !!,,"Da, am terminat!"
298,Încă o dată te rog !!,,"Cu plăcere, încă o dată!"
299,Repetă te rog !!,,"Sigur, iată din nou."
300,Un moment te rog !!,,"Sigur, ia-ți timp."
301,Așteaptă o secundă !!,,"Ok, aștept."
302,Revin imediat !!,,"Ok, ne vedem!"
303,Spune o glumă !!,,Sigur: De ce iubesc programatorii cafeaua? Ora Java!
304,Încă o glumă! !!,,Ok: De ce mint prost fantomele? Se vede prin ele!
305,O glumă scurtă te rog !!,,Se întâlnesc doi magneți. Unul zice: Mă atragi!
306,Încurajează-mă !!,,Poți! Pas cu pas.
307,Ceva motivant !!,,Fiecare pas contează. Continuă!
308,Sunt nervos !!,,"E normal. Respiră calm, va fi bine."
309,Sunt stresat !!,,"Ia o pauză scurtă, bea apă, respiră adânc."
310,Urează-mi noroc !!,,Noroc! Poți!
311,Degete încrucișate !!,,Și eu! Noroc!
312,Azi e ziua mea! !!,,Super! Bucură-te!
313,Sunt bine dispus !!,,Frumos! Mă bucur.
314,Sunt prost dispus !!,,"Oh, ce s-a întâmplat? Vrei să vorbești?"
315,Bate palma! !!,,Bate palma și tu!
316,Noroc! !!,,Noroc!
317,Poftă bună! !!,,"Mulțumesc, asemenea!"
318,Bine ai venit! !!,,Mulțumesc! Bine să fiu aici.
319,Crăciun fericit! !!,,Crăciun fericit și ție!
320,An Nou fericit! !!,,An Nou fericit! Sănătate și noroc!
321,Felicitări! !!,,Mulțumesc! Pentru ce?
322,Respect! !!,,Mulțumesc! Respect și ție.
323,Wow! !!,,"Wow, nu?"
324,Incredibil! !!,,"Incredibil, nu?"
325,Bătut? !!,,Bătut!
326,Top! !!,,Top!
327,Gata! !!,,"Felicitări, bravo!"
328,În sfârșit gata! !!,,Tare! Bravo.
329,Nu contează !!,,"Ok, nicio problemă."
330,Nu știu !!,,Nicio problemă! Despre ce e vorba?
331,Nicio idee !!,,Nu contează! Spune subiectul.
332,Poate mai târziu !!,,"Sigur, mai târziu!"
333,Nu acum !!,,"Înțeles, mai târziu!"
334,Stop !!,,Oprit.
335,Pauză !!,,Pauză! Spune când continuăm.
336,Hai !!,,Hai!
337,Start !!,,Start! Spune.
338,"Mulțumesc, asta e tot! !!",,Cu plăcere! Pa.
339,"Mulțumesc, pa! !!",,Pa!
340,Ciao! !!,,Ciao! Ai grijă de tine!
341,Hei tu! !!,,Hei tu! Ce e nou?
342,Mă auzi? !!,,"Da, tare și clar!"
343,Ești om? !!,,"Nu, sunt IA. Dar ajut ca un prieten."
344,Ești deștept? !!,,Știu destule. Întreabă!
345,Cum te cheamă? !!,,"Sunt Asistent, IA. Și tu?"
346,Mulțumesc! azi,,Cu plăcere!
347,Mulțumesc mult! azi,,Cu mare plăcere!
348,Mii de mulțumiri! azi,,Mă bucur că am putut ajuta!
349,Mersi! azi,,Cu plăcere!
350,Ok azi,,Ok!
351,"Ok, bine azi",,Perfect!
352,Înțeles azi,,Foarte bine!
353,Am priceput azi,,Super!
354,Sună bine azi,,Mă bucur!
355,Sună grozav azi,,Minunat!
356,"Da, exact azi",,"Super, continuăm."
357,"Da, te rog azi",,"Sigur, spune."
358,"Da, cu plăcere azi",,Cu plăcere!
359,Nicio problemă azi,,Mulțumesc pentru înțelegere!
360,"Nu, mulțumesc azi",,"Ok, nicio problemă."
361,Îmi convine azi,,Bătut!
362,E bine pentru mine azi,,Super!
363,Continuă azi,,Continui!
364,Spune mai mult azi,,Cu plăcere! Deci...
365,Exact azi,,Absolut!
366,Chiar așa! azi,,Chiar așa!
367,Desigur azi,,Desigur!
368,Serios? azi,,"Da, serios!"
369,"Oh, drăguț azi",,"Da, drăguț, nu?"
370,Fără stres azi,,Mulțumesc! Totul calm.
371,Scuze azi,,Nicio problemă!
372,Pardon azi,,Nicio problemă!
373,Vina mea azi,,Nu e nimic. Ce s-a întâmplat?
374,Drăguț din partea ta azi,,Mulțumesc! Și tu ești drăguț.
375,Bravo azi,,Mulțumesc!
376,Ne vedem azi,,Ne vedem!
377,Super! azi,,Super!
378,Perfect! azi,,Perfect!
379,"Bătut, de acord azi",,"Super, de acord!"
380,Bătut! azi,,Bătut!
381,Putem începe? azi,,"Da, începem!"
382,Ai terminat? azi,,"Da, am terminat!"
383,Încă o dată te rog azi,,"Cu plăcere, încă o dată!"
384,Repetă te rog azi,,"Sigur, iată din nou."
385,Un moment te rog azi,,"Sigur, ia-ți timp."
386,Așteaptă o secundă azi,,"Ok, aștept."
387,Revin imediat azi,,"Ok, ne vedem!"
388,Spune o glumă azi,,Sigur: De ce iubesc programatorii cafeaua? Ora Java!
389,Încă o glumă! azi,,Ok: De ce mint prost fantomele? Se vede prin ele!
390,O glumă scurtă te rog azi,,Se întâlnesc doi magneți. Unul zice: Mă atragi!
391,Încurajează-mă azi,,Poți! Pas cu pas.
392,Ceva motivant azi,,Fiecare pas contează. Continuă!
393,Sunt nervos azi,,"E normal. Respiră calm, va fi bine."
394,Sunt stresat azi,,"Ia o pauză scurtă, bea apă, respiră adânc."
395,Urează-mi noroc azi,,Noroc! Poți!
396,Degete încrucișate azi,,Și eu! Noroc!
397,Azi e ziua mea! azi,,Super! Bucură-te!
398,Sunt bine dispus azi,,Frumos! Mă bucur.
399,Sunt prost dispus azi,,"Oh, ce s-a întâmplat? Vrei să vorbești?"
400,Bate palma! azi,,Bate palma și tu!
401,Care e capitala Germania?,"Bine, să gândim. Fapt: Berlin e capitala Germania. Răspuns deci: Capitala Germania e Berlin. Sunt sigur.",Capitala Germania e Berlin.
402,Spune capitala Germania.,"Întâi, cu calm. Caută: Germania -> Berlin. Concluzie: Capitala Germania se numește Berlin. Sunt sigur.",Capitala Germania se numește Berlin.
403,Capitala Germania?,"Ok, pas cu pas. Fapt rapid: Berlin. Răspuns deci: Berlin. Gata cu gânditul.",Berlin.
404,Care e capitala Franța?,"Un moment, mă gândesc. Fapt: Paris e capitala Franța. Prin urmare: Capitala Franța e Paris. Sunt sigur.",Capitala Franța e Paris.
405,Spune capitala Franța.,"Hmm, ce știu despre asta? Caută: Franța -> Paris. Răspuns deci: Capitala Franța se numește Paris. Ok, decis.",Capitala Franța se numește Paris.
406,Capitala Franța?,"Întâi, cu calm. Fapt rapid: Paris. Prin urmare: Paris. Logic.",Paris.
407,Care e capitala Italia?,"Întrebare bună, mă gândesc repede. Fapt: Roma e capitala Italia. Concluzie: Capitala Italia e Roma. Are sens.",Capitala Italia e Roma.
408,Spune capitala Italia.,"Întrebare bună, mă gândesc repede. Caută: Italia -> Roma. Concluzie: Capitala Italia se numește Roma. Logic.",Capitala Italia se numește Roma.
409,Capitala Italia?,"Întrebare bună, mă gândesc repede. Fapt rapid: Roma. Concluzie: Roma. Totul clar în cap.",Roma.
410,Care e capitala Spania?,"Bine, să gândim. Fapt: Madrid e capitala Spania. Prin urmare: Capitala Spania e Madrid. Da, se potrivește.",Capitala Spania e Madrid.
411,Spune capitala Spania.,"Hmm, ce știu despre asta? Caută: Spania -> Madrid. Răspuns deci: Capitala Spania se numește Madrid. Ok, decis.",Capitala Spania se numește Madrid.
412,Capitala Spania?,"Întâi, cu calm. Fapt rapid: Madrid. Concluzie: Madrid. Ok, decis.",Madrid.
413,Care e capitala Portugalia?,"Bine, să gândim. Fapt: Lisabona e capitala Portugalia. Răspuns deci: Capitala Portugalia e Lisabona. Ok, decis.",Capitala Portugalia e Lisabona.
414,Spune capitala Portugalia.,"Întâi, cu calm. Caută: Portugalia -> Lisabona. Răspuns deci: Capitala Portugalia se numește Lisabona. Totul clar în cap.",Capitala Portugalia se numește Lisabona.
415,Capitala Portugalia?,Ordonez asta. Fapt rapid: Lisabona. Răspuns deci: Lisabona. Are sens.,Lisabona.
416,Care e capitala Țările de Jos?,"Întrebare bună, mă gândesc repede. Fapt: Amsterdam e capitala Țările de Jos. Prin urmare: Capitala Țările de Jos e Amsterdam. Totul clar în cap.",Capitala Țările de Jos e Amsterdam.
417,Spune capitala Țările de Jos.,"Întrebare bună, mă gândesc repede. Caută: Țările de Jos -> Amsterdam. Concluzie: Capitala Țările de Jos se numește Amsterdam. Logic.",Capitala Țările de Jos se numește Amsterdam.
418,Capitala Țările de Jos?,"Bine, să gândim. Fapt rapid: Amsterdam. Concluzie: Amsterdam. Bine, merg mai departe.",Amsterdam.
419,Care e capitala Belgia?,Ordonez asta. Fapt: Bruxelles e capitala Belgia. Prin urmare: Capitala Belgia e Bruxelles. Sunt sigur.,Capitala Belgia e Bruxelles.
420,Spune capitala Belgia.,"Întâi, cu calm. Caută: Belgia -> Bruxelles. Concluzie: Capitala Belgia se numește Bruxelles. Sunt sigur.",Capitala Belgia se numește Bruxelles.
421,Capitala Belgia?,"Bine, să gândim. Fapt rapid: Bruxelles. Concluzie: Bruxelles. Sunt sigur.",Bruxelles.
422,Care e capitala Austria?,"Întâi, cu calm. Fapt: Viena e capitala Austria. Concluzie: Capitala Austria e Viena. Gata cu gânditul.",Capitala Austria e Viena.
423,Spune capitala Austria.,"Întrebare bună, mă gândesc repede. Caută: Austria -> Viena. Prin urmare: Capitala Austria se numește Viena. Totul clar în cap.",Capitala Austria se numește Viena.
424,Capitala Austria?,Trec prin cap. Fapt rapid: Viena. Prin urmare: Viena. Totul clar în cap.,Viena.
425,Care e capitala Elveția?,"Întrebare bună, mă gândesc repede. Fapt: Berna e capitala Elveția. Prin urmare: Capitala Elveția e Berna. Totul clar în cap.",Capitala Elveția e Berna.
426,Spune capitala Elveția.,Trec prin cap. Caută: Elveția -> Berna. Răspuns deci: Capitala Elveția se numește Berna. Logic.,Capitala Elveția se numește Berna.
427,Capitala Elveția?,"Bine, să gândim. Fapt rapid: Berna. Concluzie: Berna. Gata cu gânditul.",Berna.
428,Care e capitala Polonia?,"Un moment, mă gândesc. Fapt: Varșovia e capitala Polonia. Prin urmare: Capitala Polonia e Varșovia. Are sens.",Capitala Polonia e Varșovia.
429,Spune capitala Polonia.,"Hmm, ce știu despre asta? Caută: Polonia -> Varșovia. Prin urmare: Capitala Polonia se numește Varșovia. Logic.",Capitala Polonia se numește Varșovia.
430,Capitala Polonia?,"Întâi, cu calm. Fapt rapid: Varșovia. Prin urmare: Varșovia. Bine, merg mai departe.",Varșovia.
431,Care e capitala Cehia?,"Ordonez asta. Fapt: Praga e capitala Cehia. Prin urmare: Capitala Cehia e Praga. Ok, decis.",Capitala Cehia e Praga.
432,Spune capitala Cehia.,"Întâi, cu calm. Caută: Cehia -> Praga. Răspuns deci: Capitala Cehia se numește Praga. Totul clar în cap.",Capitala Cehia se numește Praga.
433,Capitala Cehia?,"Bine, să gândim. Fapt rapid: Praga. Concluzie: Praga. Sunt sigur.",Praga.
434,Care e capitala Ungaria?,Trec prin cap. Fapt: Budapesta e capitala Ungaria. Concluzie: Capitala Ungaria e Budapesta. Logic.,Capitala Ungaria e Budapesta.
435,Spune capitala Ungaria.,"Ok, pas cu pas. Caută: Ungaria -> Budapesta. Răspuns deci: Capitala Ungaria se numește Budapesta. Da, se potrivește.",Capitala Ungaria se numește Budapesta.
436,Capitala Ungaria?,"Ok, pas cu pas. Fapt rapid: Budapesta. Răspuns deci: Budapesta. Sunt sigur.",Budapesta.
437,Care e capitala Grecia?,Trec prin cap. Fapt: Atena e capitala Grecia. Concluzie: Capitala Grecia e Atena. Are sens.,Capitala Grecia e Atena.
438,Spune capitala Grecia.,"Ok, pas cu pas. Caută: Grecia -> Atena. Concluzie: Capitala Grecia se numește Atena. Bine, merg mai departe.",Capitala Grecia se numește Atena.
439,Capitala Grecia?,"Un moment, mă gândesc. Fapt rapid: Atena. Prin urmare: Atena. Sunt sigur.",Atena.
440,Care e capitala Turcia?,"Hmm, ce știu despre asta? Fapt: Ankara e capitala Turcia. Prin urmare: Capitala Turcia e Ankara. Totul clar în cap.",Capitala Turcia e Ankara.
441,Spune capitala Turcia.,"Bine, să gândim. Caută: Turcia -> Ankara. Concluzie: Capitala Turcia se numește Ankara. Totul clar în cap.",Capitala Turcia se numește Ankara.
442,Capitala Turcia?,"Ok, pas cu pas. Fapt rapid: Ankara. Prin urmare: Ankara. Sunt sigur.",Ankara.
443,Care e capitala Norvegia?,"Ordonez asta. Fapt: Oslo e capitala Norvegia. Prin urmare: Capitala Norvegia e Oslo. Bine, merg mai departe.",Capitala Norvegia e Oslo.
444,Spune capitala Norvegia.,"Întâi, cu calm. Caută: Norvegia -> Oslo. Răspuns deci: Capitala Norvegia se numește Oslo. Logic.",Capitala Norvegia se numește Oslo.
445,Capitala Norvegia?,"Ordonez asta. Fapt rapid: Oslo. Răspuns deci: Oslo. Da, se potrivește.",Oslo.
446,Care e capitala Suedia?,"Un moment, mă gândesc. Fapt: Stockholm e capitala Suedia. Prin urmare: Capitala Suedia e Stockholm. Are sens.",Capitala Suedia e Stockholm.
