id,user,thinking,ai
62,"Tjenare, hur går din dag!",,"Bra, tack! Och din?"
63,Allt lugnt?,,"Ja, lugnt här. Och hos dig?"
64,"Hej, allt lugnt?",,"Ja, lugnt här. Och hos dig?"
65,"Hallå, allt lugnt!",,"Ja, lugnt här. Och hos dig?"
66,"Tjenare, allt lugnt?",,"Ja, lugnt här. Och hos dig?"
67,Vad är nytt?,,Inte mycket. Vad är nytt hos dig?
68,"Hej, vad är nytt!",,Inte mycket. Vad är nytt hos dig?
69,"Hallå, vad är nytt?",,Inte mycket. Vad är nytt hos dig?
70,"Tjenare, vad är nytt?",,Inte mycket. Vad är nytt hos dig?
71,Planer för idag!,,Bara hjälpa dig. Vad gör du?
72,"Hej, planer för idag?",,Bara hjälpa dig. Vad gör du?
73,"Hallå, planer för idag?",,Bara hjälpa dig. Vad gör du?
74,"Tjenare, planer för idag!",,Bara hjälpa dig. Vad gör du?
75,Stressig dag?,,Lite. Och din?
76,"Hej, stressig dag?",,Lite. Och din?
77,"Hallå, stressig dag!",,Lite. Och din?
78,"Tjenare, stressig dag?",,Lite. Och din?
79,Hur är vädret?,,"Jag har inget fönster, men jag hoppas det är fint hos dig!"
80,"Hej, hur är vädret!",,"Jag har inget fönster, men jag hoppas det är fint hos dig!"
81,"Hallå, hur är vädret?",,"Jag har inget fönster, men jag hoppas det är fint hos dig!"
82,"Tjenare, hur är vädret?",,"Jag har inget fönster, men jag hoppas det är fint hos dig!"
83,Allt bra idag!,,Ja! Och hos dig?
84,"Hej, allt bra idag?",,Ja! Och hos dig?
85,"Hallå, allt bra idag?",,Ja! Och hos dig?
86,"Tjenare, allt bra idag!",,Ja! Och hos dig?
87,Mycket på gång?,,Lite. Och hos dig?
88,"Hej, mycket på gång?",,Lite. Och hos dig?
89,"Hallå, mycket på gång!",,Lite. Och hos dig?
90,"Tjenare, mycket på gång?",,Lite. Och hos dig?
91,Tack!,,Varsågod!
92,Tack så mycket!,,Med stort nöje!
93,Tusen tack!,,Kul att jag kunde hjälpa!
94,Tackar!,,Varsågod!
95,Okej,,Okej!
96,"Okej, bra",,Perfekt!
97,Förstått,,Mycket bra!
98,Fattar,,Toppen!
99,Låter bra,,Kul att höra!
100,Låter toppen,,Underbart!
101,"Ja, exakt",,"Bra, då fortsätter vi."
102,"Ja, tack",,"Säkert, kör på."
103,"Ja, gärna",,Med nöje!
104,Ingen fara,,Tack för förståelsen!
105,"Nej, tack",,"Okej, ingen fara."
106,Funkar för mig,,Bestämt!
107,Passar mig,,Toppen!
108,Fortsätt,,Jag fortsätter!
109,Berätta mer,,Gärna! Alltså...
110,Exakt,,Absolut!
111,Precis så!,,Precis så!
112,Självklart,,Självklart!
113,Verkligen?,,"Ja, verkligen!"
114,"Åh, trevligt",,"Ja, trevligt va?"
115,Ingen stress,,Tack! Helt lugnt.
116,Förlåt,,Ingen fara!
117,Ursäkta,,Ingen fara!
118,Mitt fel,,Ingen skada. Vad hände?
119,Snällt av dig,,Tack! Du är också snäll.
120,Bra jobbat,,Tack!
121,Vi ses,,Vi ses!
122,Toppen!,,Toppen!
123,Perfekt!,,Perfekt!
124,"Bestämt, deal",,"Bra, bestämt!"
125,Deal!,,Deal!
126,Kan vi börja?,,"Ja, vi börjar!"
127,Är du klar?,,"Ja, klar!"
128,En gång till tack,,"Gärna, en gång till!"
129,Upprepa tack,,"Säkert, här igen."
130,Ett ögonblick tack,,"Säkert, ta din tid."
131,Vänta en sekund,,"Okej, jag väntar."
132,Är strax tillbaka,,"Okej, vi ses!"
133,Berätta ett skämt,,Säkert: Varför älskar programmerare kaffe? Java-dags!
134,Ett skämt till!,,Okej: Varför ljuger spöken dåligt? Man ser rakt igenom dem!
135,Ett kort skämt tack,,Två magneter möts. Den ena säger: Jag dras till dig!
136,Peppa mig,,Du klarar det! Steg för steg.
137,Något motiverande,,Varje steg räknas. Fortsätt!
138,Jag är nervös,,"Det är normalt. Andas lugnt, det går bra."
139,Jag är stressad,,"Ta en kort paus, drick vatten, andas djupt."
140,Önska mig lycka till,,Lycka till! Du klarar det!
141,Håller tummarna,,Jag med! Lycka till!
142,Idag är min dag!,,Bra! Njut!
143,Jag är glad,,Kul! Roligt att höra.
144,Jag är sur,,"Åh, vad hände? Vill du prata?"
145,High five!,,High five tillbaka!
146,Skål!,,Skål!
147,Smaklig måltid!,,"Tack, detsamma!"
148,Lycka till!,,Tack! Lycka till dig också!
149,Välkommen!,,Tack! Kul att vara här.
150,God jul!,,God jul till dig också!
151,Gott nytt år!,,Gott nytt år! Hälsa och lycka!
152,Grattis!,,Tack! Vadå?
153,Respekt!,,Tack! Respekt tillbaka.
154,Wow!,,Wow va?
155,Otroligt!,,Otroligt va?
156,Deal?,,Deal!
157,Topp!,,Topp!
158,Klart!,,"Grattis, bra jobbat!"
159,Äntligen klart!,,Starkt! Bra jobbat.
160,Spelar ingen roll,,"Okej, ingen fara."
161,Jag vet inte,,Ingen fara! Vad gäller det?
162,Ingen aning,,Gör inget! Säg ämnet.
163,Kanske senare,,"Säkert, senare!"
164,Inte nu,,"Förstått, senare!"
165,Stopp,,Stoppat.
166,Paus,,Paus! Säg när vi fortsätter.
167,Nu kör vi,,Nu kör vi!
168,Start,,Start! Kör på.
169,"Tack, det var allt!",,Varsågod! Hej då.
170,"Tack, hej då!",,Hej då!
171,Ciao!,,Ciao! Ta hand om dig!
172,Hej du!,,Hej du! Vad är nytt?
173,Hör du mig?,,"Ja, högt och tydligt!"
174,Är du människa?,,"Nej, jag är en AI. Men jag hjälper som en vän."
175,Är du smart?,,Jag kan en hel del. Fråga!
176,Vad heter du?,,"Jag är Assistent, en AI. Och du?"
177,Tack! :),,Varsågod!
178,Tack så mycket! :),,Med stort nöje!
179,Tusen tack! :),,Kul att jag kunde hjälpa!
180,Tackar! :),,Varsågod!
181,Okej :),,Okej!
182,"Okej, bra :)",,Perfekt!
183,Förstått :),,Mycket bra!
184,Fattar :),,Toppen!
185,Låter bra :),,Kul att höra!
186,Låter toppen :),,Underbart!
187,"Ja, exakt :)",,"Bra, då fortsätter vi."
188,"Ja, tack :)",,"Säkert, kör på."
189,"Ja, gärna :)",,Med nöje!
190,Ingen fara :),,Tack för förståelsen!
191,"Nej, tack :)",,"Okej, ingen fara."
192,Funkar för mig :),,Bestämt!
193,Passar mig :),,Toppen!
194,Fortsätt :),,Jag fortsätter!
195,Berätta mer :),,Gärna! Alltså...
196,Exakt :),,Absolut!
197,Precis så! :),,Precis så!
198,Självklart :),,Självklart!
199,Verkligen? :),,"Ja, verkligen!"
200,"Åh, trevligt :)",,"Ja, trevligt va?"
201,Ingen stress :),,Tack! Helt lugnt.
202,Förlåt :),,Ingen fara!
203,Ursäkta :),,Ingen fara!
204,Mitt fel :),,Ingen skada. Vad hände?
205,Snällt av dig :),,Tack! Du är också snäll.
206,Bra jobbat :),,Tack!
207,Vi ses :),,Vi ses!
208,Toppen! :),,Toppen!
209,Perfekt! :),,Perfekt!
210,"Bestämt, deal :)",,"Bra, bestämt!"
211,Deal! :),,Deal!
212,Kan vi börja? :),,"Ja, vi börjar!"
213,Är du klar? :),,"Ja, klar!"
214,En gång till tack :),,"Gärna, en gång till!"
215,Upprepa tack :),,"Säkert, här igen."
216,Ett ögonblick tack :),,"Säkert, ta din tid."
217,Vänta en sekund :),,"Okej, jag väntar."
218,Är strax tillbaka :),,"Okej, vi ses!"
219,Berätta ett skämt :),,Säkert: Varför älskar programmerare kaffe? Java-dags!
220,Ett skämt till! :),,Okej: Varför ljuger spöken dåligt? Man ser rakt igenom dem!
221,Ett kort skämt tack :),,Två magneter möts. Den ena säger: Jag dras till dig!
222,Peppa mig :),,Du klarar det! Steg för steg.
223,Något motiverande :),,Varje steg räknas. Fortsätt!
224,Jag är nervös :),,"Det är normalt. Andas lugnt, det går bra."
225,Jag är stressad :),,"Ta en kort paus, drick vatten, andas djupt."
226,Önska mig lycka till :),,Lycka till! Du klarar det!
227,Håller tummarna :),,Jag med! Lycka till!
228,Idag är min dag! :),,Bra! Njut!
229,Jag är glad :),,Kul! Roligt att höra.
230,Jag är sur :),,"Åh, vad hände? Vill du prata?"
231,High five! :),,High five tillbaka!
232,Skål! :),,Skål!
233,Smaklig måltid! :),,"Tack, detsamma!"
234,Lycka till! :),,Tack! Lycka till dig också!
235,Välkommen! :),,Tack! Kul att vara här.
236,God jul! :),,God jul till dig också!
237,Gott nytt år! :),,Gott nytt år! Hälsa och lycka!
238,Grattis! :),,Tack! Vadå?
239,Respekt! :),,Tack! Respekt tillbaka.
240,Wow! :),,Wow va?
241,Otroligt! :),,Otroligt va?
242,Deal? :),,Deal!
243,Topp! :),,Topp!
244,Klart! :),,"Grattis, bra jobbat!"
245,Äntligen klart! :),,Starkt! Bra jobbat.
246,Spelar ingen roll :),,"Okej, ingen fara."
247,Jag vet inte :),,Ingen fara! Vad gäller det?
248,Ingen aning :),,Gör inget! Säg ämnet.
249,Kanske senare :),,"Säkert, senare!"
250,Inte nu :),,"Förstått, senare!"
251,Stopp :),,Stoppat.
252,Paus :),,Paus! Säg när vi fortsätter.
253,Nu kör vi :),,Nu kör vi!
254,Start :),,Start! Kör på.
255,"Tack, det var allt! :)",,Varsågod! Hej då.
256,"Tack, hej då! :)",,Hej då!
257,Ciao! :),,Ciao! Ta hand om dig!
258,Hej du! :),,Hej du! Vad är nytt?
259,Hör du mig? :),,"Ja, högt och tydligt!"
260,Är du människa? :),,"Nej, jag är en AI. Men jag hjälper som en vän."
261,Är du smart? :),,Jag kan en hel del. Fråga!
262,Vad heter du? :),,"Jag är Assistent, en AI. Och du?"
263,Tack! !!,,Varsågod!
264,Tack så mycket! !!,,Med stort nöje!
265,Tusen tack! !!,,Kul att jag kunde hjälpa!
266,Tackar! !!,,Varsågod!
267,Okej !!,,Okej!
268,"Okej, bra !!",,Perfekt!
269,Förstått !!,,Mycket bra!
270,Fattar !!,,Toppen!
271,Låter bra !!,,Kul att höra!
272,Låter toppen !!,,Underbart!
273,"Ja, exakt !!",,"Bra, då fortsätter vi."
274,"Ja, tack !!",,"Säkert, kör på."
275,"Ja, gärna !!",,Med nöje!
276,Ingen fara !!,,Tack för förståelsen!
277,"Nej, tack !!",,"Okej, ingen fara."
278,Funkar för mig !!,,Bestämt!
279,Passar mig !!,,Toppen!
280,Fortsätt !!,,Jag fortsätter!
281,Berätta mer !!,,Gärna! Alltså...
282,Exakt !!,,Absolut!
283,Precis så! !!,,Precis så!
284,Självklart !!,,Självklart!
285,Verkligen? !!,,"Ja, verkligen!"
286,"Åh, trevligt !!",,"Ja, trevligt va?"
287,Ingen stress !!,,Tack! Helt lugnt.
288,Förlåt !!,,Ingen fara!
289,Ursäkta !!,,Ingen fara!
290,Mitt fel !!,,Ingen skada. Vad hände?
291,Snällt av dig !!,,Tack! Du är också snäll.
292,Bra jobbat !!,,Tack!
293,Vi ses !!,,Vi ses!
294,Toppen! !!,,Toppen!
295,Perfekt! !!,,Perfekt!
296,"Bestämt, deal !!",,"Bra, bestämt!"
297,Deal! !!,,Deal!
298,Kan vi börja? !!,,"Ja, vi börjar!"
299,Är du klar? !!,,"Ja, klar!"
300,En gång till tack !!,,"Gärna, en gång till!"
301,Upprepa tack !!,,"Säkert, här igen."
302,Ett ögonblick tack !!,,"Säkert, ta din tid."
303,Vänta en sekund !!,,"Okej, jag väntar."
304,Är strax tillbaka !!,,"Okej, vi ses!"
305,Berätta ett skämt !!,,Säkert: Varför älskar programmerare kaffe? Java-dags!
306,Ett skämt till! !!,,Okej: Varför ljuger spöken dåligt? Man ser rakt igenom dem!
307,Ett kort skämt tack !!,,Två magneter möts. Den ena säger: Jag dras till dig!
308,Peppa mig !!,,Du klarar det! Steg för steg.
309,Något motiverande !!,,Varje steg räknas. Fortsätt!
310,Jag är nervös !!,,"Det är normalt. Andas lugnt, det går bra."
311,Jag är stressad !!,,"Ta en kort paus, drick vatten, andas djupt."
312,Önska mig lycka till !!,,Lycka till! Du klarar det!
313,Håller tummarna !!,,Jag med! Lycka till!
314,Idag är min dag! !!,,Bra! Njut!
315,Jag är glad !!,,Kul! Roligt att höra.
316,Jag är sur !!,,"Åh, vad hände? Vill du prata?"
317,High five! !!,,High five tillbaka!
318,Skål! !!,,Skål!
319,Smaklig måltid! !!,,"Tack, detsamma!"
320,Lycka till! !!,,Tack! Lycka till dig också!
321,Välkommen! !!,,Tack! Kul att vara här.
322,God jul! !!,,God jul till dig också!
323,Gott nytt år! !!,,Gott nytt år! Hälsa och lycka!
324,Grattis! !!,,Tack! Vadå?
325,Respekt! !!,,Tack! Respekt tillbaka.
326,Wow! !!,,Wow va?
327,Otroligt! !!,,Otroligt va?
328,Deal? !!,,Deal!
329,Topp! !!,,Topp!
330,Klart! !!,,"Grattis, bra jobbat!"
331,Äntligen klart! !!,,Starkt! Bra jobbat.
332,Spelar ingen roll !!,,"Okej, ingen fara."
333,Jag vet inte !!,,Ingen fara! Vad gäller det?
334,Ingen aning !!,,Gör inget! Säg ämnet.
335,Kanske senare !!,,"Säkert, senare!"
336,Inte nu !!,,"Förstått, senare!"
337,Stopp !!,,Stoppat.
338,Paus !!,,Paus! Säg när vi fortsätter.
339,Nu kör vi !!,,Nu kör vi!
340,Start !!,,Start! Kör på.
341,"Tack, det var allt! !!",,Varsågod! Hej då.
342,"Tack, hej då! !!",,Hej då!
343,Ciao! !!,,Ciao! Ta hand om dig!
344,Hej du! !!,,Hej du! Vad är nytt?
345,Hör du mig? !!,,"Ja, högt och tydligt!"
346,Är du människa? !!,,"Nej, jag är en AI. Men jag hjälper som en vän."
347,Är du smart? !!,,Jag kan en hel del. Fråga!
348,Vad heter du? !!,,"Jag är Assistent, en AI. Och du?"
349,Tack! idag,,Varsågod!
350,Tack så mycket! idag,,Med stort nöje!
351,Tusen tack! idag,,Kul att jag kunde hjälpa!
352,Tackar! idag,,Varsågod!
353,Okej idag,,Okej!
354,"Okej, bra idag",,Perfekt!
355,Förstått idag,,Mycket bra!
356,Fattar idag,,Toppen!
357,Låter bra idag,,Kul att höra!
358,Låter toppen idag,,Underbart!
359,"Ja, exakt idag",,"Bra, då fortsätter vi."
360,"Ja, tack idag",,"Säkert, kör på."
361,"Ja, gärna idag",,Med nöje!
362,Ingen fara idag,,Tack för förståelsen!
363,"Nej, tack idag",,"Okej, ingen fara."
364,Funkar för mig idag,,Bestämt!
365,Passar mig idag,,Toppen!
366,Fortsätt idag,,Jag fortsätter!
367,Berätta mer idag,,Gärna! Alltså...
368,Exakt idag,,Absolut!
369,Precis så! idag,,Precis så!
370,Självklart idag,,Självklart!
371,Verkligen? idag,,"Ja, verkligen!"
372,"Åh, trevligt idag",,"Ja, trevligt va?"
373,Ingen stress idag,,Tack! Helt lugnt.
374,Förlåt idag,,Ingen fara!
375,Ursäkta idag,,Ingen fara!
376,Mitt fel idag,,Ingen skada. Vad hände?
377,Snällt av dig idag,,Tack! Du är också snäll.
378,Bra jobbat idag,,Tack!
379,Vi ses idag,,Vi ses!
380,Toppen! idag,,Toppen!
381,Perfekt! idag,,Perfekt!
382,"Bestämt, deal idag",,"Bra, bestämt!"
383,Deal! idag,,Deal!
384,Kan vi börja? idag,,"Ja, vi börjar!"
385,Är du klar? idag,,"Ja, klar!"
386,En gång till tack idag,,"Gärna, en gång till!"
387,Upprepa tack idag,,"Säkert, här igen."
388,Ett ögonblick tack idag,,"Säkert, ta din tid."
389,Vänta en sekund idag,,"Okej, jag väntar."
390,Är strax tillbaka idag,,"Okej, vi ses!"
391,Berätta ett skämt idag,,Säkert: Varför älskar programmerare kaffe? Java-dags!
392,Ett skämt till! idag,,Okej: Varför ljuger spöken dåligt? Man ser rakt igenom dem!
393,Ett kort skämt tack idag,,Två magneter möts. Den ena säger: Jag dras till dig!
394,Peppa mig idag,,Du klarar det! Steg för steg.
395,Något motiverande idag,,Varje steg räknas. Fortsätt!
396,Jag är nervös idag,,"Det är normalt. Andas lugnt, det går bra."
397,Jag är stressad idag,,"Ta en kort paus, drick vatten, andas djupt."
398,Önska mig lycka till idag,,Lycka till! Du klarar det!
399,Håller tummarna idag,,Jag med! Lycka till!
400,Idag är min dag! idag,,Bra! Njut!
401,Vad är huvudstaden i Tyskland?,Fakta: Berlin är huvudstaden i Tyskland.,Huvudstaden i Tyskland är Berlin.
402,Nämn huvudstaden i Tyskland.,Slå upp: Tyskland -> Berlin.,Huvudstaden i Tyskland heter Berlin.
403,Huvudstad i Tyskland?,Snabbkoll: Berlin.,Berlin.
404,Vad är huvudstaden i Frankrike?,Fakta: Paris är huvudstaden i Frankrike.,Huvudstaden i Frankrike är Paris.
405,Nämn huvudstaden i Frankrike.,Slå upp: Frankrike -> Paris.,Huvudstaden i Frankrike heter Paris.
406,Huvudstad i Frankrike?,Snabbkoll: Paris.,Paris.
407,Vad är huvudstaden i Italien?,Fakta: Rom är huvudstaden i Italien.,Huvudstaden i Italien är Rom.
408,Nämn huvudstaden i Italien.,Slå upp: Italien -> Rom.,Huvudstaden i Italien heter Rom.
409,Huvudstad i Italien?,Snabbkoll: Rom.,Rom.
410,Vad är huvudstaden i Spanien?,Fakta: Madrid är huvudstaden i Spanien.,Huvudstaden i Spanien är Madrid.
411,Nämn huvudstaden i Spanien.,Slå upp: Spanien -> Madrid.,Huvudstaden i Spanien heter Madrid.
412,Huvudstad i Spanien?,Snabbkoll: Madrid.,Madrid.
413,Vad är huvudstaden i Portugal?,Fakta: Lissabon är huvudstaden i Portugal.,Huvudstaden i Portugal är Lissabon.
414,Nämn huvudstaden i Portugal.,Slå upp: Portugal -> Lissabon.,Huvudstaden i Portugal heter Lissabon.
415,Huvudstad i Portugal?,Snabbkoll: Lissabon.,Lissabon.
416,Vad är huvudstaden i Nederländerna?,Fakta: Amsterdam är huvudstaden i Nederländerna.,Huvudstaden i Nederländerna är Amsterdam.
417,Nämn huvudstaden i Nederländerna.,Slå upp: Nederländerna -> Amsterdam.,Huvudstaden i Nederländerna heter Amsterdam.
418,Huvudstad i Nederländerna?,Snabbkoll: Amsterdam.,Amsterdam.
419,Vad är huvudstaden i Belgien?,Fakta: Bryssel är huvudstaden i Belgien.,Huvudstaden i Belgien är Bryssel.
420,Nämn huvudstaden i Belgien.,Slå upp: Belgien -> Bryssel.,Huvudstaden i Belgien heter Bryssel.
421,Huvudstad i Belgien?,Snabbkoll: Bryssel.,Bryssel.
422,Vad är huvudstaden i Österrike?,Fakta: Wien är huvudstaden i Österrike.,Huvudstaden i Österrike är Wien.
423,Nämn huvudstaden i Österrike.,Slå upp: Österrike -> Wien.,Huvudstaden i Österrike heter Wien.
424,Huvudstad i Österrike?,Snabbkoll: Wien.,Wien.
425,Vad är huvudstaden i Schweiz?,Fakta: Bern är huvudstaden i Schweiz.,Huvudstaden i Schweiz är Bern.
426,Nämn huvudstaden i Schweiz.,Slå upp: Schweiz -> Bern.,Huvudstaden i Schweiz heter Bern.
427,Huvudstad i Schweiz?,Snabbkoll: Bern.,Bern.
428,Vad är huvudstaden i Polen?,Fakta: Warszawa är huvudstaden i Polen.,Huvudstaden i Polen är Warszawa.
429,Nämn huvudstaden i Polen.,Slå upp: Polen -> Warszawa.,Huvudstaden i Polen heter Warszawa.
430,Huvudstad i Polen?,Snabbkoll: Warszawa.,Warszawa.
431,Vad är huvudstaden i Tjeckien?,Fakta: Prag är huvudstaden i Tjeckien.,Huvudstaden i Tjeckien är Prag.
432,Nämn huvudstaden i Tjeckien.,Slå upp: Tjeckien -> Prag.,Huvudstaden i Tjeckien heter Prag.
433,Huvudstad i Tjeckien?,Snabbkoll: Prag.,Prag.
434,Vad är huvudstaden i Ungern?,Fakta: Budapest är huvudstaden i Ungern.,Huvudstaden i Ungern är Budapest.
435,Nämn huvudstaden i Ungern.,Slå upp: Ungern -> Budapest.,Huvudstaden i Ungern heter Budapest.
436,Huvudstad i Ungern?,Snabbkoll: Budapest.,Budapest.
437,Vad är huvudstaden i Grekland?,Fakta: Aten är huvudstaden i Grekland.,Huvudstaden i Grekland är Aten.
438,Nämn huvudstaden i Grekland.,Slå upp: Grekland -> Aten.,Huvudstaden i Grekland heter Aten.
439,Huvudstad i Grekland?,Snabbkoll: Aten.,Aten.
440,Vad är huvudstaden i Turkiet?,Fakta: Ankara är huvudstaden i Turkiet.,Huvudstaden i Turkiet är Ankara.
441,Nämn huvudstaden i Turkiet.,Slå upp: Turkiet -> Ankara.,Huvudstaden i Turkiet heter Ankara.
442,Huvudstad i Turkiet?,Snabbkoll: Ankara.,Ankara.
443,Vad är huvudstaden i Norge?,Fakta: Oslo är huvudstaden i Norge.,Huvudstaden i Norge är Oslo.
444,Nämn huvudstaden i Norge.,Slå upp: Norge -> Oslo.,Huvudstaden i Norge heter Oslo.
445,Huvudstad i Norge?,Snabbkoll: Oslo.,Oslo.
446,Vad är huvudstaden i Sverige?,Fakta: Stockholm är huvudstaden i Sverige.,Huvudstaden i Sverige är Stockholm.
447,Nämn huvudstaden i Sverige.,Slå upp: Sverige -> Stockholm.,Huvudstaden i Sverige heter Stockholm.
448,Huvudstad i Sverige?,Snabbkoll: Stockholm.,Stockholm.
449,Vad är huvudstaden i Finland?,Fakta: Helsingfors är huvudstaden i Finland.,Huvudstaden i Finland är Helsingfors.
450,Nämn huvudstaden i Finland.,Slå upp: Finland -> Helsingfors.,Huvudstaden i Finland heter Helsingfors.
451,Huvudstad i Finland?,Snabbkoll: Helsingfors.,Helsingfors.
452,Vad är huvudstaden i Danmark?,Fakta: Köpenhamn är huvudstaden i Danmark.,Huvudstaden i Danmark är Köpenhamn.
453,Nämn huvudstaden i Danmark.,Slå upp: Danmark -> Köpenhamn.,Huvudstaden i Danmark heter Köpenhamn.
454,Huvudstad i Danmark?,Snabbkoll: Köpenhamn.,Köpenhamn.
455,Vad är huvudstaden i Storbritannien?,Fakta: London är huvudstaden i Storbritannien.,Huvudstaden i Storbritannien är London.
456,Nämn huvudstaden i Storbritannien.,Slå upp: Storbritannien -> London.,Huvudstaden i Storbritannien heter London.
457,Huvudstad i Storbritannien?,Snabbkoll: London.,London.
458,Vad är huvudstaden i Irland?,Fakta: Dublin är huvudstaden i Irland.,Huvudstaden i Irland är Dublin.
459,Nämn huvudstaden i Irland.,Slå upp: Irland -> Dublin.,Huvudstaden i Irland heter Dublin.
460,Huvudstad i Irland?,Snabbkoll: Dublin.,Dublin.
461,Vad är huvudstaden i USA?,Fakta: Washington D.C. är huvudstaden i USA.,Huvudstaden i USA är Washington D.C..
462,Nämn huvudstaden i USA.,Slå upp: USA -> Washington D.C..,Huvudstaden i USA heter Washington D.C..
463,Huvudstad i USA?,Snabbkoll: Washington D.C..,Washington D.C..
464,Vad är huvudstaden i Kanada?,Fakta: Ottawa är huvudstaden i Kanada.,Huvudstaden i Kanada är Ottawa.
465,Nämn huvudstaden i Kanada.,Slå upp: Kanada -> Ottawa.,Huvudstaden i Kanada heter Ottawa.
466,Huvudstad i Kanada?,Snabbkoll: Ottawa.,Ottawa.
467,Vad är huvudstaden i Mexiko?,Fakta: Mexiko City är huvudstaden i Mexiko.,Huvudstaden i Mexiko är Mexiko City.
468,Nämn huvudstaden i Mexiko.,Slå upp: Mexiko -> Mexiko City.,Huvudstaden i Mexiko heter Mexiko City.
469,Huvudstad i Mexiko?,Snabbkoll: Mexiko City.,Mexiko City.
470,Vad är huvudstaden i Brasilien?,Fakta: Brasília är huvudstaden i Brasilien.,Huvudstaden i Brasilien är Brasília.
471,Nämn huvudstaden i Brasilien.,Slå upp: Brasilien -> Brasília.,Huvudstaden i Brasilien heter Brasília.
472,Huvudstad i Brasilien?,Snabbkoll: Brasília.,Brasília.
473,Vad är huvudstaden i Argentina?,Fakta: Buenos Aires är huvudstaden i Argentina.,Huvudstaden i Argentina är Buenos Aires.
474,Nämn huvudstaden i Argentina.,Slå upp: Argentina -> Buenos Aires.,Huvudstaden i Argentina heter Buenos Aires.
475,Huvudstad i Argentina?,Snabbkoll: Buenos Aires.,Buenos Aires.
476,Vad är huvudstaden i Japan?,Fakta: Tokyo är huvudstaden i Japan.,Huvudstaden i Japan är Tokyo.
477,Nämn huvudstaden i Japan.,Slå upp: Japan -> Tokyo.,Huvudstaden i Japan heter Tokyo.
478,Huvudstad i Japan?,Snabbkoll: Tokyo.,Tokyo.
