id,user,monologue,ai
160,Možná později,,"Jasně, později!"
161,Teď ne,,"Rozumím, později!"
162,Stop,,Zastaveno.
163,Pauza,,Pauza! Dej vědět kdy dál.
164,Dál,,Dál!
165,Pojďme,,Pojďme!
166,Start,,Start! Mluv.
167,"Děkuji, to je vše!",,Prosím! Pa.
168,"Děkuji, pa!",,Pa!
169,Ciao!,,Ciao! Měj se!
170,Hej ty!,,Hej ty! Co je nového?
171,Slyšíš mě?,,"Ano, hlasitě a jasně!"
172,Jsi člověk?,,"Ne, jsem AI. Ale pomáhám jako přítel."
173,Jsi chytrý?,,Vím docela dost. Ptej se!
174,Jak se jmenuješ?,,"Jsem Asistent, AI. A ty?"
175,Děkuji! :),,Prosím!
176,Moc děkuji! :),,S potěšením!
177,Tisíceré díky! :),,Rád jsem pomohl!
178,Díky! :),,Prosím!
179,Ok :),,Ok!
180,"Ok, dobré :)",,Perfektní!
181,Rozumím :),,Velmi dobře!
182,Chápu :),,Skvěle!
183,Zní dobře :),,Rád slyším!
184,Zní skvěle :),,Úžasné!
185,"Ano, přesně :)",,"Super, pokračujeme."
186,"Ano, prosím :)",,"Jasně, mluv."
187,"Ano, rád :)",,S potěšením!
188,Žádný problém :),,Díky za pochopení!
189,"Ne, děkuji :)",,"Ok, žádný problém."
190,Hodí se mi :),,Domluveno!
191,Mně vyhovuje :),,Super!
192,Pokračuj :),,Pokračuji!
193,Povídej víc :),,Rád! Takže...
194,Přesně :),,Absolutně!
195,Právě tak! :),,Právě tak!
196,Jasně :),,Jasně!
197,Opravdu? :),,"Ano, opravdu!"
198,"Ó, milé :)",,"Ano, milé, že?"
199,Bez stresu :),,Díky! Zcela klidné.
200,Promiň :),,Žádný problém!
201,Omlouvám se :),,Žádný problém!
202,Moje chyba :),,Nic se nestalo. Co se stalo?
203,Milé od tebe :),,Díky! Ty jsi taky milý.
204,Dobrá práce :),,Díky!
205,Uvidíme se :),,Uvidíme se!
206,Skvěle! :),,Skvěle!
207,Perfektní! :),,Perfektní!
208,"Domluveno, platí :)",,"Super, domluveno!"
209,Platí! :),,Platí!
210,Můžeme začít? :),,"Ano, začínáme!"
211,Skončil jsi? :),,"Ano, skončil!"
212,Ještě jednou prosím :),,"Rád, ještě jednou!"
213,Zopakuj prosím :),,"Jasně, tady znovu."
214,Chvilku prosím :),,"Jasně, nespěchej."
215,Počkej sekundu :),,"Ok, čekám."
216,Hned jsem zpět :),,"Ok, uvidíme se!"
217,Pověz vtip :),,Jasně: Proč programátoři milují kávu? Čas na Javu!
218,Ještě jeden vtip! :),,Ok: Proč duchové špatně lžou? Je skrz ně vidět!
219,Krátký vtip prosím :),,Potkají se dva magnety. Jeden říká: Přitahuješ mě!
220,Povzbuď mě :),,Zvládneš to! Krok za krokem.
221,Něco motivujícího :),,Každý krok se počítá. Pokračuj!
222,Jsem nervózní :),,"To je normální. Dýchej klidně, bude to dobré."
223,Jsem ve stresu :),,"Dej si krátkou pauzu, napij se, dýchej zhluboka."
224,Popřej mi štěstí :),,Hodně štěstí! Zvládneš to!
225,Držím palce :),,Já taky! Hodně štěstí!
226,Dnes je můj den! :),,Super! Užij si!
227,Mám dobrou náladu :),,Skvěle! Rád slyším.
228,Mám špatnou náladu :),,"Ó, co se stalo? Chceš si popovídat?"
229,Plácni si! :),,Plácám taky!
230,Na zdraví! :),,Na zdraví!
231,Dobrou chuť! :),,"Díky, tobě taky!"
232,Hodně štěstí! :),,Díky! Hodně štěstí i tobě!
233,Vítej! :),,Díky! Rád jsem tu.
234,Veselé Vánoce! :),,Veselé Vánoce i tobě!
235,Šťastný Nový rok! :),,Šťastný Nový rok! Zdraví a štěstí!
236,Gratuluji! :),,Díky! K čemu?
237,Respekt! :),,Díky! Respekt taky.
238,Wow! :),,"Wow, že?"
239,Neuvěřitelné! :),,"Neuvěřitelné, že?"
240,Platí? :),,Platí!
241,Top! :),,Top!
242,Hotovo! :),,"Gratuluji, dobrá práce!"
243,Konečně hotovo! :),,Silné! Dobrá práce.
244,To je jedno :),,"Ok, žádný problém."
245,Nevím :),,Žádný problém! O co jde?
246,Nemám tušení :),,Nevadí! Řekni téma.
247,Možná později :),,"Jasně, později!"
248,Teď ne :),,"Rozumím, později!"
249,Stop :),,Zastaveno.
250,Pauza :),,Pauza! Dej vědět kdy dál.
251,Dál :),,Dál!
252,Pojďme :),,Pojďme!
253,Start :),,Start! Mluv.
254,"Děkuji, to je vše! :)",,Prosím! Pa.
255,"Děkuji, pa! :)",,Pa!
256,Ciao! :),,Ciao! Měj se!
257,Hej ty! :),,Hej ty! Co je nového?
258,Slyšíš mě? :),,"Ano, hlasitě a jasně!"
259,Jsi člověk? :),,"Ne, jsem AI. Ale pomáhám jako přítel."
260,Jsi chytrý? :),,Vím docela dost. Ptej se!
261,Jak se jmenuješ? :),,"Jsem Asistent, AI. A ty?"
262,Děkuji! !!,,Prosím!
263,Moc děkuji! !!,,S potěšením!
264,Tisíceré díky! !!,,Rád jsem pomohl!
265,Díky! !!,,Prosím!
266,Ok !!,,Ok!
267,"Ok, dobré !!",,Perfektní!
268,Rozumím !!,,Velmi dobře!
269,Chápu !!,,Skvěle!
270,Zní dobře !!,,Rád slyším!
271,Zní skvěle !!,,Úžasné!
272,"Ano, přesně !!",,"Super, pokračujeme."
273,"Ano, prosím !!",,"Jasně, mluv."
274,"Ano, rád !!",,S potěšením!
275,Žádný problém !!,,Díky za pochopení!
276,"Ne, děkuji !!",,"Ok, žádný problém."
277,Hodí se mi !!,,Domluveno!
278,Mně vyhovuje !!,,Super!
279,Pokračuj !!,,Pokračuji!
280,Povídej víc !!,,Rád! Takže...
281,Přesně !!,,Absolutně!
282,Právě tak! !!,,Právě tak!
283,Jasně !!,,Jasně!
284,Opravdu? !!,,"Ano, opravdu!"
285,"Ó, milé !!",,"Ano, milé, že?"
286,Bez stresu !!,,Díky! Zcela klidné.
287,Promiň !!,,Žádný problém!
288,Omlouvám se !!,,Žádný problém!
289,Moje chyba !!,,Nic se nestalo. Co se stalo?
290,Milé od tebe !!,,Díky! Ty jsi taky milý.
291,Dobrá práce !!,,Díky!
292,Uvidíme se !!,,Uvidíme se!
293,Skvěle! !!,,Skvěle!
294,Perfektní! !!,,Perfektní!
295,"Domluveno, platí !!",,"Super, domluveno!"
296,Platí! !!,,Platí!
297,Můžeme začít? !!,,"Ano, začínáme!"
298,Skončil jsi? !!,,"Ano, skončil!"
299,Ještě jednou prosím !!,,"Rád, ještě jednou!"
300,Zopakuj prosím !!,,"Jasně, tady znovu."
301,Chvilku prosím !!,,"Jasně, nespěchej."
302,Počkej sekundu !!,,"Ok, čekám."
303,Hned jsem zpět !!,,"Ok, uvidíme se!"
304,Pověz vtip !!,,Jasně: Proč programátoři milují kávu? Čas na Javu!
305,Ještě jeden vtip! !!,,Ok: Proč duchové špatně lžou? Je skrz ně vidět!
306,Krátký vtip prosím !!,,Potkají se dva magnety. Jeden říká: Přitahuješ mě!
307,Povzbuď mě !!,,Zvládneš to! Krok za krokem.
308,Něco motivujícího !!,,Každý krok se počítá. Pokračuj!
309,Jsem nervózní !!,,"To je normální. Dýchej klidně, bude to dobré."
310,Jsem ve stresu !!,,"Dej si krátkou pauzu, napij se, dýchej zhluboka."
311,Popřej mi štěstí !!,,Hodně štěstí! Zvládneš to!
312,Držím palce !!,,Já taky! Hodně štěstí!
313,Dnes je můj den! !!,,Super! Užij si!
314,Mám dobrou náladu !!,,Skvěle! Rád slyším.
315,Mám špatnou náladu !!,,"Ó, co se stalo? Chceš si popovídat?"
316,Plácni si! !!,,Plácám taky!
317,Na zdraví! !!,,Na zdraví!
318,Dobrou chuť! !!,,"Díky, tobě taky!"
319,Hodně štěstí! !!,,Díky! Hodně štěstí i tobě!
320,Vítej! !!,,Díky! Rád jsem tu.
321,Veselé Vánoce! !!,,Veselé Vánoce i tobě!
322,Šťastný Nový rok! !!,,Šťastný Nový rok! Zdraví a štěstí!
323,Gratuluji! !!,,Díky! K čemu?
324,Respekt! !!,,Díky! Respekt taky.
325,Wow! !!,,"Wow, že?"
326,Neuvěřitelné! !!,,"Neuvěřitelné, že?"
327,Platí? !!,,Platí!
328,Top! !!,,Top!
329,Hotovo! !!,,"Gratuluji, dobrá práce!"
330,Konečně hotovo! !!,,Silné! Dobrá práce.
331,To je jedno !!,,"Ok, žádný problém."
332,Nevím !!,,Žádný problém! O co jde?
333,Nemám tušení !!,,Nevadí! Řekni téma.
334,Možná později !!,,"Jasně, později!"
335,Teď ne !!,,"Rozumím, později!"
336,Stop !!,,Zastaveno.
337,Pauza !!,,Pauza! Dej vědět kdy dál.
338,Dál !!,,Dál!
339,Pojďme !!,,Pojďme!
340,Start !!,,Start! Mluv.
341,"Děkuji, to je vše! !!",,Prosím! Pa.
342,"Děkuji, pa! !!",,Pa!
343,Ciao! !!,,Ciao! Měj se!
344,Hej ty! !!,,Hej ty! Co je nového?
345,Slyšíš mě? !!,,"Ano, hlasitě a jasně!"
346,Jsi člověk? !!,,"Ne, jsem AI. Ale pomáhám jako přítel."
347,Jsi chytrý? !!,,Vím docela dost. Ptej se!
348,Jak se jmenuješ? !!,,"Jsem Asistent, AI. A ty?"
349,Děkuji! dnes,,Prosím!
350,Moc děkuji! dnes,,S potěšením!
351,Tisíceré díky! dnes,,Rád jsem pomohl!
352,Díky! dnes,,Prosím!
353,Ok dnes,,Ok!
354,"Ok, dobré dnes",,Perfektní!
355,Rozumím dnes,,Velmi dobře!
356,Chápu dnes,,Skvěle!
357,Zní dobře dnes,,Rád slyším!
358,Zní skvěle dnes,,Úžasné!
359,"Ano, přesně dnes",,"Super, pokračujeme."
360,"Ano, prosím dnes",,"Jasně, mluv."
361,"Ano, rád dnes",,S potěšením!
362,Žádný problém dnes,,Díky za pochopení!
363,"Ne, děkuji dnes",,"Ok, žádný problém."
364,Hodí se mi dnes,,Domluveno!
365,Mně vyhovuje dnes,,Super!
366,Pokračuj dnes,,Pokračuji!
367,Povídej víc dnes,,Rád! Takže...
368,Přesně dnes,,Absolutně!
369,Právě tak! dnes,,Právě tak!
370,Jasně dnes,,Jasně!
371,Opravdu? dnes,,"Ano, opravdu!"
372,"Ó, milé dnes",,"Ano, milé, že?"
373,Bez stresu dnes,,Díky! Zcela klidné.
374,Promiň dnes,,Žádný problém!
375,Omlouvám se dnes,,Žádný problém!
376,Moje chyba dnes,,Nic se nestalo. Co se stalo?
377,Milé od tebe dnes,,Díky! Ty jsi taky milý.
378,Dobrá práce dnes,,Díky!
379,Uvidíme se dnes,,Uvidíme se!
380,Skvěle! dnes,,Skvěle!
381,Perfektní! dnes,,Perfektní!
382,"Domluveno, platí dnes",,"Super, domluveno!"
383,Platí! dnes,,Platí!
384,Můžeme začít? dnes,,"Ano, začínáme!"
385,Skončil jsi? dnes,,"Ano, skončil!"
386,Ještě jednou prosím dnes,,"Rád, ještě jednou!"
387,Zopakuj prosím dnes,,"Jasně, tady znovu."
388,Chvilku prosím dnes,,"Jasně, nespěchej."
389,Počkej sekundu dnes,,"Ok, čekám."
390,Hned jsem zpět dnes,,"Ok, uvidíme se!"
391,Pověz vtip dnes,,Jasně: Proč programátoři milují kávu? Čas na Javu!
392,Ještě jeden vtip! dnes,,Ok: Proč duchové špatně lžou? Je skrz ně vidět!
393,Krátký vtip prosím dnes,,Potkají se dva magnety. Jeden říká: Přitahuješ mě!
394,Povzbuď mě dnes,,Zvládneš to! Krok za krokem.
395,Něco motivujícího dnes,,Každý krok se počítá. Pokračuj!
396,Jsem nervózní dnes,,"To je normální. Dýchej klidně, bude to dobré."
397,Jsem ve stresu dnes,,"Dej si krátkou pauzu, napij se, dýchej zhluboka."
398,Popřej mi štěstí dnes,,Hodně štěstí! Zvládneš to!
399,Držím palce dnes,,Já taky! Hodně štěstí!
400,Dnes je můj den! dnes,,Super! Užij si!
401,Jaké je hlavní město Německo?,"Dobrá otázka, krátce popřemýšlím. Fakt: Berlín je hlavní město Německo. Proto: Hlavní město Německo je Berlín. Jsem si jistý.",Hlavní město Německo je Berlín.
402,Uveď hlavní město Německo.,"Probírám v hlavě. Hledej: Německo -> Berlín. Proto: Hlavní město Německo se jmenuje Berlín. Dobře, dál.",Hlavní město Německo se jmenuje Berlín.
403,Hlavní město Německo?,"Moment, zamyslím se. Rychlý fakt: Berlín. Závěr: Berlín. Ok, rozhodnuto.",Berlín.
404,Jaké je hlavní město Francie?,"Moment, zamyslím se. Fakt: Paříž je hlavní město Francie. Závěr: Hlavní město Francie je Paříž. Ano, sedí.",Hlavní město Francie je Paříž.
405,Uveď hlavní město Francie.,"Ok, krok za krokem. Hledej: Francie -> Paříž. Proto: Hlavní město Francie se jmenuje Paříž. Konec myšlení.",Hlavní město Francie se jmenuje Paříž.
406,Hlavní město Francie?,"Moment, zamyslím se. Rychlý fakt: Paříž. Proto: Paříž. Vše jasné v hlavě.",Paříž.
407,Jaké je hlavní město Itálie?,"Ok, krok za krokem. Fakt: Řím je hlavní město Itálie. Závěr: Hlavní město Itálie je Řím. Dobře, dál.",Hlavní město Itálie je Řím.
408,Uveď hlavní město Itálie.,Nejprve klidně. Hledej: Itálie -> Řím. Závěr: Hlavní město Itálie se jmenuje Řím. Vše jasné v hlavě.,Hlavní město Itálie se jmenuje Řím.
409,Hlavní město Itálie?,Nejprve klidně. Rychlý fakt: Řím. Závěr: Řím. Dává to smysl.,Řím.
410,Jaké je hlavní město Španělsko?,"Moment, zamyslím se. Fakt: Madrid je hlavní město Španělsko. Odpověď tedy: Hlavní město Španělsko je Madrid. Logické.",Hlavní město Španělsko je Madrid.
411,Uveď hlavní město Španělsko.,"Hmm, co o tom vím? Hledej: Španělsko -> Madrid. Závěr: Hlavní město Španělsko se jmenuje Madrid. Konec myšlení.",Hlavní město Španělsko se jmenuje Madrid.
412,Hlavní město Španělsko?,"Dobrá otázka, krátce popřemýšlím. Rychlý fakt: Madrid. Proto: Madrid. Logické.",Madrid.
413,Jaké je hlavní město Portugalsko?,"Ok, krok za krokem. Fakt: Lisabon je hlavní město Portugalsko. Odpověď tedy: Hlavní město Portugalsko je Lisabon. Jsem si jistý.",Hlavní město Portugalsko je Lisabon.
414,Uveď hlavní město Portugalsko.,"Dobře, popřemýšlejme. Hledej: Portugalsko -> Lisabon. Odpověď tedy: Hlavní město Portugalsko se jmenuje Lisabon. Konec myšlení.",Hlavní město Portugalsko se jmenuje Lisabon.
415,Hlavní město Portugalsko?,"Moment, zamyslím se. Rychlý fakt: Lisabon. Odpověď tedy: Lisabon. Konec myšlení.",Lisabon.
416,Jaké je hlavní město Nizozemsko?,"Moment, zamyslím se. Fakt: Amsterdam je hlavní město Nizozemsko. Proto: Hlavní město Nizozemsko je Amsterdam. Dobře, dál.",Hlavní město Nizozemsko je Amsterdam.
417,Uveď hlavní město Nizozemsko.,"Srovnám si to. Hledej: Nizozemsko -> Amsterdam. Odpověď tedy: Hlavní město Nizozemsko se jmenuje Amsterdam. Ok, rozhodnuto.",Hlavní město Nizozemsko se jmenuje Amsterdam.
418,Hlavní město Nizozemsko?,Srovnám si to. Rychlý fakt: Amsterdam. Odpověď tedy: Amsterdam. Dává to smysl.,Amsterdam.
419,Jaké je hlavní město Belgie?,"Ok, krok za krokem. Fakt: Brusel je hlavní město Belgie. Proto: Hlavní město Belgie je Brusel. Dává to smysl.",Hlavní město Belgie je Brusel.
420,Uveď hlavní město Belgie.,"Ok, krok za krokem. Hledej: Belgie -> Brusel. Proto: Hlavní město Belgie se jmenuje Brusel. Ok, rozhodnuto.",Hlavní město Belgie se jmenuje Brusel.
421,Hlavní město Belgie?,"Dobře, popřemýšlejme. Rychlý fakt: Brusel. Proto: Brusel. Ano, sedí.",Brusel.
422,Jaké je hlavní město Rakousko?,"Dobrá otázka, krátce popřemýšlím. Fakt: Vídeň je hlavní město Rakousko. Odpověď tedy: Hlavní město Rakousko je Vídeň. Ano, sedí.",Hlavní město Rakousko je Vídeň.
423,Uveď hlavní město Rakousko.,Probírám v hlavě. Hledej: Rakousko -> Vídeň. Odpověď tedy: Hlavní město Rakousko se jmenuje Vídeň. Dává to smysl.,Hlavní město Rakousko se jmenuje Vídeň.
424,Hlavní město Rakousko?,"Ok, krok za krokem. Rychlý fakt: Vídeň. Odpověď tedy: Vídeň. Konec myšlení.",Vídeň.
425,Jaké je hlavní město Švýcarsko?,Probírám v hlavě. Fakt: Bern je hlavní město Švýcarsko. Proto: Hlavní město Švýcarsko je Bern. Logické.,Hlavní město Švýcarsko je Bern.
426,Uveď hlavní město Švýcarsko.,"Hmm, co o tom vím? Hledej: Švýcarsko -> Bern. Proto: Hlavní město Švýcarsko se jmenuje Bern. Ano, sedí.",Hlavní město Švýcarsko se jmenuje Bern.
427,Hlavní město Švýcarsko?,"Probírám v hlavě. Rychlý fakt: Bern. Proto: Bern. Ano, sedí.",Bern.
428,Jaké je hlavní město Polsko?,"Probírám v hlavě. Fakt: Varšava je hlavní město Polsko. Závěr: Hlavní město Polsko je Varšava. Dobře, dál.",Hlavní město Polsko je Varšava.
429,Uveď hlavní město Polsko.,"Nejprve klidně. Hledej: Polsko -> Varšava. Závěr: Hlavní město Polsko se jmenuje Varšava. Dobře, dál.",Hlavní město Polsko se jmenuje Varšava.
430,Hlavní město Polsko?,"Hmm, co o tom vím? Rychlý fakt: Varšava. Závěr: Varšava. Logické.",Varšava.
431,Jaké je hlavní město Česko?,Srovnám si to. Fakt: Praha je hlavní město Česko. Závěr: Hlavní město Česko je Praha. Jsem si jistý.,Hlavní město Česko je Praha.
432,Uveď hlavní město Česko.,"Dobrá otázka, krátce popřemýšlím. Hledej: Česko -> Praha. Proto: Hlavní město Česko se jmenuje Praha. Konec myšlení.",Hlavní město Česko se jmenuje Praha.
433,Hlavní město Česko?,Srovnám si to. Rychlý fakt: Praha. Závěr: Praha. Konec myšlení.,Praha.
434,Jaké je hlavní město Maďarsko?,"Nejprve klidně. Fakt: Budapešť je hlavní město Maďarsko. Proto: Hlavní město Maďarsko je Budapešť. Ano, sedí.",Hlavní město Maďarsko je Budapešť.
435,Uveď hlavní město Maďarsko.,"Dobrá otázka, krátce popřemýšlím. Hledej: Maďarsko -> Budapešť. Závěr: Hlavní město Maďarsko se jmenuje Budapešť. Konec myšlení.",Hlavní město Maďarsko se jmenuje Budapešť.
436,Hlavní město Maďarsko?,"Dobře, popřemýšlejme. Rychlý fakt: Budapešť. Proto: Budapešť. Ok, rozhodnuto.",Budapešť.
437,Jaké je hlavní město Řecko?,Probírám v hlavě. Fakt: Atény je hlavní město Řecko. Proto: Hlavní město Řecko je Atény. Vše jasné v hlavě.,Hlavní město Řecko je Atény.
438,Uveď hlavní město Řecko.,"Moment, zamyslím se. Hledej: Řecko -> Atény. Závěr: Hlavní město Řecko se jmenuje Atény. Ok, rozhodnuto.",Hlavní město Řecko se jmenuje Atény.
439,Hlavní město Řecko?,Nejprve klidně. Rychlý fakt: Atény. Odpověď tedy: Atény. Vše jasné v hlavě.,Atény.
440,Jaké je hlavní město Turecko?,"Dobře, popřemýšlejme. Fakt: Ankara je hlavní město Turecko. Proto: Hlavní město Turecko je Ankara. Dobře, dál.",Hlavní město Turecko je Ankara.
