id,text
99,"Bullying is repeated harassment or exclusion. Talk to trusted people, document incidents, get help."
100,Peace means living together without war and violence.
101,Freedom means living self-determined without harming others.
102,Justice means fair and equal treatment for everyone.
103,The sky is blue due to Rayleigh scattering: blue sunlight is scattered more in the atmosphere than red.
104,"Rain forms by evaporation: water rises, cools, forms clouds and falls back as drops."
105,"Photosynthesis is how plants make sugar and oxygen from light, water and CO2."
106,Weather is the short-term state of the atmosphere; climate is the average over about 30 years.
107,"A fridge pumps heat from inside out with coolant: it evaporates inside, absorbs heat, releases it outside."
108,"Electricity is simply the directed movement of electric charges, usually electrons in a wire."
109,"Water is H2O, a compound of hydrogen and oxygen."
110,A virus is a tiny pathogen that cannot multiply without a host cell.
111,"Artificial intelligence means programs that learn from data, recognize patterns and solve tasks like text or images."
112,"A browser is the program you open websites with, e.g. Chrome, Firefox, Edge or Safari."
113,"An app is an application program, usually for phones, e.g. for messages, photos or games."
114,"Water keeps circulation and focus stable, helps kidneys and skin, prevents headaches."
115,"About 2 minutes, twice a day."
116,"Gravity is the attraction between masses. Earth pulls everything down, so things fall."
117,"Air is a gas mix, mostly nitrogen and oxygen."
118,The heart pumps blood through the body.
119,The lungs take up oxygen and release carbon dioxide.
120,"Sleep supports recovery, memory and the immune system."
121,"Fever is raised body temperature, often a defense against infection."
122,"A strong password is long, unique per service and best stored in a password manager."
123,Wi-Fi is a wireless local network for internet without cables.
124,The cloud means servers on the internet where you store data and use services.
125,GPS finds position from signals of several satellites and their travel time.
126,"Day and night exist because Earth rotates. The sunny side has day, the other night."
127,Seasons come from the tilt of Earth axis: each hemisphere leans toward the sun in turn.
128,The Moon shines because it reflects sunlight.
129,The Sun is a star of hot gas giving light and warmth.
130,"Our solar system has 8 planets: Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, Neptune."
131,"An atom is the smallest unit of matter, made of nucleus and electrons."
132,Recycling means collecting waste and turning it into new products.
133,The greenhouse effect traps heat in the atmosphere. Too many greenhouse gases warm the climate further.
134,"Bees pollinate plants, securing harvests and biodiversity."
135,"Leaves are green because of chlorophyll, the pigment for photosynthesis."
136,"Mammals have fur, give birth to live young and nurse them with milk."
137,A battery turns chemical energy into electric energy.
138,Solar cells turn sunlight directly into electric power.
139,A computer virus is a harmful program that spreads and causes damage. Protect with updates and care with attachments.
140,"Plastic barely rots, litters nature and seas, and breaks into microplastics."
141,An earthquake happens when tectonic plates move suddenly and release energy.
142,Honey is made by bees from flower nectar.
143,25 times 4 is 100.
144,12 percent of 200 is 24.
145,It arrives at 4:45 pm.
146,2 apples are left.
147,You sleep 8 hours.
148,Each person gets 25 euros.
149,2 hours are 120 minutes.
150,"A year has 365 days, a leap year 366."
151,A minute has 60 seconds.
152,30 plus 57 is 87.
153,76 minus 61 is 15.
154,9 times 10 is 90.
155,88 divided by 11 is 8.
156,10 percent of 500 is 50.
157,32 plus 42 is 74.
158,83 minus 25 is 58.
159,3 times 9 is 27.
160,36 divided by 6 is 6.
161,5 percent of 500 is 25.
162,53 plus 58 is 111.
163,93 minus 83 is 10.
164,2 times 11 is 22.
165,128 divided by 8 is 16.
166,50 percent of 1000 is 500.
167,41 plus 43 is 84.
168,25 minus 21 is 4.
169,2 times 10 is 20.
170,9 divided by 3 is 3.
171,5 percent of 200 is 10.
172,58 plus 17 is 75.
173,81 minus 5 is 76.
174,9 times 7 is 63.
175,180 divided by 9 is 20.
176,16 plus 42 is 58.
177,42 minus 33 is 9.
178,2 times 12 is 24.
179,48 divided by 3 is 16.
180,50 percent of 300 is 150.
181,28 plus 37 is 65.
182,15 minus 13 is 2.
183,6 times 7 is 42.
184,90 divided by 5 is 18.
185,15 percent of 100 is 15.
186,6 plus 38 is 44.
187,18 minus 14 is 4.
188,3 times 6 is 18.
189,32 divided by 8 is 4.
190,5 percent of 1000 is 50.
191,2 plus 15 is 17.
192,31 minus 3 is 28.
193,9 times 8 is 72.
194,120 divided by 8 is 15.
195,42 plus 14 is 56.
196,91 minus 36 is 55.
197,7 times 3 is 21.
198,72 divided by 6 is 12.
199,5 percent of 400 is 20.
200,50 plus 9 is 59.
201,22 minus 9 is 13.
202,3 times 2 is 6.
203,32 divided by 2 is 16.
204,20 percent of 200 is 40.
205,45 plus 37 is 82.
206,29 minus 16 is 13.
207,10 times 5 is 50.
208,60 divided by 4 is 15.
209,50 percent of 400 is 200.
210,9 plus 27 is 36.
211,58 minus 15 is 43.
212,2 times 6 is 12.
213,121 divided by 11 is 11.
214,13 plus 27 is 40.
215,82 minus 75 is 7.
216,32 divided by 4 is 8.
217,20 percent of 300 is 60.
218,2 plus 51 is 53.
219,83 minus 44 is 39.
220,6 times 8 is 48.
221,12 divided by 3 is 4.
222,39 plus 42 is 81.
223,36 minus 2 is 34.
224,11 times 7 is 77.
225,112 divided by 7 is 16.
226,32 plus 55 is 87.
227,78 minus 19 is 59.
228,8 times 4 is 32.
229,72 divided by 12 is 6.
230,15 percent of 200 is 30.
231,54 plus 41 is 95.
232,36 minus 14 is 22.
233,4 times 12 is 48.
234,80 divided by 10 is 8.
235,58 plus 32 is 90.
236,82 minus 12 is 70.
237,8 times 2 is 16.
238,15 divided by 3 is 5.
239,18 plus 17 is 35.
240,99 minus 92 is 7.
241,8 times 6 is 48.
242,136 divided by 8 is 17.
243,15 percent of 500 is 75.
244,13 plus 48 is 61.
245,13 minus 4 is 9.
246,5 times 9 is 45.
247,40 divided by 10 is 4.
248,60 plus 60 is 120.
249,31 minus 25 is 6.
250,2 times 3 is 6.
251,90 divided by 6 is 15.
252,27 minus 11 is 16.
253,7 times 10 is 70.
254,66 divided by 11 is 6.
255,5 percent of 300 is 15.
256,10 plus 59 is 69.
257,62 minus 23 is 39.
258,12 times 10 is 120.
259,25 percent of 100 is 25.
260,It ends at 9:45 pm.
261,The appointment is at 12:30.
262,It is done at 5:05 pm.
263,It lasts 5 hours and 15 minutes.
264,You are done at 7:30 pm.
265,Best in short daily units with flashcards and active use in sentences plus regular repetition.
266,"Set a budget, check subscriptions, cook more often, compare prices and save a fixed amount first each month."
267,"Make pasta with simple tomato sauce: season tomatoes, cook, pour over pasta, sprinkle cheese."
268,"Take: ID or passport, ticket, money, phone plus charger, medicine, hygiene and a change of clothes in hand luggage."
269,"Name the mistake, take responsibility, show regret and offer to make up for it, short and honest."
270,"Set travel and hotel, pick 2-3 highlights per day, plan buffers for food and ways, set a daily budget."
271,"Yes, take one. At 80 percent rain is very likely."
272,"Both have perks: paper is distraction-free and good for memory, phones are searchable and always with you."
273,"First collect trash, then laundry, put everything back, wipe briefly at the end."
274,"Roll clothes instead of folding, heavy items down, fill gaps with socks."
275,"Wash rice, boil with double water, simmer about 10-12 minutes."
276,"Salt plenty of water, boil, cook pasta 8-10 minutes, drain."
277,"Mix flour, milk, egg and a pinch of salt, fry thin until golden."
278,"Light on, glass of water, move briefly and get fresh air."
279,"Sleep dark and cool, put the phone away, keep a fixed routine."
280,"Split material into blocks, quiz yourself actively, take breaks, repeat next day."
281,Write a short cover letter plus a table CV and relevant certificates.
282,"Set a budget, search portals, prepare documents, visit viewings with questions."
283,"Finger test: water only when top is dry, avoid waterlogging."
284,"Pick 3 priorities, plan time blocks with breaks, put distractions away."
285,"Start with 2x per week walking or light training, increase slowly."
286,"Keep a bottle ready, drink a glass with each meal, use reminders."
287,"For example oats with fruit and yoghurt, or wholegrain bread with egg."
288,"Short breaks, movement, enough sleep and talking to someone help."
289,"Cancel early, give a short reason, suggest a replacement date."
290,"Ask concretely: what, until when, why. Example: Can you help me carry this today? Thanks!"
291,"Say no briefly and kindly, offer an alternative if possible."
292,"Set a target, save monthly automatically, add extras."
293,"Be flexible with dates, compare portals, book early."
294,"Download offline maps, follow signs, ask locals."
295,"Dogs need lots of walks and training, cats are more independent. Choose by time and space."
296,"Trains are relaxed and often greener, cars flexible with luggage. With traffic, trains usually win."
297,"Take the apple for vitamins and fullness, chocolate only as an exception."
298,"PCs give more power for the money, laptops are mobile. For max power choose PC."
299,"Cities offer jobs and closeness, the countryside calm and space. Choose by work and lifestyle."
300,"Sleep matters more because it consolidates learning. Study earlier, sleep enough."
301,Keep it if it suffices. Buy new only on defect or real need.
302,"Fake news is invented news. Check source, date and other media."
303,"A fact is provable and checkable, an opinion is a personal view."
304,"In good weather take the bike (about 20 min, healthy), in rain the bus."
305,Water quenches thirst best and has no sugar. Juice only diluted.
306,"Drink water first, coffee after in moderation."
307,"Rent if you stay flexible; if you stay long and can afford, check buying with all costs."
308,Choose by duties and sleep: enough sleep and a fixed rhythm matter most.
309,"No, plan rest days. 3-4 times per week is often enough, daily only light."
310,No. Rest and see a doctor with high or long fever.
311,"List criteria, score them, check costs and gut feeling, decide by a deadline."
312,"Save 100 euros per month automatically, e.g. standing order after payday."
313,"Needing is necessary for life, wanting is a wish beyond that."
314,"Time is limited and cannot be brought back, money can be earned again. Balance counts."
315,"I do not think for greetings, thanks and small talk. I think for facts, math, explanations, comparisons and decisions, then I show thinking."
316,Tolerance in short: Tolerance means accepting other opinions and ways of life.
317,Patience in short: Patience means waiting calmly and staying on it.
318,Courage in short: Courage means doing the right thing despite fear.
319,Discipline in short: Discipline means sticking to it even without motivation.
320,Creativity in short: Creativity means finding new ideas and solutions.
321,Teamwork in short: Teamwork means working together toward a goal.
322,Responsibility in short: Responsibility means standing up for actions and consequences.
323,Trust in short: Trust means being able to rely on others.
324,Politeness in short: Politeness means being respectful and friendly.
325,Punctuality in short: Punctuality means keeping agreed times.
326,Reliability in short: Reliability means keeping promises.
327,Health in short: Health means physical and mental well-being.
328,Happiness in short: Happiness means contentment and joyful moments.
329,Success in short: Success means reaching set goals.
330,Learning in short: Learning means gaining knowledge and skills.
331,Knowledge in short: Knowledge means understood information about the world.
332,Experience in short: Experience means knowledge from own living.
333,Humour in short: Humour means being able to laugh about funny things.
334,Love in short: Love means deep affection and care.
335,Fact: The capital of Germany is Berlin.
336,Did you know? The capital of Germany is Berlin.
337,Keep in mind: The capital of Germany is Berlin.
338,In short: The capital of Germany is Berlin.
339,Good to know: The capital of Germany is Berlin.
340,It is certain: The capital of Germany is Berlin.
341,Fact: The capital of Germany is called Berlin.
342,Did you know? The capital of Germany is called Berlin.
343,Keep in mind: The capital of Germany is called Berlin.
344,In short: The capital of Germany is called Berlin.
345,Good to know: The capital of Germany is called Berlin.
346,It is certain: The capital of Germany is called Berlin.
347,Fact: The capital of France is Paris.
348,Did you know? The capital of France is Paris.
349,Keep in mind: The capital of France is Paris.
350,In short: The capital of France is Paris.
351,Good to know: The capital of France is Paris.
352,It is certain: The capital of France is Paris.
353,Fact: The capital of France is called Paris.
354,Did you know? The capital of France is called Paris.
355,Keep in mind: The capital of France is called Paris.
356,In short: The capital of France is called Paris.
357,Good to know: The capital of France is called Paris.
358,It is certain: The capital of France is called Paris.
359,Fact: The capital of Italy is Rome.
360,Did you know? The capital of Italy is Rome.
361,Keep in mind: The capital of Italy is Rome.
362,In short: The capital of Italy is Rome.
363,Good to know: The capital of Italy is Rome.
364,It is certain: The capital of Italy is Rome.
365,Fact: The capital of Italy is called Rome.
366,Did you know? The capital of Italy is called Rome.
367,Keep in mind: The capital of Italy is called Rome.
368,In short: The capital of Italy is called Rome.
369,Good to know: The capital of Italy is called Rome.
370,It is certain: The capital of Italy is called Rome.
371,Fact: The capital of Spain is Madrid.
372,Did you know? The capital of Spain is Madrid.
373,Keep in mind: The capital of Spain is Madrid.
374,In short: The capital of Spain is Madrid.
375,Good to know: The capital of Spain is Madrid.
376,It is certain: The capital of Spain is Madrid.
377,Fact: The capital of Spain is called Madrid.
378,Did you know? The capital of Spain is called Madrid.
379,Keep in mind: The capital of Spain is called Madrid.
380,In short: The capital of Spain is called Madrid.
381,Good to know: The capital of Spain is called Madrid.
382,It is certain: The capital of Spain is called Madrid.
383,Fact: The capital of Portugal is Lisbon.
384,Did you know? The capital of Portugal is Lisbon.
385,Keep in mind: The capital of Portugal is Lisbon.
386,In short: The capital of Portugal is Lisbon.
387,Good to know: The capital of Portugal is Lisbon.
388,It is certain: The capital of Portugal is Lisbon.
389,Fact: The capital of Portugal is called Lisbon.
390,Did you know? The capital of Portugal is called Lisbon.
391,Keep in mind: The capital of Portugal is called Lisbon.
392,In short: The capital of Portugal is called Lisbon.
393,Good to know: The capital of Portugal is called Lisbon.
394,It is certain: The capital of Portugal is called Lisbon.
395,Fact: The capital of Netherlands is Amsterdam.
396,Did you know? The capital of Netherlands is Amsterdam.
397,Keep in mind: The capital of Netherlands is Amsterdam.
398,In short: The capital of Netherlands is Amsterdam.
399,Good to know: The capital of Netherlands is Amsterdam.
400,It is certain: The capital of Netherlands is Amsterdam.
401,Fact: The capital of Netherlands is called Amsterdam.
402,Did you know? The capital of Netherlands is called Amsterdam.
403,Keep in mind: The capital of Netherlands is called Amsterdam.
404,In short: The capital of Netherlands is called Amsterdam.
405,Good to know: The capital of Netherlands is called Amsterdam.
406,It is certain: The capital of Netherlands is called Amsterdam.
407,Fact: The capital of Belgium is Brussels.
408,Did you know? The capital of Belgium is Brussels.
409,Keep in mind: The capital of Belgium is Brussels.
410,In short: The capital of Belgium is Brussels.
411,Good to know: The capital of Belgium is Brussels.
412,It is certain: The capital of Belgium is Brussels.
413,Fact: The capital of Belgium is called Brussels.
414,Did you know? The capital of Belgium is called Brussels.
415,Keep in mind: The capital of Belgium is called Brussels.
416,In short: The capital of Belgium is called Brussels.
417,Good to know: The capital of Belgium is called Brussels.
418,It is certain: The capital of Belgium is called Brussels.
419,Fact: The capital of Austria is Vienna.
420,Did you know? The capital of Austria is Vienna.
421,Keep in mind: The capital of Austria is Vienna.
422,In short: The capital of Austria is Vienna.
423,Good to know: The capital of Austria is Vienna.
424,It is certain: The capital of Austria is Vienna.
425,Fact: The capital of Austria is called Vienna.
426,Did you know? The capital of Austria is called Vienna.
427,Keep in mind: The capital of Austria is called Vienna.
428,In short: The capital of Austria is called Vienna.
429,Good to know: The capital of Austria is called Vienna.
430,It is certain: The capital of Austria is called Vienna.
431,Fact: The capital of Switzerland is Bern.
432,Did you know? The capital of Switzerland is Bern.
433,Keep in mind: The capital of Switzerland is Bern.
434,In short: The capital of Switzerland is Bern.
435,Good to know: The capital of Switzerland is Bern.
436,It is certain: The capital of Switzerland is Bern.
437,Fact: The capital of Switzerland is called Bern.
438,Did you know? The capital of Switzerland is called Bern.
439,Keep in mind: The capital of Switzerland is called Bern.
440,In short: The capital of Switzerland is called Bern.
441,Good to know: The capital of Switzerland is called Bern.
442,It is certain: The capital of Switzerland is called Bern.
443,Fact: The capital of Poland is Warsaw.
444,Did you know? The capital of Poland is Warsaw.
445,Keep in mind: The capital of Poland is Warsaw.
446,In short: The capital of Poland is Warsaw.
447,Good to know: The capital of Poland is Warsaw.
448,It is certain: The capital of Poland is Warsaw.
449,Fact: The capital of Poland is called Warsaw.
450,Did you know? The capital of Poland is called Warsaw.
451,Keep in mind: The capital of Poland is called Warsaw.
452,In short: The capital of Poland is called Warsaw.
453,Good to know: The capital of Poland is called Warsaw.
454,It is certain: The capital of Poland is called Warsaw.
455,Fact: The capital of Czechia is Prague.
456,Did you know? The capital of Czechia is Prague.
457,Keep in mind: The capital of Czechia is Prague.
458,In short: The capital of Czechia is Prague.
459,Good to know: The capital of Czechia is Prague.
460,It is certain: The capital of Czechia is Prague.
461,Fact: The capital of Czechia is called Prague.
462,Did you know? The capital of Czechia is called Prague.
463,Keep in mind: The capital of Czechia is called Prague.
464,In short: The capital of Czechia is called Prague.
465,Good to know: The capital of Czechia is called Prague.
466,It is certain: The capital of Czechia is called Prague.
467,Fact: The capital of Hungary is Budapest.
468,Did you know? The capital of Hungary is Budapest.
469,Keep in mind: The capital of Hungary is Budapest.
470,In short: The capital of Hungary is Budapest.
471,Good to know: The capital of Hungary is Budapest.
472,It is certain: The capital of Hungary is Budapest.
473,Fact: The capital of Hungary is called Budapest.
474,Did you know? The capital of Hungary is called Budapest.
475,Keep in mind: The capital of Hungary is called Budapest.
476,In short: The capital of Hungary is called Budapest.
477,Good to know: The capital of Hungary is called Budapest.
478,It is certain: The capital of Hungary is called Budapest.
479,Fact: The capital of Greece is Athens.
480,Did you know? The capital of Greece is Athens.
481,Keep in mind: The capital of Greece is Athens.
482,In short: The capital of Greece is Athens.
483,Good to know: The capital of Greece is Athens.
484,It is certain: The capital of Greece is Athens.
485,Fact: The capital of Greece is called Athens.
486,Did you know? The capital of Greece is called Athens.
487,Keep in mind: The capital of Greece is called Athens.
488,In short: The capital of Greece is called Athens.
489,Good to know: The capital of Greece is called Athens.
490,It is certain: The capital of Greece is called Athens.
491,Fact: The capital of Turkey is Ankara.
492,Did you know? The capital of Turkey is Ankara.
493,Keep in mind: The capital of Turkey is Ankara.
494,In short: The capital of Turkey is Ankara.
495,Good to know: The capital of Turkey is Ankara.
496,It is certain: The capital of Turkey is Ankara.
497,Fact: The capital of Turkey is called Ankara.
498,Did you know? The capital of Turkey is called Ankara.
499,Keep in mind: The capital of Turkey is called Ankara.
500,In short: The capital of Turkey is called Ankara.
501,Good to know: The capital of Turkey is called Ankara.
502,It is certain: The capital of Turkey is called Ankara.
503,Fact: The capital of Norway is Oslo.
504,Did you know? The capital of Norway is Oslo.
505,Keep in mind: The capital of Norway is Oslo.
506,In short: The capital of Norway is Oslo.
507,Good to know: The capital of Norway is Oslo.
508,It is certain: The capital of Norway is Oslo.
509,Fact: The capital of Norway is called Oslo.
510,Did you know? The capital of Norway is called Oslo.
511,Keep in mind: The capital of Norway is called Oslo.
512,In short: The capital of Norway is called Oslo.
513,Good to know: The capital of Norway is called Oslo.
514,It is certain: The capital of Norway is called Oslo.
515,Fact: The capital of Sweden is Stockholm.
516,Did you know? The capital of Sweden is Stockholm.
517,Keep in mind: The capital of Sweden is Stockholm.
518,In short: The capital of Sweden is Stockholm.
519,Good to know: The capital of Sweden is Stockholm.
520,It is certain: The capital of Sweden is Stockholm.
521,Fact: The capital of Sweden is called Stockholm.
522,Did you know? The capital of Sweden is called Stockholm.
523,Keep in mind: The capital of Sweden is called Stockholm.
524,In short: The capital of Sweden is called Stockholm.
525,Good to know: The capital of Sweden is called Stockholm.
526,It is certain: The capital of Sweden is called Stockholm.
527,Fact: The capital of Finland is Helsinki.
528,Did you know? The capital of Finland is Helsinki.
529,Keep in mind: The capital of Finland is Helsinki.
530,In short: The capital of Finland is Helsinki.
531,Good to know: The capital of Finland is Helsinki.
532,It is certain: The capital of Finland is Helsinki.
533,Fact: The capital of Finland is called Helsinki.
534,Did you know? The capital of Finland is called Helsinki.
535,Keep in mind: The capital of Finland is called Helsinki.
536,In short: The capital of Finland is called Helsinki.
537,Good to know: The capital of Finland is called Helsinki.
538,It is certain: The capital of Finland is called Helsinki.
539,Fact: The capital of Denmark is Copenhagen.
540,Did you know? The capital of Denmark is Copenhagen.
541,Keep in mind: The capital of Denmark is Copenhagen.
542,In short: The capital of Denmark is Copenhagen.
543,Good to know: The capital of Denmark is Copenhagen.
544,It is certain: The capital of Denmark is Copenhagen.
545,Fact: The capital of Denmark is called Copenhagen.
546,Did you know? The capital of Denmark is called Copenhagen.
547,Keep in mind: The capital of Denmark is called Copenhagen.
548,In short: The capital of Denmark is called Copenhagen.
549,Good to know: The capital of Denmark is called Copenhagen.
550,It is certain: The capital of Denmark is called Copenhagen.
551,Fact: The capital of the United Kingdom is London.
552,Did you know? The capital of the United Kingdom is London.
553,Keep in mind: The capital of the United Kingdom is London.
554,In short: The capital of the United Kingdom is London.
555,Good to know: The capital of the United Kingdom is London.
556,It is certain: The capital of the United Kingdom is London.
557,Fact: The capital of the United Kingdom is called London.
558,Did you know? The capital of the United Kingdom is called London.
559,Keep in mind: The capital of the United Kingdom is called London.
560,In short: The capital of the United Kingdom is called London.
561,Good to know: The capital of the United Kingdom is called London.
562,It is certain: The capital of the United Kingdom is called London.
563,Fact: The capital of Ireland is Dublin.
564,Did you know? The capital of Ireland is Dublin.
565,Keep in mind: The capital of Ireland is Dublin.
566,In short: The capital of Ireland is Dublin.
567,Good to know: The capital of Ireland is Dublin.
568,It is certain: The capital of Ireland is Dublin.
569,Fact: The capital of Ireland is called Dublin.
570,Did you know? The capital of Ireland is called Dublin.
571,Keep in mind: The capital of Ireland is called Dublin.
572,In short: The capital of Ireland is called Dublin.
573,Good to know: The capital of Ireland is called Dublin.
574,It is certain: The capital of Ireland is called Dublin.
575,Fact: The capital of the USA is Washington D.C..
576,Did you know? The capital of the USA is Washington D.C..
577,Keep in mind: The capital of the USA is Washington D.C..
578,In short: The capital of the USA is Washington D.C..
579,Good to know: The capital of the USA is Washington D.C..
580,It is certain: The capital of the USA is Washington D.C..
581,Fact: The capital of the USA is called Washington D.C..
582,Did you know? The capital of the USA is called Washington D.C..
583,Keep in mind: The capital of the USA is called Washington D.C..
584,In short: The capital of the USA is called Washington D.C..
585,Good to know: The capital of the USA is called Washington D.C..
586,It is certain: The capital of the USA is called Washington D.C..
587,Fact: Washington D.C..
588,Did you know? Washington D.C..
589,Keep in mind: Washington D.C..
590,In short: Washington D.C..
591,Good to know: Washington D.C..
592,It is certain: Washington D.C..
593,Fact: The capital of Canada is Ottawa.
594,Did you know? The capital of Canada is Ottawa.
595,Keep in mind: The capital of Canada is Ottawa.
596,In short: The capital of Canada is Ottawa.
597,Good to know: The capital of Canada is Ottawa.
598,It is certain: The capital of Canada is Ottawa.
599,Fact: The capital of Canada is called Ottawa.
600,Did you know? The capital of Canada is called Ottawa.
601,Keep in mind: The capital of Canada is called Ottawa.
602,In short: The capital of Canada is called Ottawa.
603,Good to know: The capital of Canada is called Ottawa.
604,It is certain: The capital of Canada is called Ottawa.
605,Fact: The capital of Mexico is Mexico City.
606,Did you know? The capital of Mexico is Mexico City.
607,Keep in mind: The capital of Mexico is Mexico City.
608,In short: The capital of Mexico is Mexico City.
609,Good to know: The capital of Mexico is Mexico City.
610,It is certain: The capital of Mexico is Mexico City.
611,Fact: The capital of Mexico is called Mexico City.
612,Did you know? The capital of Mexico is called Mexico City.
613,Keep in mind: The capital of Mexico is called Mexico City.
614,In short: The capital of Mexico is called Mexico City.
615,Good to know: The capital of Mexico is called Mexico City.
616,It is certain: The capital of Mexico is called Mexico City.
617,Fact: The capital of Brazil is Brasilia.
618,Did you know? The capital of Brazil is Brasilia.
619,Keep in mind: The capital of Brazil is Brasilia.
620,In short: The capital of Brazil is Brasilia.
621,Good to know: The capital of Brazil is Brasilia.
622,It is certain: The capital of Brazil is Brasilia.
623,Fact: The capital of Brazil is called Brasilia.
624,Did you know? The capital of Brazil is called Brasilia.
625,Keep in mind: The capital of Brazil is called Brasilia.
626,In short: The capital of Brazil is called Brasilia.
627,Good to know: The capital of Brazil is called Brasilia.
628,It is certain: The capital of Brazil is called Brasilia.
629,Fact: The capital of Argentina is Buenos Aires.
630,Did you know? The capital of Argentina is Buenos Aires.
631,Keep in mind: The capital of Argentina is Buenos Aires.
632,In short: The capital of Argentina is Buenos Aires.
633,Good to know: The capital of Argentina is Buenos Aires.
634,It is certain: The capital of Argentina is Buenos Aires.
635,Fact: The capital of Argentina is called Buenos Aires.
636,Did you know? The capital of Argentina is called Buenos Aires.
637,Keep in mind: The capital of Argentina is called Buenos Aires.
638,In short: The capital of Argentina is called Buenos Aires.
639,Good to know: The capital of Argentina is called Buenos Aires.
640,It is certain: The capital of Argentina is called Buenos Aires.
641,Fact: The capital of Japan is Tokyo.
642,Did you know? The capital of Japan is Tokyo.
643,Keep in mind: The capital of Japan is Tokyo.
644,In short: The capital of Japan is Tokyo.
645,Good to know: The capital of Japan is Tokyo.
646,It is certain: The capital of Japan is Tokyo.
647,Fact: The capital of Japan is called Tokyo.
648,Did you know? The capital of Japan is called Tokyo.
649,Keep in mind: The capital of Japan is called Tokyo.
650,In short: The capital of Japan is called Tokyo.
