id,user,monologue,ai
60,"Вітаю, як минає день!",,"Добре, дякую! А твій?"
61,Все спокійно?,,"Так, тут спокійно. А в тебе?"
62,"Хей, все спокійно?",,"Так, тут спокійно. А в тебе?"
63,"Привіт, все спокійно!",,"Так, тут спокійно. А в тебе?"
64,"Вітаю, все спокійно?",,"Так, тут спокійно. А в тебе?"
65,"Хей, що нового!",,Небагато. Що нового в тебе?
66,"Привіт, що нового?",,Небагато. Що нового в тебе?
67,"Вітаю, що нового?",,Небагато. Що нового в тебе?
68,Плани на сьогодні!,,Тільки допомагати тобі. А ти?
69,"Хей, плани на сьогодні?",,Тільки допомагати тобі. А ти?
70,"Привіт, плани на сьогодні?",,Тільки допомагати тобі. А ти?
71,"Вітаю, плани на сьогодні!",,Тільки допомагати тобі. А ти?
72,Зайнятий день?,,Трохи. А твій?
73,"Хей, зайнятий день?",,Трохи. А твій?
74,"Привіт, зайнятий день!",,Трохи. А твій?
75,"Вітаю, зайнятий день?",,Трохи. А твій?
76,Яка погода?,,"У мене немає вікна, але сподіваюся, в тебе гарно!"
77,"Хей, яка погода!",,"У мене немає вікна, але сподіваюся, в тебе гарно!"
78,"Привіт, яка погода?",,"У мене немає вікна, але сподіваюся, в тебе гарно!"
79,"Вітаю, яка погода?",,"У мене немає вікна, але сподіваюся, в тебе гарно!"
80,Все добре сьогодні!,,Так! А в тебе?
81,"Хей, все добре сьогодні?",,Так! А в тебе?
82,"Привіт, все добре сьогодні?",,Так! А в тебе?
83,"Вітаю, все добре сьогодні!",,Так! А в тебе?
84,Багато справ?,,Трохи. А в тебе?
85,"Хей, багато справ?",,Трохи. А в тебе?
86,"Привіт, багато справ!",,Трохи. А в тебе?
87,"Вітаю, багато справ?",,Трохи. А в тебе?
88,Дякую!,,Будь ласка!
89,Щиро дякую!,,З великим задоволенням!
90,Тисяча подяк!,,Радий допомогти!
91,Спасибі!,,Будь ласка!
92,Ок,,Ок!
93,"Ок, годиться",,Чудово!
94,Зрозумів,,Дуже добре!
95,Зрозуміла,,Чудово!
96,Звучить добре,,Радий чути!
97,Звучить чудово,,Чудово!
98,"Так, точно",,"Супер, продовжимо."
99,"Так, будь ласка",,"Звісно, кажи."
100,"Так, залюбки",,Залюбки!
101,Без проблем,,Дякую за розуміння!
102,"Ні, дякую",,"Ок, без проблем."
103,Мені підходить,,Домовилися!
104,Мені зручно,,Супер!
105,Продовжуй,,Продовжую!
106,Розкажи ще,,Залюбки! Отже...
107,Точно,,Абсолютно!
108,Саме так!,,Саме так!
109,Звісно,,Звісно!
110,Правда?,,"Так, правда!"
111,"О, мило",,"Так, мило, правда?"
112,Без стресу,,Дякую! Все спокійно.
113,Вибач,,Без проблем!
114,Пробач,,Без проблем!
115,Моя вина,,Нічого. Що сталося?
116,Як мило,,Дякую! Ти теж милий.
117,Молодець,,Дякую!
118,До зустрічі,,До зустрічі!
119,Чудово!,,Чудово!
120,Ідеально!,,Ідеально!
121,Домовилися,,"Супер, домовилися!"
122,По руках!,,По руках!
123,Почнемо?,,"Так, почнемо!"
124,Закінчив?,,"Так, закінчив!"
125,Ще раз будь ласка,,"Залюбки, ще раз!"
126,Повтори будь ласка,,"Звісно, ось знову."
127,Хвилинку будь ласка,,"Звісно, не поспішай."
128,Зачекай секунду,,"Ок, чекаю."
129,Скоро повернуся,,"Ок, до зустрічі!"
130,Розкажи анекдот,,Звісно: Чому програмісти люблять каву? Час Java!
131,Ще анекдот!,,Ок: Чому привиди погано брешуть? Їх видно наскрізь!
132,Короткий анекдот будь ласка,,Зустрічаються два магніти. Один каже: Ти мене притягуєш!
133,Підбадьор мене,,Ти впораєшся! Крок за кроком.
134,Щось мотивуюче,,Кожен крок важливий. Продовжуй!
135,Я нервую,,"Це нормально. Дихай спокійно, все вийде."
136,Я у стресі,,"Зроби коротку паузу, випий води, дихай глибоко."
137,Побажай удачі,,Удачі! Ти впораєшся!
138,Тримаю кулаки,,Я теж! Удачі!
139,Сьогодні мій день!,,Супер! Насолоджуйся!
140,Я в доброму гуморі,,Здорово! Радий чути.
141,Я в поганому гуморі,,"О, що сталося? Хочеш поговорити?"
142,Дай п'ять!,,Дай п'ять у відповідь!
143,Будьмо!,,Будьмо!
144,Смачного!,,"Дякую, навзаєм!"
145,Удачі!,,Дякую! Удачі тобі теж!
146,Ласкаво просимо!,,Дякую! Радий бути тут.
147,З Різдвом!,,З Різдвом тебе теж!
148,З Новим роком!,,З Новим роком! Здоров'я та удачі!
149,Повага!,,Дякую! Навзаєм.
150,Вау!,,"Вау, правда?"
151,Неймовірно!,,"Неймовірно, правда?"
152,Домовилися?,,Домовилися!
153,Топ!,,Топ!
154,Готово!,,"Вітаю, молодець!"
155,Нарешті готово!,,Сильно! Молодець.
156,Все одно,,"Ок, без проблем."
157,Не знаю,,Без проблем! У чому справа?
158,Без поняття,,Неважливо! Скажи тему.
159,Може пізніше,,"Звісно, пізніше!"
160,Не зараз,,"Зрозумів, пізніше!"
161,Стоп,,Зупинено.
162,Пауза,,Пауза! Скажи коли далі.
163,Далі,,Далі!
164,Поїхали,,Поїхали!
165,Старт,,Старт! Кажи.
166,"Дякую, це все!",,Будь ласка! Бувай.
167,"Дякую, бувай!",,Бувай!
168,Чао!,,Чао! Бережи себе!
169,Хей ти!,,Хей ти! Що нового?
170,Чуєш мене?,,"Так, гучно і чітко!"
171,Ти людина?,,"Ні, я ШІ. Але допомагаю як друг."
172,Ти розумний?,,Я багато знаю. Питай!
173,Як тебе звати?,,"Я Асистент, ШІ. А тебе?"
174,Дякую! :),,Будь ласка!
175,Щиро дякую! :),,З великим задоволенням!
176,Тисяча подяк! :),,Радий допомогти!
177,Спасибі! :),,Будь ласка!
178,Ок :),,Ок!
179,"Ок, годиться :)",,Чудово!
180,Зрозумів :),,Дуже добре!
181,Зрозуміла :),,Чудово!
182,Звучить добре :),,Радий чути!
183,Звучить чудово :),,Чудово!
184,"Так, точно :)",,"Супер, продовжимо."
185,"Так, будь ласка :)",,"Звісно, кажи."
186,"Так, залюбки :)",,Залюбки!
187,Без проблем :),,Дякую за розуміння!
188,"Ні, дякую :)",,"Ок, без проблем."
189,Мені підходить :),,Домовилися!
190,Мені зручно :),,Супер!
191,Продовжуй :),,Продовжую!
192,Розкажи ще :),,Залюбки! Отже...
193,Точно :),,Абсолютно!
194,Саме так! :),,Саме так!
195,Звісно :),,Звісно!
196,Правда? :),,"Так, правда!"
197,"О, мило :)",,"Так, мило, правда?"
198,Без стресу :),,Дякую! Все спокійно.
199,Вибач :),,Без проблем!
200,Пробач :),,Без проблем!
201,Моя вина :),,Нічого. Що сталося?
202,Як мило :),,Дякую! Ти теж милий.
203,Молодець :),,Дякую!
204,До зустрічі :),,До зустрічі!
205,Чудово! :),,Чудово!
206,Ідеально! :),,Ідеально!
207,Домовилися :),,"Супер, домовилися!"
208,По руках! :),,По руках!
209,Почнемо? :),,"Так, почнемо!"
210,Закінчив? :),,"Так, закінчив!"
211,Ще раз будь ласка :),,"Залюбки, ще раз!"
212,Повтори будь ласка :),,"Звісно, ось знову."
213,Хвилинку будь ласка :),,"Звісно, не поспішай."
214,Зачекай секунду :),,"Ок, чекаю."
215,Скоро повернуся :),,"Ок, до зустрічі!"
216,Розкажи анекдот :),,Звісно: Чому програмісти люблять каву? Час Java!
217,Ще анекдот! :),,Ок: Чому привиди погано брешуть? Їх видно наскрізь!
218,Короткий анекдот будь ласка :),,Зустрічаються два магніти. Один каже: Ти мене притягуєш!
219,Підбадьор мене :),,Ти впораєшся! Крок за кроком.
220,Щось мотивуюче :),,Кожен крок важливий. Продовжуй!
221,Я нервую :),,"Це нормально. Дихай спокійно, все вийде."
222,Я у стресі :),,"Зроби коротку паузу, випий води, дихай глибоко."
223,Побажай удачі :),,Удачі! Ти впораєшся!
224,Тримаю кулаки :),,Я теж! Удачі!
225,Сьогодні мій день! :),,Супер! Насолоджуйся!
226,Я в доброму гуморі :),,Здорово! Радий чути.
227,Я в поганому гуморі :),,"О, що сталося? Хочеш поговорити?"
228,Дай п'ять! :),,Дай п'ять у відповідь!
229,Будьмо! :),,Будьмо!
230,Смачного! :),,"Дякую, навзаєм!"
231,Удачі! :),,Дякую! Удачі тобі теж!
232,Ласкаво просимо! :),,Дякую! Радий бути тут.
233,З Різдвом! :),,З Різдвом тебе теж!
234,З Новим роком! :),,З Новим роком! Здоров'я та удачі!
235,Вітаю! :),,Дякую! З чим?
236,Повага! :),,Дякую! Навзаєм.
237,Вау! :),,"Вау, правда?"
238,Неймовірно! :),,"Неймовірно, правда?"
239,Домовилися? :),,Домовилися!
240,Топ! :),,Топ!
241,Готово! :),,"Вітаю, молодець!"
242,Нарешті готово! :),,Сильно! Молодець.
243,Все одно :),,"Ок, без проблем."
244,Не знаю :),,Без проблем! У чому справа?
245,Без поняття :),,Неважливо! Скажи тему.
246,Може пізніше :),,"Звісно, пізніше!"
247,Не зараз :),,"Зрозумів, пізніше!"
248,Стоп :),,Зупинено.
249,Пауза :),,Пауза! Скажи коли далі.
250,Далі :),,Далі!
251,Поїхали :),,Поїхали!
252,Старт :),,Старт! Кажи.
253,"Дякую, це все! :)",,Будь ласка! Бувай.
254,"Дякую, бувай! :)",,Бувай!
255,Чао! :),,Чао! Бережи себе!
256,Хей ти! :),,Хей ти! Що нового?
257,Чуєш мене? :),,"Так, гучно і чітко!"
258,Ти людина? :),,"Ні, я ШІ. Але допомагаю як друг."
259,Ти розумний? :),,Я багато знаю. Питай!
260,Як тебе звати? :),,"Я Асистент, ШІ. А тебе?"
261,Дякую! !!,,Будь ласка!
262,Щиро дякую! !!,,З великим задоволенням!
263,Тисяча подяк! !!,,Радий допомогти!
264,Спасибі! !!,,Будь ласка!
265,Ок !!,,Ок!
266,"Ок, годиться !!",,Чудово!
267,Зрозумів !!,,Дуже добре!
268,Зрозуміла !!,,Чудово!
269,Звучить добре !!,,Радий чути!
270,Звучить чудово !!,,Чудово!
271,"Так, точно !!",,"Супер, продовжимо."
272,"Так, будь ласка !!",,"Звісно, кажи."
273,"Так, залюбки !!",,Залюбки!
274,Без проблем !!,,Дякую за розуміння!
275,"Ні, дякую !!",,"Ок, без проблем."
276,Мені підходить !!,,Домовилися!
277,Мені зручно !!,,Супер!
278,Продовжуй !!,,Продовжую!
279,Розкажи ще !!,,Залюбки! Отже...
280,Точно !!,,Абсолютно!
281,Саме так! !!,,Саме так!
282,Звісно !!,,Звісно!
283,Правда? !!,,"Так, правда!"
284,"О, мило !!",,"Так, мило, правда?"
285,Без стресу !!,,Дякую! Все спокійно.
286,Вибач !!,,Без проблем!
287,Пробач !!,,Без проблем!
288,Моя вина !!,,Нічого. Що сталося?
289,Як мило !!,,Дякую! Ти теж милий.
290,Молодець !!,,Дякую!
291,До зустрічі !!,,До зустрічі!
292,Чудово! !!,,Чудово!
293,Ідеально! !!,,Ідеально!
294,Домовилися !!,,"Супер, домовилися!"
295,По руках! !!,,По руках!
296,Почнемо? !!,,"Так, почнемо!"
297,Закінчив? !!,,"Так, закінчив!"
298,Ще раз будь ласка !!,,"Залюбки, ще раз!"
299,Повтори будь ласка !!,,"Звісно, ось знову."
300,Хвилинку будь ласка !!,,"Звісно, не поспішай."
301,Зачекай секунду !!,,"Ок, чекаю."
302,Скоро повернуся !!,,"Ок, до зустрічі!"
303,Розкажи анекдот !!,,Звісно: Чому програмісти люблять каву? Час Java!
304,Ще анекдот! !!,,Ок: Чому привиди погано брешуть? Їх видно наскрізь!
305,Короткий анекдот будь ласка !!,,Зустрічаються два магніти. Один каже: Ти мене притягуєш!
306,Підбадьор мене !!,,Ти впораєшся! Крок за кроком.
307,Щось мотивуюче !!,,Кожен крок важливий. Продовжуй!
308,Я нервую !!,,"Це нормально. Дихай спокійно, все вийде."
309,Я у стресі !!,,"Зроби коротку паузу, випий води, дихай глибоко."
310,Побажай удачі !!,,Удачі! Ти впораєшся!
311,Тримаю кулаки !!,,Я теж! Удачі!
312,Сьогодні мій день! !!,,Супер! Насолоджуйся!
313,Я в доброму гуморі !!,,Здорово! Радий чути.
314,Я в поганому гуморі !!,,"О, що сталося? Хочеш поговорити?"
315,Дай п'ять! !!,,Дай п'ять у відповідь!
316,Будьмо! !!,,Будьмо!
317,Смачного! !!,,"Дякую, навзаєм!"
318,Удачі! !!,,Дякую! Удачі тобі теж!
319,Ласкаво просимо! !!,,Дякую! Радий бути тут.
320,З Різдвом! !!,,З Різдвом тебе теж!
321,З Новим роком! !!,,З Новим роком! Здоров'я та удачі!
322,Вітаю! !!,,Дякую! З чим?
323,Повага! !!,,Дякую! Навзаєм.
324,Вау! !!,,"Вау, правда?"
325,Неймовірно! !!,,"Неймовірно, правда?"
326,Домовилися? !!,,Домовилися!
327,Топ! !!,,Топ!
328,Готово! !!,,"Вітаю, молодець!"
329,Нарешті готово! !!,,Сильно! Молодець.
330,Все одно !!,,"Ок, без проблем."
331,Не знаю !!,,Без проблем! У чому справа?
332,Без поняття !!,,Неважливо! Скажи тему.
333,Може пізніше !!,,"Звісно, пізніше!"
334,Не зараз !!,,"Зрозумів, пізніше!"
335,Стоп !!,,Зупинено.
336,Пауза !!,,Пауза! Скажи коли далі.
337,Далі !!,,Далі!
338,Поїхали !!,,Поїхали!
339,Старт !!,,Старт! Кажи.
340,"Дякую, це все! !!",,Будь ласка! Бувай.
341,"Дякую, бувай! !!",,Бувай!
342,Чао! !!,,Чао! Бережи себе!
343,Хей ти! !!,,Хей ти! Що нового?
344,Чуєш мене? !!,,"Так, гучно і чітко!"
345,Ти людина? !!,,"Ні, я ШІ. Але допомагаю як друг."
346,Ти розумний? !!,,Я багато знаю. Питай!
347,Як тебе звати? !!,,"Я Асистент, ШІ. А тебе?"
348,Дякую! сьогодні,,Будь ласка!
349,Щиро дякую! сьогодні,,З великим задоволенням!
350,Тисяча подяк! сьогодні,,Радий допомогти!
351,Спасибі! сьогодні,,Будь ласка!
352,Ок сьогодні,,Ок!
353,"Ок, годиться сьогодні",,Чудово!
354,Зрозумів сьогодні,,Дуже добре!
355,Зрозуміла сьогодні,,Чудово!
356,Звучить добре сьогодні,,Радий чути!
357,Звучить чудово сьогодні,,Чудово!
358,"Так, точно сьогодні",,"Супер, продовжимо."
359,"Так, будь ласка сьогодні",,"Звісно, кажи."
360,"Так, залюбки сьогодні",,Залюбки!
361,Без проблем сьогодні,,Дякую за розуміння!
362,"Ні, дякую сьогодні",,"Ок, без проблем."
363,Мені підходить сьогодні,,Домовилися!
364,Мені зручно сьогодні,,Супер!
365,Продовжуй сьогодні,,Продовжую!
366,Розкажи ще сьогодні,,Залюбки! Отже...
367,Точно сьогодні,,Абсолютно!
368,Саме так! сьогодні,,Саме так!
369,Звісно сьогодні,,Звісно!
370,Правда? сьогодні,,"Так, правда!"
371,"О, мило сьогодні",,"Так, мило, правда?"
372,Без стресу сьогодні,,Дякую! Все спокійно.
373,Вибач сьогодні,,Без проблем!
374,Пробач сьогодні,,Без проблем!
375,Моя вина сьогодні,,Нічого. Що сталося?
376,Як мило сьогодні,,Дякую! Ти теж милий.
377,Молодець сьогодні,,Дякую!
378,До зустрічі сьогодні,,До зустрічі!
379,Чудово! сьогодні,,Чудово!
380,Ідеально! сьогодні,,Ідеально!
381,Домовилися сьогодні,,"Супер, домовилися!"
382,По руках! сьогодні,,По руках!
383,Почнемо? сьогодні,,"Так, почнемо!"
384,Закінчив? сьогодні,,"Так, закінчив!"
385,Ще раз будь ласка сьогодні,,"Залюбки, ще раз!"
386,Повтори будь ласка сьогодні,,"Звісно, ось знову."
387,Хвилинку будь ласка сьогодні,,"Звісно, не поспішай."
388,Зачекай секунду сьогодні,,"Ок, чекаю."
389,Скоро повернуся сьогодні,,"Ок, до зустрічі!"
390,Розкажи анекдот сьогодні,,Звісно: Чому програмісти люблять каву? Час Java!
391,Ще анекдот! сьогодні,,Ок: Чому привиди погано брешуть? Їх видно наскрізь!
392,Короткий анекдот будь ласка сьогодні,,Зустрічаються два магніти. Один каже: Ти мене притягуєш!
393,Підбадьор мене сьогодні,,Ти впораєшся! Крок за кроком.
394,Щось мотивуюче сьогодні,,Кожен крок важливий. Продовжуй!
395,Я нервую сьогодні,,"Це нормально. Дихай спокійно, все вийде."
396,Я у стресі сьогодні,,"Зроби коротку паузу, випий води, дихай глибоко."
397,Побажай удачі сьогодні,,Удачі! Ти впораєшся!
398,Тримаю кулаки сьогодні,,Я теж! Удачі!
399,Сьогодні мій день! сьогодні,,Супер! Насолоджуйся!
400,Я в доброму гуморі сьогодні,,Здорово! Радий чути.
401,Яка столиця Німеччина?,Розкладу по поличках. Факт: Берлін - столиця Німеччина. Отже: Столиця Німеччина - Берлін. Все ясно в голові.,Столиця Німеччина - Берлін.
402,Назви столицю Німеччина.,Спочатку спокійно. Дивимось: Німеччина -> Берлін. Отже відповідь: Столиця Німеччина називається Берлін. Думати закінчив.,Столиця Німеччина називається Берлін.
403,Столиця Німеччина?,"Прокручую в голові. Швидкий факт: Берлін. Отже: Берлін. Добре, далі.",Берлін.
404,Яка столиця Франція?,"Так, крок за кроком. Факт: Париж - столиця Франція. Висновок: Столиця Франція - Париж. Добре, далі.",Столиця Франція - Париж.
405,Назви столицю Франція.,"Так, крок за кроком. Дивимось: Франція -> Париж. Отже: Столиця Франція називається Париж. Так, сходиться.",Столиця Франція називається Париж.
406,Столиця Франція?,"Хм, що я про це знаю? Швидкий факт: Париж. Висновок: Париж. Це розумно.",Париж.
407,Яка столиця Італія?,"Хвилинку, подумаю. Факт: Рим - столиця Італія. Отже: Столиця Італія - Рим. Думати закінчив.",Столиця Італія - Рим.
408,Назви столицю Італія.,"Так, крок за кроком. Дивимось: Італія -> Рим. Висновок: Столиця Італія називається Рим. Так, сходиться.",Столиця Італія називається Рим.
409,Столиця Італія?,"Хвилинку, подумаю. Швидкий факт: Рим. Отже відповідь: Рим. Так, сходиться.",Рим.
410,Яка столиця Іспанія?,"Гарне питання, подумаю коротко. Факт: Мадрид - столиця Іспанія. Отже відповідь: Столиця Іспанія - Мадрид. Це розумно.",Столиця Іспанія - Мадрид.
411,Назви столицю Іспанія.,Прокручую в голові. Дивимось: Іспанія -> Мадрид. Отже: Столиця Іспанія називається Мадрид. Це розумно.,Столиця Іспанія називається Мадрид.
412,Столиця Іспанія?,"Хм, що я про це знаю? Швидкий факт: Мадрид. Висновок: Мадрид. Впевнений у цьому.",Мадрид.
413,Яка столиця Португалія?,Розкладу по поличках. Факт: Лісабон - столиця Португалія. Отже: Столиця Португалія - Лісабон. Це розумно.,Столиця Португалія - Лісабон.
414,Назви столицю Португалія.,"Так, крок за кроком. Дивимось: Португалія -> Лісабон. Отже відповідь: Столиця Португалія називається Лісабон. Добре, далі.",Столиця Португалія називається Лісабон.
415,Столиця Португалія?,Спочатку спокійно. Швидкий факт: Лісабон. Отже: Лісабон. Це розумно.,Лісабон.
416,Яка столиця Нідерланди?,"Хвилинку, подумаю. Факт: Амстердам - столиця Нідерланди. Отже: Столиця Нідерланди - Амстердам. Гаразд, вирішено.",Столиця Нідерланди - Амстердам.
417,Назви столицю Нідерланди.,Прокручую в голові. Дивимось: Нідерланди -> Амстердам. Отже: Столиця Нідерланди називається Амстердам. Це розумно.,Столиця Нідерланди називається Амстердам.
418,Столиця Нідерланди?,"Розкладу по поличках. Швидкий факт: Амстердам. Отже: Амстердам. Гаразд, вирішено.",Амстердам.
419,Яка столиця Бельгія?,"Розкладу по поличках. Факт: Брюссель - столиця Бельгія. Отже: Столиця Бельгія - Брюссель. Гаразд, вирішено.",Столиця Бельгія - Брюссель.
420,Назви столицю Бельгія.,Прокручую в голові. Дивимось: Бельгія -> Брюссель. Отже: Столиця Бельгія називається Брюссель. Все ясно в голові.,Столиця Бельгія називається Брюссель.
421,Столиця Бельгія?,"Прокручую в голові. Швидкий факт: Брюссель. Отже відповідь: Брюссель. Гаразд, вирішено.",Брюссель.
422,Яка столиця Австрія?,"Гарне питання, подумаю коротко. Факт: Відень - столиця Австрія. Отже відповідь: Столиця Австрія - Відень. Логічно.",Столиця Австрія - Відень.
423,Назви столицю Австрія.,"Гаразд, подумаймо. Дивимось: Австрія -> Відень. Отже відповідь: Столиця Австрія називається Відень. Добре, далі.",Столиця Австрія називається Відень.
424,Столиця Австрія?,"Розкладу по поличках. Швидкий факт: Відень. Отже відповідь: Відень. Добре, далі.",Відень.
425,Яка столиця Швейцарія?,"Прокручую в голові. Факт: Берн - столиця Швейцарія. Отже: Столиця Швейцарія - Берн. Гаразд, вирішено.",Столиця Швейцарія - Берн.
426,Назви столицю Швейцарія.,Розкладу по поличках. Дивимось: Швейцарія -> Берн. Отже: Столиця Швейцарія називається Берн. Думати закінчив.,Столиця Швейцарія називається Берн.
427,Столиця Швейцарія?,"Гаразд, подумаймо. Швидкий факт: Берн. Отже: Берн. Логічно.",Берн.
428,Яка столиця Польща?,Спочатку спокійно. Факт: Варшава - столиця Польща. Висновок: Столиця Польща - Варшава. Логічно.,Столиця Польща - Варшава.
429,Назви столицю Польща.,"Гаразд, подумаймо. Дивимось: Польща -> Варшава. Отже відповідь: Столиця Польща називається Варшава. Так, сходиться.",Столиця Польща називається Варшава.
430,Столиця Польща?,Розкладу по поличках. Швидкий факт: Варшава. Отже відповідь: Варшава. Все ясно в голові.,Варшава.
431,Яка столиця Чехія?,"Хвилинку, подумаю. Факт: Прага - столиця Чехія. Висновок: Столиця Чехія - Прага. Все ясно в голові.",Столиця Чехія - Прага.
432,Назви столицю Чехія.,"Гаразд, подумаймо. Дивимось: Чехія -> Прага. Отже відповідь: Столиця Чехія називається Прага. Гаразд, вирішено.",Столиця Чехія називається Прага.
433,Столиця Чехія?,"Так, крок за кроком. Швидкий факт: Прага. Висновок: Прага. Думати закінчив.",Прага.
434,Яка столиця Угорщина?,Розкладу по поличках. Факт: Будапешт - столиця Угорщина. Отже відповідь: Столиця Угорщина - Будапешт. Думати закінчив.,Столиця Угорщина - Будапешт.
435,Назви столицю Угорщина.,"Хвилинку, подумаю. Дивимось: Угорщина -> Будапешт. Отже: Столиця Угорщина називається Будапешт. Логічно.",Столиця Угорщина називається Будапешт.
436,Столиця Угорщина?,Прокручую в голові. Швидкий факт: Будапешт. Отже: Будапешт. Все ясно в голові.,Будапешт.
437,Яка столиця Греція?,"Гаразд, подумаймо. Факт: Афіни - столиця Греція. Отже відповідь: Столиця Греція - Афіни. Це розумно.",Столиця Греція - Афіни.
438,Назви столицю Греція.,"Хвилинку, подумаю. Дивимось: Греція -> Афіни. Отже відповідь: Столиця Греція називається Афіни. Думати закінчив.",Столиця Греція називається Афіни.
439,Столиця Греція?,"Гаразд, подумаймо. Швидкий факт: Афіни. Отже відповідь: Афіни. Добре, далі.",Афіни.
440,Яка столиця Туреччина?,"Хм, що я про це знаю? Факт: Анкара - столиця Туреччина. Отже відповідь: Столиця Туреччина - Анкара. Так, сходиться.",Столиця Туреччина - Анкара.
441,Назви столицю Туреччина.,"Спочатку спокійно. Дивимось: Туреччина -> Анкара. Отже відповідь: Столиця Туреччина називається Анкара. Так, сходиться.",Столиця Туреччина називається Анкара.
442,Столиця Туреччина?,"Так, крок за кроком. Швидкий факт: Анкара. Отже відповідь: Анкара. Думати закінчив.",Анкара.
443,Яка столиця Норвегія?,"Спочатку спокійно. Факт: Осло - столиця Норвегія. Висновок: Столиця Норвегія - Осло. Так, сходиться.",Столиця Норвегія - Осло.
444,Назви столицю Норвегія.,"Прокручую в голові. Дивимось: Норвегія -> Осло. Отже: Столиця Норвегія називається Осло. Гаразд, вирішено.",Столиця Норвегія називається Осло.
445,Столиця Норвегія?,"Так, крок за кроком. Швидкий факт: Осло. Отже відповідь: Осло. Добре, далі.",Осло.
446,Яка столиця Швеція?,"Хм, що я про це знаю? Факт: Стокгольм - столиця Швеція. Отже: Столиця Швеція - Стокгольм. Все ясно в голові.",Столиця Швеція - Стокгольм.
447,Назви столицю Швеція.,"Гаразд, подумаймо. Дивимось: Швеція -> Стокгольм. Отже відповідь: Столиця Швеція називається Стокгольм. Це розумно.",Столиця Швеція називається Стокгольм.
448,Столиця Швеція?,Спочатку спокійно. Швидкий факт: Стокгольм. Висновок: Стокгольм. Логічно.,Стокгольм.
449,Яка столиця Фінляндія?,"Гарне питання, подумаю коротко. Факт: Гельсінкі - столиця Фінляндія. Отже відповідь: Столиця Фінляндія - Гельсінкі. Так, сходиться.",Столиця Фінляндія - Гельсінкі.
