id,user,thinking,ai
185,"Ja, graag :)",,"Zeker, ga je gang."
186,"Ja, met plezier :)",,Met plezier!
187,Geen probleem :),,Dank je voor je begrip!
188,"Nee, bedankt :)",,"Oké, geen probleem."
189,Prima voor mij :),,Afgesproken!
190,Komt mij goed uit :),,Top!
191,Ga door :),,Ik ga door!
192,Vertel meer :),,Graag! Dus...
193,Precies :),,Absoluut!
194,Dat dus! :),,Dat dus!
195,Natuurlijk :),,Natuurlijk!
196,Echt? :),,"Ja, echt!"
197,"Oh, leuk :)",,"Ja, leuk toch?"
198,Geen stress :),,Dank je! Helemaal relaxed.
199,Sorry :),,Geen probleem!
200,Pardon :),,Geen probleem!
201,Mijn fout :),,Geeft niets. Wat is er gebeurd?
202,Aardig van je :),,Dank je! Jij ook aardig.
203,Goed gedaan :),,Dank je!
204,Tot snel :),,Tot snel!
205,Top! :),,Top!
206,Perfect! :),,Perfect!
207,"Afgesproken, deal :)",,"Mooi, afgesproken!"
208,Deal! :),,Deal!
209,Kunnen we beginnen? :),,"Ja, laten we beginnen!"
210,Ben je klaar? :),,"Ja, klaar!"
211,Nog een keer graag :),,"Graag, nog een keer!"
212,Herhaal even :),,"Zeker, hier nogmaals."
213,Een momentje graag :),,"Zeker, neem je tijd."
214,Wacht even :),,"Oké, ik wacht."
215,Ben zo terug :),,"Oké, tot zo!"
216,Vertel een mop :),,Zeker: Waarom houden programmeurs van koffie? Java-tijd!
217,Nog een mop! :),,Oké: Waarom liegen spoken slecht? Je kijkt dwars door ze heen!
218,Een korte mop graag :),,Twee magneten ontmoeten elkaar. De een zegt: Ik vind je aantrekkelijk!
219,Moedig me aan :),,Je kunt het! Stap voor stap.
220,Iets motiverends :),,Elke stap telt. Ga door!
221,Ik ben zenuwachtig :),,"Dat is normaal. Adem rustig, het komt goed."
222,Ik ben gestrest :),,"Neem een korte pauze, drink water, adem diep."
223,Wens me geluk :),,Veel geluk! Je kunt het!
224,Duimen omhoog :),,De mijne ook! Veel geluk!
225,Vandaag is mijn dag! :),,Mooi! Geniet ervan!
226,Ik ben vrolijk :),,Leuk! Blij om te horen.
227,Ik ben chagrijnig :),,"Oh, wat is er? Wil je praten?"
228,Boks! :),,Boks terug!
229,Proost! :),,Proost!
230,Eet smakelijk! :),,"Dank je, evenzo!"
231,Veel geluk! :),,Dank je! Veel geluk voor jou ook!
232,Welkom! :),,Dank je! Leuk om hier te zijn.
233,Vrolijk kerstfeest! :),,Vrolijk kerstfeest voor jou ook!
234,Gelukkig nieuwjaar! :),,Gelukkig nieuwjaar! Gezondheid en geluk!
235,Gefeliciteerd! :),,Dank je! Waarmee?
236,Respect! :),,Dank je! Respect terug.
237,Wauw! :),,"Wauw, toch?"
238,Geweldig! :),,"Geweldig, toch?"
239,Deal? :),,Deal!
240,Klaar! :),,"Gefeliciteerd, goed gedaan!"
241,Eindelijk klaar! :),,Sterk! Goed gedaan.
242,Maakt niet uit :),,"Oké, geen probleem."
243,Ik weet het niet :),,Geen probleem! Waar gaat het om?
244,Geen idee :),,Geeft niets! Vertel het onderwerp.
245,Misschien later :),,"Zeker, later!"
246,Nu niet :),,"Begrepen, later!"
247,Stop :),,Gestopt.
248,Pauze :),,Pauze! Zeg wanneer verder.
249,Laten we gaan :),,Laten we gaan!
250,Start :),,Start! Ga je gang.
251,"Bedankt, dat was het! :)",,Graag gedaan! Doei.
252,"Bedankt, doei! :)",,Doei!
253,Ciao! :),,Ciao! Zorg goed voor jezelf!
254,Hé jij! :),,Hé jij! Wat is er?
255,Hoor je me? :),,"Ja, luid en duidelijk!"
256,Ben je een mens? :),,"Nee, ik ben een AI. Maar ik help als een vriend."
257,Ben je slim? :),,Ik weet best veel. Vraag maar!
258,Hoe heet je? :),,"Ik ben Assistent, een AI. En jij?"
259,Bedankt! !!,,Graag gedaan!
260,Heel erg bedankt! !!,,Heel graag gedaan!
261,Duizendmaal dank! !!,,Blij dat ik kon helpen!
262,Thanks! !!,,Graag gedaan!
263,Oké !!,,Oké!
264,"Oké, prima !!",,Perfect!
265,Begrepen !!,,Heel goed!
266,Snap het !!,,Top!
267,Klinkt goed !!,,Leuk om te horen!
268,Klinkt geweldig !!,,Geweldig!
269,"Ja, precies !!",,"Mooi, laten we verder gaan."
270,"Ja, graag !!",,"Zeker, ga je gang."
271,"Ja, met plezier !!",,Met plezier!
272,Geen probleem !!,,Dank je voor je begrip!
273,"Nee, bedankt !!",,"Oké, geen probleem."
274,Prima voor mij !!,,Afgesproken!
275,Komt mij goed uit !!,,Top!
276,Ga door !!,,Ik ga door!
277,Vertel meer !!,,Graag! Dus...
278,Precies !!,,Absoluut!
279,Dat dus! !!,,Dat dus!
280,Natuurlijk !!,,Natuurlijk!
281,Echt? !!,,"Ja, echt!"
282,"Oh, leuk !!",,"Ja, leuk toch?"
283,Geen stress !!,,Dank je! Helemaal relaxed.
284,Sorry !!,,Geen probleem!
285,Pardon !!,,Geen probleem!
286,Mijn fout !!,,Geeft niets. Wat is er gebeurd?
287,Aardig van je !!,,Dank je! Jij ook aardig.
288,Goed gedaan !!,,Dank je!
289,Tot snel !!,,Tot snel!
290,Top! !!,,Top!
291,Perfect! !!,,Perfect!
292,"Afgesproken, deal !!",,"Mooi, afgesproken!"
293,Deal! !!,,Deal!
294,Kunnen we beginnen? !!,,"Ja, laten we beginnen!"
295,Ben je klaar? !!,,"Ja, klaar!"
296,Nog een keer graag !!,,"Graag, nog een keer!"
297,Herhaal even !!,,"Zeker, hier nogmaals."
298,Een momentje graag !!,,"Zeker, neem je tijd."
299,Wacht even !!,,"Oké, ik wacht."
300,Ben zo terug !!,,"Oké, tot zo!"
301,Vertel een mop !!,,Zeker: Waarom houden programmeurs van koffie? Java-tijd!
302,Nog een mop! !!,,Oké: Waarom liegen spoken slecht? Je kijkt dwars door ze heen!
303,Een korte mop graag !!,,Twee magneten ontmoeten elkaar. De een zegt: Ik vind je aantrekkelijk!
304,Moedig me aan !!,,Je kunt het! Stap voor stap.
305,Iets motiverends !!,,Elke stap telt. Ga door!
306,Ik ben zenuwachtig !!,,"Dat is normaal. Adem rustig, het komt goed."
307,Ik ben gestrest !!,,"Neem een korte pauze, drink water, adem diep."
308,Wens me geluk !!,,Veel geluk! Je kunt het!
309,Duimen omhoog !!,,De mijne ook! Veel geluk!
310,Vandaag is mijn dag! !!,,Mooi! Geniet ervan!
311,Ik ben vrolijk !!,,Leuk! Blij om te horen.
312,Ik ben chagrijnig !!,,"Oh, wat is er? Wil je praten?"
313,Boks! !!,,Boks terug!
314,Proost! !!,,Proost!
315,Eet smakelijk! !!,,"Dank je, evenzo!"
316,Veel geluk! !!,,Dank je! Veel geluk voor jou ook!
317,Welkom! !!,,Dank je! Leuk om hier te zijn.
318,Vrolijk kerstfeest! !!,,Vrolijk kerstfeest voor jou ook!
319,Gelukkig nieuwjaar! !!,,Gelukkig nieuwjaar! Gezondheid en geluk!
320,Gefeliciteerd! !!,,Dank je! Waarmee?
321,Respect! !!,,Dank je! Respect terug.
322,Wauw! !!,,"Wauw, toch?"
323,Geweldig! !!,,"Geweldig, toch?"
324,Deal? !!,,Deal!
325,Klaar! !!,,"Gefeliciteerd, goed gedaan!"
326,Eindelijk klaar! !!,,Sterk! Goed gedaan.
327,Maakt niet uit !!,,"Oké, geen probleem."
328,Ik weet het niet !!,,Geen probleem! Waar gaat het om?
329,Geen idee !!,,Geeft niets! Vertel het onderwerp.
330,Misschien later !!,,"Zeker, later!"
331,Nu niet !!,,"Begrepen, later!"
332,Stop !!,,Gestopt.
333,Pauze !!,,Pauze! Zeg wanneer verder.
334,Laten we gaan !!,,Laten we gaan!
335,Start !!,,Start! Ga je gang.
336,"Bedankt, dat was het! !!",,Graag gedaan! Doei.
337,"Bedankt, doei! !!",,Doei!
338,Ciao! !!,,Ciao! Zorg goed voor jezelf!
339,Hé jij! !!,,Hé jij! Wat is er?
340,Hoor je me? !!,,"Ja, luid en duidelijk!"
341,Ben je een mens? !!,,"Nee, ik ben een AI. Maar ik help als een vriend."
342,Ben je slim? !!,,Ik weet best veel. Vraag maar!
343,Hoe heet je? !!,,"Ik ben Assistent, een AI. En jij?"
344,Bedankt! vandaag,,Graag gedaan!
345,Heel erg bedankt! vandaag,,Heel graag gedaan!
346,Duizendmaal dank! vandaag,,Blij dat ik kon helpen!
347,Thanks! vandaag,,Graag gedaan!
348,Oké vandaag,,Oké!
349,"Oké, prima vandaag",,Perfect!
350,Begrepen vandaag,,Heel goed!
351,Snap het vandaag,,Top!
352,Klinkt goed vandaag,,Leuk om te horen!
353,Klinkt geweldig vandaag,,Geweldig!
354,"Ja, precies vandaag",,"Mooi, laten we verder gaan."
355,"Ja, graag vandaag",,"Zeker, ga je gang."
356,"Ja, met plezier vandaag",,Met plezier!
357,Geen probleem vandaag,,Dank je voor je begrip!
358,"Nee, bedankt vandaag",,"Oké, geen probleem."
359,Prima voor mij vandaag,,Afgesproken!
360,Komt mij goed uit vandaag,,Top!
361,Ga door vandaag,,Ik ga door!
362,Vertel meer vandaag,,Graag! Dus...
363,Precies vandaag,,Absoluut!
364,Dat dus! vandaag,,Dat dus!
365,Natuurlijk vandaag,,Natuurlijk!
366,Echt? vandaag,,"Ja, echt!"
367,"Oh, leuk vandaag",,"Ja, leuk toch?"
368,Geen stress vandaag,,Dank je! Helemaal relaxed.
369,Sorry vandaag,,Geen probleem!
370,Pardon vandaag,,Geen probleem!
371,Mijn fout vandaag,,Geeft niets. Wat is er gebeurd?
372,Aardig van je vandaag,,Dank je! Jij ook aardig.
373,Goed gedaan vandaag,,Dank je!
374,Tot snel vandaag,,Tot snel!
375,Top! vandaag,,Top!
376,Perfect! vandaag,,Perfect!
377,"Afgesproken, deal vandaag",,"Mooi, afgesproken!"
378,Deal! vandaag,,Deal!
379,Kunnen we beginnen? vandaag,,"Ja, laten we beginnen!"
380,Ben je klaar? vandaag,,"Ja, klaar!"
381,Nog een keer graag vandaag,,"Graag, nog een keer!"
382,Herhaal even vandaag,,"Zeker, hier nogmaals."
383,Een momentje graag vandaag,,"Zeker, neem je tijd."
384,Wacht even vandaag,,"Oké, ik wacht."
385,Ben zo terug vandaag,,"Oké, tot zo!"
386,Vertel een mop vandaag,,Zeker: Waarom houden programmeurs van koffie? Java-tijd!
387,Nog een mop! vandaag,,Oké: Waarom liegen spoken slecht? Je kijkt dwars door ze heen!
388,Een korte mop graag vandaag,,Twee magneten ontmoeten elkaar. De een zegt: Ik vind je aantrekkelijk!
389,Moedig me aan vandaag,,Je kunt het! Stap voor stap.
390,Iets motiverends vandaag,,Elke stap telt. Ga door!
391,Ik ben zenuwachtig vandaag,,"Dat is normaal. Adem rustig, het komt goed."
392,Ik ben gestrest vandaag,,"Neem een korte pauze, drink water, adem diep."
393,Wens me geluk vandaag,,Veel geluk! Je kunt het!
394,Duimen omhoog vandaag,,De mijne ook! Veel geluk!
395,Vandaag is mijn dag! vandaag,,Mooi! Geniet ervan!
396,Ik ben vrolijk vandaag,,Leuk! Blij om te horen.
397,Ik ben chagrijnig vandaag,,"Oh, wat is er? Wil je praten?"
398,Boks! vandaag,,Boks terug!
399,Proost! vandaag,,Proost!
400,Eet smakelijk! vandaag,,"Dank je, evenzo!"
401,Wat is de hoofdstad van Duitsland?,Feit: Berlijn is de hoofdstad van Duitsland.,De hoofdstad van Duitsland is Berlijn.
402,Noem de hoofdstad van Duitsland.,Opzoeken: Duitsland -> Berlijn.,De hoofdstad van Duitsland heet Berlijn.
403,Hoofdstad van Duitsland?,Snelle check: Berlijn.,Berlijn.
404,Wat is de hoofdstad van Frankrijk?,Feit: Parijs is de hoofdstad van Frankrijk.,De hoofdstad van Frankrijk is Parijs.
405,Noem de hoofdstad van Frankrijk.,Opzoeken: Frankrijk -> Parijs.,De hoofdstad van Frankrijk heet Parijs.
406,Hoofdstad van Frankrijk?,Snelle check: Parijs.,Parijs.
407,Wat is de hoofdstad van Italië?,Feit: Rome is de hoofdstad van Italië.,De hoofdstad van Italië is Rome.
408,Noem de hoofdstad van Italië.,Opzoeken: Italië -> Rome.,De hoofdstad van Italië heet Rome.
409,Hoofdstad van Italië?,Snelle check: Rome.,Rome.
410,Wat is de hoofdstad van Spanje?,Feit: Madrid is de hoofdstad van Spanje.,De hoofdstad van Spanje is Madrid.
411,Noem de hoofdstad van Spanje.,Opzoeken: Spanje -> Madrid.,De hoofdstad van Spanje heet Madrid.
412,Hoofdstad van Spanje?,Snelle check: Madrid.,Madrid.
413,Wat is de hoofdstad van Portugal?,Feit: Lissabon is de hoofdstad van Portugal.,De hoofdstad van Portugal is Lissabon.
414,Noem de hoofdstad van Portugal.,Opzoeken: Portugal -> Lissabon.,De hoofdstad van Portugal heet Lissabon.
415,Hoofdstad van Portugal?,Snelle check: Lissabon.,Lissabon.
416,Wat is de hoofdstad van Nederland?,Feit: Amsterdam is de hoofdstad van Nederland.,De hoofdstad van Nederland is Amsterdam.
417,Noem de hoofdstad van Nederland.,Opzoeken: Nederland -> Amsterdam.,De hoofdstad van Nederland heet Amsterdam.
418,Hoofdstad van Nederland?,Snelle check: Amsterdam.,Amsterdam.
419,Wat is de hoofdstad van België?,Feit: Brussel is de hoofdstad van België.,De hoofdstad van België is Brussel.
420,Noem de hoofdstad van België.,Opzoeken: België -> Brussel.,De hoofdstad van België heet Brussel.
421,Hoofdstad van België?,Snelle check: Brussel.,Brussel.
422,Wat is de hoofdstad van Oostenrijk?,Feit: Wenen is de hoofdstad van Oostenrijk.,De hoofdstad van Oostenrijk is Wenen.
423,Noem de hoofdstad van Oostenrijk.,Opzoeken: Oostenrijk -> Wenen.,De hoofdstad van Oostenrijk heet Wenen.
424,Hoofdstad van Oostenrijk?,Snelle check: Wenen.,Wenen.
425,Wat is de hoofdstad van Zwitserland?,Feit: Bern is de hoofdstad van Zwitserland.,De hoofdstad van Zwitserland is Bern.
426,Noem de hoofdstad van Zwitserland.,Opzoeken: Zwitserland -> Bern.,De hoofdstad van Zwitserland heet Bern.
427,Hoofdstad van Zwitserland?,Snelle check: Bern.,Bern.
428,Wat is de hoofdstad van Polen?,Feit: Warschau is de hoofdstad van Polen.,De hoofdstad van Polen is Warschau.
429,Noem de hoofdstad van Polen.,Opzoeken: Polen -> Warschau.,De hoofdstad van Polen heet Warschau.
430,Hoofdstad van Polen?,Snelle check: Warschau.,Warschau.
431,Wat is de hoofdstad van Tsjechië?,Feit: Praag is de hoofdstad van Tsjechië.,De hoofdstad van Tsjechië is Praag.
432,Noem de hoofdstad van Tsjechië.,Opzoeken: Tsjechië -> Praag.,De hoofdstad van Tsjechië heet Praag.
433,Hoofdstad van Tsjechië?,Snelle check: Praag.,Praag.
434,Wat is de hoofdstad van Hongarije?,Feit: Boedapest is de hoofdstad van Hongarije.,De hoofdstad van Hongarije is Boedapest.
435,Noem de hoofdstad van Hongarije.,Opzoeken: Hongarije -> Boedapest.,De hoofdstad van Hongarije heet Boedapest.
436,Hoofdstad van Hongarije?,Snelle check: Boedapest.,Boedapest.
437,Wat is de hoofdstad van Griekenland?,Feit: Athene is de hoofdstad van Griekenland.,De hoofdstad van Griekenland is Athene.
438,Noem de hoofdstad van Griekenland.,Opzoeken: Griekenland -> Athene.,De hoofdstad van Griekenland heet Athene.
439,Hoofdstad van Griekenland?,Snelle check: Athene.,Athene.
440,Wat is de hoofdstad van Turkije?,Feit: Ankara is de hoofdstad van Turkije.,De hoofdstad van Turkije is Ankara.
441,Noem de hoofdstad van Turkije.,Opzoeken: Turkije -> Ankara.,De hoofdstad van Turkije heet Ankara.
442,Hoofdstad van Turkije?,Snelle check: Ankara.,Ankara.
443,Wat is de hoofdstad van Noorwegen?,Feit: Oslo is de hoofdstad van Noorwegen.,De hoofdstad van Noorwegen is Oslo.
444,Noem de hoofdstad van Noorwegen.,Opzoeken: Noorwegen -> Oslo.,De hoofdstad van Noorwegen heet Oslo.
445,Hoofdstad van Noorwegen?,Snelle check: Oslo.,Oslo.
446,Wat is de hoofdstad van Zweden?,Feit: Stockholm is de hoofdstad van Zweden.,De hoofdstad van Zweden is Stockholm.
447,Noem de hoofdstad van Zweden.,Opzoeken: Zweden -> Stockholm.,De hoofdstad van Zweden heet Stockholm.
448,Hoofdstad van Zweden?,Snelle check: Stockholm.,Stockholm.
449,Wat is de hoofdstad van Finland?,Feit: Helsinki is de hoofdstad van Finland.,De hoofdstad van Finland is Helsinki.
450,Noem de hoofdstad van Finland.,Opzoeken: Finland -> Helsinki.,De hoofdstad van Finland heet Helsinki.
451,Hoofdstad van Finland?,Snelle check: Helsinki.,Helsinki.
452,Wat is de hoofdstad van Denemarken?,Feit: Kopenhagen is de hoofdstad van Denemarken.,De hoofdstad van Denemarken is Kopenhagen.
453,Noem de hoofdstad van Denemarken.,Opzoeken: Denemarken -> Kopenhagen.,De hoofdstad van Denemarken heet Kopenhagen.
454,Hoofdstad van Denemarken?,Snelle check: Kopenhagen.,Kopenhagen.
455,Wat is de hoofdstad van Verenigd Koninkrijk?,Feit: Londen is de hoofdstad van Verenigd Koninkrijk.,De hoofdstad van Verenigd Koninkrijk is Londen.
456,Noem de hoofdstad van Verenigd Koninkrijk.,Opzoeken: Verenigd Koninkrijk -> Londen.,De hoofdstad van Verenigd Koninkrijk heet Londen.
457,Hoofdstad van Verenigd Koninkrijk?,Snelle check: Londen.,Londen.
458,Wat is de hoofdstad van Ierland?,Feit: Dublin is de hoofdstad van Ierland.,De hoofdstad van Ierland is Dublin.
459,Noem de hoofdstad van Ierland.,Opzoeken: Ierland -> Dublin.,De hoofdstad van Ierland heet Dublin.
